Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.542 [0.508 - 0.579],0.536 [0.534 - 0.539],0.529 [0.472 - 0.602],0.536 [0.534 - 0.539],0.002 [0.002 - 0.002],0.066 [0.009 - 0.138],0.004 [0.003 - 0.004]
Demographic,0.645 [0.610 - 0.674],0.610 [0.608 - 0.612],0.614 [0.537 - 0.669],0.610 [0.608 - 0.612],0.002 [0.002 - 0.003],0.224 [0.147 - 0.278],0.005 [0.004 - 0.006]
Metabolite+Demographic,0.642 [0.604 - 0.674],0.604 [0.602 - 0.606],0.602 [0.532 - 0.662],0.604 [0.602 - 0.606],0.002 [0.002 - 0.003],0.206 [0.136 - 0.267],0.005 [0.004 - 0.006]
