Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.526 [0.480 - 0.577],0.531 [0.528 - 0.532],0.531 [0.446 - 0.608],0.531 [0.528 - 0.532],0.001 [0.001 - 0.001],0.061 [-0.024 - 0.138],0.002 [0.001 - 0.002]
Demographic,0.565 [0.525 - 0.607],0.539 [0.537 - 0.541],0.529 [0.472 - 0.609],0.539 [0.537 - 0.541],0.001 [0.001 - 0.001],0.067 [0.012 - 0.147],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.553 [0.501 - 0.595],0.545 [0.542 - 0.546],0.543 [0.459 - 0.624],0.545 [0.542 - 0.546],0.001 [0.001 - 0.001],0.088 [0.004 - 0.168],0.002 [0.001 - 0.002]
