Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.562 [0.527 - 0.600],0.540 [0.539 - 0.542],0.547 [0.479 - 0.609],0.540 [0.539 - 0.542],0.001 [0.001 - 0.002],0.087 [0.019 - 0.148],0.003 [0.002 - 0.003]
Demographic,0.692 [0.656 - 0.724],0.652 [0.651 - 0.655],0.656 [0.593 - 0.709],0.652 [0.651 - 0.655],0.002 [0.002 - 0.002],0.308 [0.246 - 0.362],0.004 [0.003 - 0.005]
Metabolite+Demographic,0.691 [0.654 - 0.722],0.661 [0.659 - 0.663],0.664 [0.611 - 0.724],0.661 [0.659 - 0.663],0.002 [0.002 - 0.003],0.325 [0.272 - 0.384],0.004 [0.004 - 0.005]
