Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.10 [1.06-1.14],0.021,*,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.10 [1.06-1.14],0.020,*,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.10 [1.06-1.13],0.045,*,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.09 [1.05-1.13],0.270,,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,1.09 [1.05-1.13],0.728,,Glycoprotein Acetyls
IDL-C%,0.91 [0.88-0.94],0.011,*,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.91 [0.88-0.94],0.014,*,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-C%,0.91 [0.88-0.94],0.007,**,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.91 [0.88-0.94],0.007,**,Cholesterol to Total-Lipids in Large LDL percentage
LDL-CE,0.91 [0.88-0.94],0.026,*,Cholesteryl Esters in LDL
LDL-L,0.91 [0.88-0.94],0.016,*,Total-Lipids in LDL
Non-HDL-C,0.91 [0.88-0.94],0.013,*,Total-Cholesterol Minus HDL-C
LDL-PL,0.91 [0.88-0.94],0.023,*,Phospholipids in LDL
L-LDL-CE,0.91 [0.88-0.94],0.014,*,Cholesteryl Esters in Large LDL
LDL-C,0.91 [0.88-0.94],0.007,**,LDL Cholesterol
Total-FC,0.91 [0.87-0.94],0.011,*,Total-Free Cholesterol
IDL-P,0.91 [0.87-0.94],0.048,*,Concentration of IDL Particles
L-LDL-L,0.91 [0.87-0.94],0.006,**,Total-Lipids in Large LDL
M-LDL-FC,0.90 [0.87-0.94],0.011,*,Free Cholesterol in Medium LDL
IDL-L,0.90 [0.87-0.94],0.008,**,Total-Lipids in IDL
L-LDL-C,0.90 [0.87-0.94],0.004,**,Cholesterol in Large LDL
Clinical LDL-C,0.90 [0.87-0.93],0.001,**,Clinical LDL Cholesterol
IDL-FC,0.90 [0.87-0.94],0.008,**,Free Cholesterol in IDL
L-LDL-PL,0.90 [0.87-0.93],0.003,**,Phospholipids in Large LDL
Total-C,0.90 [0.87-0.93],7.230e-04,***,Total-Cholesterol
LDL-FC,0.90 [0.87-0.93],0.002,**,Free Cholesterol in LDL
IDL-C,0.90 [0.87-0.93],0.001,**,Cholesterol in IDL
Total-CE,0.90 [0.87-0.93],3.898e-04,***,Total-Esterified Cholesterol
IDL-CE,0.90 [0.87-0.93],0.001,**,Cholesteryl Esters in IDL
L-LDL-FC,0.90 [0.87-0.93],9.017e-04,***,Free Cholesterol in Large LDL
S-LDL-C%,0.89 [0.86-0.92],5.865e-07,***,Cholesterol to Total-Lipids in Small LDL percentage
