Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.84 [1.79-1.89],0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.82 [1.77-1.88],0.000e+00,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.81 [1.75-1.86],0.000e+00,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,1.76 [1.72-1.81],0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.70 [1.63-1.76],4.734e-157,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-LDL-TG%,1.66 [1.62-1.70],0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.62 [1.58-1.66],0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.57 [1.53-1.61],5.459e-255,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.51 [1.48-1.55],3.050e-217,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.48 [1.44-1.52],3.330e-188,***,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.46 [1.43-1.50],2.985e-223,***,Phospholipids to Total-Lipids in Large HDL percentage
XXL-VLDL-PL%,1.40 [1.35-1.44],4.538e-94,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG%,1.39 [1.35-1.43],3.410e-95,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-LDL-TG%,1.38 [1.35-1.42],3.087e-140,***,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-PL%,1.30 [1.27-1.34],1.977e-73,***,Phospholipids to Total-Lipids in Medium LDL percentage
Sc-ala,1.23 [1.20-1.26],1.057e-54,***,Spectrometer-corrected alanine
Glu-lactate,1.23 [1.20-1.26],1.835e-60,***,Glucose-lactate
Glu,1.21 [1.18-1.24],3.467e-47,***,Glucose
M-HDL-PL%,1.20 [1.17-1.23],1.876e-39,***,Phospholipids to Total-Lipids in Medium HDL percentage
Omega-3%,1.19 [1.16-1.22],4.689e-34,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC%,1.18 [1.15-1.21],1.132e-27,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
DHA%,1.18 [1.15-1.21],1.277e-34,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Ala,1.17 [1.14-1.20],6.016e-28,***,Alanine
MUFA%,1.16 [1.13-1.19],2.155e-23,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
