Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.72 [1.46-2.03],3.059e-05,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.70 [1.44-2.02],1.919e-04,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.68 [1.42-1.98],1.900e-04,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.64 [1.36-1.98],0.055,,Triglycerides to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG,1.51 [1.29-1.77],0.060,,Triglycerides in Very Small VLDL
L-HDL-CE%,0.70 [0.62-0.80],0.011,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-LDL-FC%,0.67 [0.57-0.77],0.023,*,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-C%,0.66 [0.57-0.77],0.006,**,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,0.66 [0.57-0.77],0.037,*,Omega-6 Fatty Acids to Total-Fatty Acids percentage
IDL-CE%,0.66 [0.57-0.76],0.008,**,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.66 [0.57-0.76],0.007,**,Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.65 [0.57-0.75],8.702e-04,***,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.65 [0.56-0.75],0.004,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.65 [0.56-0.76],0.005,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-HDL-CE%,0.64 [0.55-0.76],0.018,*,Cholesteryl Esters to Total-Lipids in Small HDL percentage
LA%,0.61 [0.52-0.72],0.002,**,Linoleic Acid to Total-Fatty Acids percentage
