Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.92 [1.63-2.26],1.271e-09,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,1.78 [1.49-2.11],1.510e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.77 [1.51-2.07],3.456e-07,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.72 [1.47-2.01],1.650e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.67 [1.38-2.03],0.032,*,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.66 [1.38-2.01],0.019,*,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.64 [1.40-1.91],6.554e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-PL%,1.59 [1.36-1.87],0.003,**,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,1.59 [1.35-1.87],0.007,**,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-FC%,0.67 [0.59-0.78],0.009,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,0.67 [0.58-0.77],0.009,**,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-PL%,0.66 [0.58-0.76],8.329e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
LA%,0.66 [0.56-0.77],0.018,*,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-FC%,0.64 [0.55-0.74],0.001,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-HDL-FC%,0.63 [0.54-0.73],1.866e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-VLDL-PL%,0.62 [0.53-0.74],0.004,**,Phospholipids to Total-Lipids in Small VLDL percentage
M-LDL-C%,0.62 [0.55-0.70],2.423e-08,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.62 [0.54-0.70],5.282e-08,***,Cholesterol to Total-Lipids in IDL percentage
