Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.51 [1.38-1.66],2.783e-13,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.50 [1.36-1.66],1.254e-09,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.48 [1.34-1.64],4.226e-09,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG%,1.44 [1.26-1.65],0.038,*,Triglycerides to Total-Lipids in Very Large VLDL percentage
IDL-TG%,1.44 [1.32-1.56],2.750e-12,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.37 [1.26-1.49],1.131e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.36 [1.25-1.49],1.571e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.34 [1.23-1.45],1.165e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.28 [1.19-1.39],7.966e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,1.28 [1.18-1.40],0.001,**,Phospholipids to Total-Lipids in IDL percentage
Total-FA,0.80 [0.73-0.87],0.027,*,Total-Fatty Acids
M-VLDL-CE%,0.80 [0.75-0.85],7.608e-08,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-LDL-CE%,0.79 [0.72-0.86],0.026,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA%,0.78 [0.72-0.85],0.003,**,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-FC%,0.78 [0.73-0.84],1.949e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-C%,0.78 [0.72-0.84],3.617e-06,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-VLDL-L,0.77 [0.70-0.85],0.019,*,Total-Lipids in Small VLDL
XL-VLDL-PL%,0.76 [0.70-0.84],0.005,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-VLDL-C%,0.76 [0.71-0.82],1.003e-08,***,Cholesterol to Total-Lipids in Medium VLDL percentage
VLDL-PL,0.76 [0.69-0.83],0.002,**,Phospholipids in VLDL
L-HDL-FC%,0.76 [0.71-0.80],1.075e-13,***,Free Cholesterol to Total-Lipids in Large HDL percentage
Total-P,0.75 [0.68-0.83],0.005,**,Total-Concentration of Lipoprotein Particles
S-VLDL-CE%,0.75 [0.69-0.81],6.617e-07,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-VLDL-CE,0.75 [0.67-0.83],0.004,**,Cholesteryl Esters in Large VLDL
M-HDL-FC%,0.75 [0.68-0.81],2.365e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-C%,0.74 [0.69-0.80],4.294e-10,***,Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.74 [0.69-0.79],3.339e-12,***,Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.74 [0.69-0.80],1.927e-09,***,Cholesterol to Total-Lipids in Small LDL percentage
M-VLDL-FC%,0.73 [0.68-0.79],1.290e-09,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Phosphoglyc,0.73 [0.67-0.80],1.555e-06,***,Phosphoglycerides
M-VLDL-L,0.73 [0.66-0.80],8.783e-06,***,Total-Lipids in Medium VLDL
PUFA,0.73 [0.67-0.80],8.899e-07,***,Polyunsaturated Fatty Acids
XL-VLDL-CE,0.73 [0.66-0.81],2.339e-04,***,Cholesteryl Esters in Very Large VLDL
S-VLDL-C%,0.73 [0.67-0.79],1.848e-09,***,Cholesterol to Total-Lipids in Small VLDL percentage
VLDL-P,0.73 [0.66-0.80],4.489e-05,***,Concentration of VLDL Particles
IDL-CE%,0.72 [0.67-0.78],9.442e-14,***,Cholesteryl Esters to Total-Lipids in IDL percentage
VLDL-FC,0.72 [0.66-0.80],7.771e-06,***,Free Cholesterol in VLDL
ApoB/ApoA1,0.72 [0.65-0.79],2.476e-06,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-VLDL-FC%,0.71 [0.66-0.77],5.132e-11,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
HDL-FC,0.71 [0.63-0.81],0.030,*,Free Cholesterol in HDL
PC,0.71 [0.64-0.77],2.501e-08,***,Phosphatidylcholines
M-VLDL-PL%,0.71 [0.65-0.76],9.059e-14,***,Phospholipids to Total-Lipids in Medium VLDL percentage
Cholines,0.70 [0.64-0.77],4.139e-09,***,Total-Cholines
XS-VLDL-C%,0.70 [0.65-0.76],1.574e-15,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Omega-6,0.70 [0.64-0.77],1.024e-09,***,Omega-6 Fatty Acids
S-VLDL-PL%,0.70 [0.64-0.76],2.083e-10,***,Phospholipids to Total-Lipids in Small VLDL percentage
Total-L,0.70 [0.64-0.76],1.810e-12,***,Total-Lipids in Lipoprotein Particles
S-VLDL-PL,0.69 [0.63-0.77],1.711e-07,***,Phospholipids in Small VLDL
XS-VLDL-CE%,0.69 [0.64-0.75],2.162e-17,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL,0.69 [0.63-0.77],2.402e-07,***,Phospholipids in Very Small VLDL
M-VLDL-P,0.69 [0.62-0.76],6.114e-08,***,Concentration of Medium VLDL Particles
LA,0.69 [0.63-0.75],6.055e-12,***,Linoleic Acid
Total-PL,0.68 [0.63-0.75],6.472e-12,***,Total-Phospholipids in Lipoprotein Particles
M-LDL-CE,0.68 [0.62-0.75],3.014e-10,***,Cholesteryl Esters in Medium LDL
M-LDL-L,0.68 [0.62-0.74],1.782e-11,***,Total-Lipids in Medium LDL
M-LDL-P,0.68 [0.61-0.75],2.491e-09,***,Concentration of Medium LDL Particles
S-LDL-PL,0.68 [0.62-0.74],1.457e-10,***,Phospholipids in Small LDL
M-VLDL-PL,0.68 [0.61-0.75],1.175e-09,***,Phospholipids in Medium VLDL
XL-HDL-FC,0.67 [0.59-0.77],0.002,**,Free Cholesterol in Very Large HDL
VLDL-C,0.67 [0.61-0.74],6.365e-11,***,VLDL Cholesterol
M-LDL-C,0.67 [0.61-0.74],7.289e-12,***,Cholesterol in Medium LDL
S-VLDL-CE,0.67 [0.60-0.74],1.203e-08,***,Cholesteryl Esters in Small VLDL
S-LDL-L,0.67 [0.61-0.74],9.634e-12,***,Total-Lipids in Small LDL
XS-VLDL-L,0.67 [0.60-0.74],2.832e-10,***,Total-Lipids in Very Small VLDL
S-LDL-CE,0.66 [0.60-0.73],9.620e-12,***,Cholesteryl Esters in Small LDL
SM,0.66 [0.60-0.73],3.872e-11,***,Sphingomyelins
LDL-L,0.66 [0.61-0.72],1.272e-15,***,Total-Lipids in LDL
S-VLDL-C,0.66 [0.60-0.73],6.490e-10,***,Cholesterol in Small VLDL
M-LDL-PL,0.66 [0.60-0.73],4.756e-12,***,Phospholipids in Medium LDL
LDL-CE,0.66 [0.61-0.72],5.649e-15,***,Cholesteryl Esters in LDL
S-LDL-P,0.66 [0.60-0.73],3.979e-11,***,Concentration of Small LDL Particles
LDL-C,0.66 [0.60-0.72],4.488e-16,***,LDL Cholesterol
S-LDL-FC,0.66 [0.60-0.72],1.013e-12,***,Free Cholesterol in Small LDL
S-LDL-C,0.66 [0.60-0.72],5.318e-13,***,Cholesterol in Small LDL
XS-VLDL-P,0.65 [0.59-0.72],1.322e-10,***,Concentration of Very Small VLDL Particles
M-VLDL-FC,0.65 [0.59-0.72],1.869e-11,***,Free Cholesterol in Medium VLDL
S-VLDL-FC,0.65 [0.59-0.72],2.521e-11,***,Free Cholesterol in Small VLDL
Clinical LDL-C,0.65 [0.60-0.71],1.192e-18,***,Clinical LDL Cholesterol
Total-C,0.65 [0.59-0.70],6.860e-19,***,Total-Cholesterol
L-LDL-L,0.65 [0.59-0.70],3.003e-17,***,Total-Lipids in Large LDL
Total-CE,0.65 [0.59-0.70],1.085e-18,***,Total-Esterified Cholesterol
Non-HDL-C,0.65 [0.59-0.70],8.111e-19,***,Total-Cholesterol Minus HDL-C
XS-VLDL-FC,0.64 [0.58-0.72],3.477e-11,***,Free Cholesterol in Very Small VLDL
M-LDL-FC,0.64 [0.58-0.71],4.268e-14,***,Free Cholesterol in Medium LDL
L-LDL-CE,0.64 [0.59-0.70],2.102e-16,***,Cholesteryl Esters in Large LDL
VLDL-CE,0.64 [0.58-0.71],6.706e-14,***,Cholesteryl Esters in VLDL
L-LDL-C,0.64 [0.59-0.70],1.951e-17,***,Cholesterol in Large LDL
LDL-PL,0.64 [0.58-0.70],5.201e-16,***,Phospholipids in LDL
ApoB,0.64 [0.58-0.70],9.102e-16,***,Apolipoprotein B
XL-HDL-CE,0.64 [0.54-0.75],0.011,*,Cholesteryl Esters in Very Large HDL
LDL-P,0.63 [0.57-0.70],1.514e-13,***,Concentration of LDL Particles
Total-FC,0.63 [0.58-0.69],4.242e-18,***,Total-Free Cholesterol
XL-HDL-C,0.63 [0.54-0.74],0.003,**,Cholesterol in Very Large HDL
LDL-FC,0.63 [0.57-0.69],4.550e-17,***,Free Cholesterol in LDL
Remnant-C,0.63 [0.57-0.68],1.022e-19,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-LDL-P,0.62 [0.56-0.69],1.480e-14,***,Concentration of Large LDL Particles
XL-HDL-P,0.62 [0.53-0.73],0.001,**,Concentration of Very Large HDL Particles
