Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,1.93 [1.72-2.17],1.251e-22,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-TG%,1.87 [1.60-2.18],5.305e-10,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-VLDL-TG%,1.86 [1.66-2.09],1.578e-21,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,1.82 [1.64-2.02],1.394e-24,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.81 [1.65-1.99],1.753e-29,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.77 [1.61-1.94],1.322e-28,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.72 [1.57-1.88],3.934e-26,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.68 [1.53-1.86],4.907e-20,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.61 [1.46-1.77],9.513e-17,***,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,1.56 [1.41-1.72],2.454e-13,***,Phospholipids to Total-Lipids in IDL percentage
L-VLDL-TG%,1.46 [1.30-1.64],8.333e-05,***,Triglycerides to Total-Lipids in Large VLDL percentage
L-HDL-PL%,1.45 [1.33-1.59],6.356e-11,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.43 [1.30-1.57],9.594e-08,***,Triglycerides to Total-Lipids in Small LDL percentage
GlycA,1.38 [1.25-1.52],6.843e-05,***,Glycoprotein Acetyls
MUFA%,1.32 [1.19-1.47],0.020,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-FC%,0.77 [0.72-0.83],1.816e-06,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-L,0.76 [0.69-0.84],0.031,*,Total-Lipids in Small HDL
L-VLDL-L,0.75 [0.67-0.83],0.036,*,Total-Lipids in Large VLDL
XS-VLDL-FC%,0.74 [0.69-0.81],4.357e-08,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-CE%,0.74 [0.68-0.81],2.095e-05,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-HDL-CE,0.73 [0.66-0.81],6.030e-04,***,Cholesteryl Esters in Small HDL
SFA,0.73 [0.66-0.80],5.840e-05,***,Saturated Fatty Acids
S-HDL-C,0.72 [0.65-0.80],5.425e-05,***,Cholesterol in Small HDL
HDL-P,0.72 [0.64-0.81],0.003,**,Concentration of HDL Particles
XL-VLDL-FC,0.72 [0.64-0.80],0.002,**,Free Cholesterol in Very Large VLDL
L-VLDL-FC,0.71 [0.64-0.80],0.001,**,Free Cholesterol in Large VLDL
S-HDL-FC%,0.71 [0.64-0.80],9.703e-04,***,Free Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-FC%,0.71 [0.65-0.78],1.688e-07,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-CE%,0.71 [0.67-0.76],3.690e-20,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-HDL-FC,0.70 [0.63-0.78],1.323e-05,***,Free Cholesterol in Small HDL
S-HDL-P,0.70 [0.63-0.78],4.557e-06,***,Concentration of Small HDL Particles
L-VLDL-C%,0.69 [0.62-0.77],3.506e-06,***,Cholesterol to Total-Lipids in Large VLDL percentage
Total-FA,0.69 [0.63-0.76],1.546e-08,***,Total-Fatty Acids
L-VLDL-CE%,0.68 [0.62-0.76],2.796e-07,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-VLDL-PL%,0.68 [0.63-0.74],4.001e-16,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-LDL-CE%,0.68 [0.61-0.74],4.481e-10,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
VLDL-L,0.67 [0.61-0.75],1.100e-08,***,Total-Lipids in VLDL
XL-VLDL-CE%,0.67 [0.60-0.75],1.052e-06,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-LDL-FC%,0.66 [0.61-0.72],2.510e-16,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-C%,0.66 [0.61-0.71],9.021e-22,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-P,0.66 [0.58-0.74],2.361e-07,***,Concentration of Small VLDL Particles
XL-VLDL-FC%,0.65 [0.58-0.73],2.341e-07,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Total-P,0.65 [0.58-0.73],1.472e-08,***,Total-Concentration of Lipoprotein Particles
XL-VLDL-C%,0.65 [0.58-0.73],2.158e-07,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-C,0.65 [0.58-0.73],3.267e-08,***,Cholesterol in Large VLDL
S-VLDL-CE%,0.65 [0.59-0.71],3.562e-17,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-VLDL-C,0.63 [0.56-0.71],4.551e-09,***,Cholesterol in Very Large VLDL
Phosphoglyc,0.63 [0.57-0.70],1.055e-13,***,Phosphoglycerides
S-VLDL-L,0.63 [0.56-0.71],1.246e-10,***,Total-Lipids in Small VLDL
M-VLDL-FC%,0.62 [0.57-0.67],1.041e-24,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
