Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,2.14 [1.92-2.39],4.729e-37,***,Phospholipids to Total-Lipids in Small LDL percentage
S-VLDL-TG%,1.98 [1.72-2.27],2.234e-16,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-PL%,1.90 [1.69-2.13],8.036e-22,***,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.88 [1.68-2.10],4.655e-24,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.85 [1.67-2.06],6.325e-25,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.84 [1.63-2.08],1.636e-17,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.82 [1.64-2.03],5.934e-23,***,Triglycerides to Total-Lipids in Large LDL percentage
XXL-VLDL-PL%,1.80 [1.58-2.05],3.618e-13,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,1.74 [1.51-1.99],4.447e-10,***,Phospholipids to Total-Lipids in Medium LDL percentage
Glu-lactate,1.73 [1.57-1.92],2.603e-22,***,Glucose-lactate
M-VLDL-TG%,1.72 [1.50-1.97],5.669e-10,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Glu,1.68 [1.50-1.87],6.770e-15,***,Glucose
Gly,1.68 [1.44-1.96],1.442e-05,***,Glycine
XS-VLDL-PL%,1.66 [1.48-1.86],3.348e-12,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC%,1.51 [1.36-1.68],1.183e-09,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-FC%,0.77 [0.71-0.84],3.237e-04,***,Free Cholesterol to Total-Lipids in Large HDL percentage
IDL-FC%,0.76 [0.69-0.84],0.015,*,Free Cholesterol to Total-Lipids in IDL percentage
Albumin,0.73 [0.66-0.81],8.388e-04,***,Albumin
M-HDL-FC%,0.72 [0.65-0.81],0.002,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-CE%,0.72 [0.67-0.78],1.251e-11,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
IDL-TG,0.70 [0.61-0.80],0.036,*,Triglycerides in IDL
S-HDL-TG,0.70 [0.61-0.80],0.028,*,Triglycerides in Small HDL
XS-VLDL-FC%,0.70 [0.64-0.76],9.966e-11,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,0.68 [0.62-0.75],2.863e-09,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-TG,0.68 [0.59-0.77],0.001,**,Triglycerides in Small VLDL
M-VLDL-C%,0.67 [0.62-0.74],5.720e-12,***,Cholesterol to Total-Lipids in Medium VLDL percentage
Omega-3,0.67 [0.58-0.77],0.002,**,Omega-3 Fatty Acids
L-LDL-CE%,0.67 [0.60-0.74],1.818e-08,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
SFA%,0.67 [0.60-0.75],3.286e-07,***,Saturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-PL%,0.66 [0.60-0.74],3.073e-08,***,Phospholipids to Total-Lipids in Large VLDL percentage
HDL-P,0.66 [0.57-0.75],4.170e-04,***,Concentration of HDL Particles
L-LDL-TG,0.65 [0.57-0.74],9.647e-05,***,Triglycerides in Large LDL
M-LDL-TG,0.64 [0.56-0.74],5.360e-05,***,Triglycerides in Medium LDL
LDL-TG,0.64 [0.56-0.73],2.399e-05,***,Triglycerides in LDL
S-VLDL-CE%,0.63 [0.57-0.70],1.838e-12,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-HDL-PL,0.63 [0.56-0.72],8.788e-08,***,Phospholipids in Small HDL
S-LDL-TG,0.62 [0.54-0.71],2.920e-06,***,Triglycerides in Small LDL
M-VLDL-FC%,0.61 [0.55-0.67],3.284e-18,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XXL-VLDL-PL,0.61 [0.53-0.70],9.293e-07,***,Phospholipids in Chylomicrons and Extremely Large VLDL
