Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.21 [1.14-1.29],5.152e-04,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.21 [1.13-1.30],0.006,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.20 [1.12-1.27],0.004,**,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.19 [1.11-1.26],0.021,*,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.17 [1.10-1.24],0.131,,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-FC%,0.87 [0.82-0.91],0.015,*,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-C%,0.87 [0.82-0.91],0.037,*,Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-CE%,0.86 [0.82-0.91],0.009,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.85 [0.81-0.91],0.026,*,Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,0.85 [0.80-0.90],0.012,*,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.84 [0.80-0.89],3.265e-04,***,Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,0.84 [0.79-0.89],0.001,**,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-C%,0.84 [0.79-0.89],9.440e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,0.84 [0.79-0.89],0.019,*,Total-Cholesterol
S-VLDL-FC%,0.84 [0.79-0.89],0.008,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
Total-CE,0.83 [0.78-0.89],0.009,**,Total-Esterified Cholesterol
IDL-L,0.83 [0.78-0.89],0.023,*,Total-Lipids in IDL
S-VLDL-PL%,0.83 [0.78-0.89],0.019,*,Phospholipids to Total-Lipids in Small VLDL percentage
XS-VLDL-C%,0.83 [0.78-0.88],2.082e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,0.83 [0.78-0.88],4.534e-04,***,Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE%,0.83 [0.78-0.88],2.499e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.82 [0.78-0.87],1.839e-05,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-C,0.82 [0.77-0.88],0.004,**,Cholesterol in IDL
M-HDL-FC%,0.82 [0.77-0.88],0.001,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-CE,0.82 [0.76-0.88],0.002,**,Cholesteryl Esters in IDL
HDL-C,0.80 [0.73-0.87],0.046,*,HDL Cholesterol
L-HDL-C,0.75 [0.68-0.84],0.047,*,Cholesterol in Large HDL
