Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.93 [1.87-1.99],0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.86 [1.80-1.93],1.102e-258,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.86 [1.79-1.92],5.260e-266,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,1.81 [1.76-1.87],0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.78 [1.70-1.86],2.951e-130,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-LDL-TG%,1.69 [1.64-1.74],3.143e-288,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.64 [1.59-1.69],3.672e-259,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.57 [1.53-1.62],8.812e-188,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.50 [1.46-1.54],9.468e-185,***,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,1.50 [1.45-1.54],9.271e-150,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.46 [1.41-1.50],1.507e-125,***,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.43 [1.38-1.48],1.585e-81,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-TG%,1.40 [1.36-1.44],1.956e-109,***,Triglycerides to Total-Lipids in Small LDL percentage
L-VLDL-TG%,1.39 [1.34-1.44],1.200e-69,***,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.28 [1.24-1.33],6.685e-46,***,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-3%,1.28 [1.24-1.32],5.840e-54,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,1.23 [1.20-1.27],5.375e-41,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
XL-HDL-FC%,1.21 [1.17-1.25],6.943e-27,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.19 [1.16-1.23],1.402e-25,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.17 [1.14-1.21],1.797e-19,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Sc-ala,1.16 [1.12-1.19],4.007e-17,***,Spectrometer-corrected alanine
XXL-VLDL-FC%,1.14 [1.10-1.17],1.738e-11,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Creatinine,1.14 [1.10-1.17],1.720e-11,***,Creatinine
XL-HDL-TG%,1.13 [1.09-1.16],2.134e-09,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,1.11 [1.07-1.15],1.255e-04,***,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-PL%,1.10 [1.07-1.14],7.381e-05,***,Phospholipids to Total-Lipids in Small HDL percentage
Ala,1.10 [1.07-1.14],1.610e-05,***,Alanine
Glu-lactate,1.10 [1.07-1.13],9.296e-06,***,Glucose-lactate
Glu,1.10 [1.06-1.13],1.444e-04,***,Glucose
L-HDL-TG%,1.09 [1.05-1.12],0.018,*,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-PL%,0.92 [0.90-0.95],3.634e-04,***,Phospholipids to Total-Lipids in Very Large HDL percentage
Acetate,0.92 [0.89-0.95],0.003,**,Acetate
S-VLDL-TG,0.92 [0.89-0.94],0.005,**,Triglycerides in Small VLDL
L-LDL-PL%,0.91 [0.89-0.94],7.201e-04,***,Phospholipids to Total-Lipids in Large LDL percentage
M-HDL-TG,0.91 [0.88-0.93],1.842e-04,***,Triglycerides in Medium HDL
PUFA/MUFA,0.90 [0.88-0.93],1.273e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
HDL-TG,0.90 [0.87-0.93],1.782e-05,***,Triglycerides in HDL
S-HDL-C%,0.89 [0.87-0.92],5.684e-09,***,Cholesterol to Total-Lipids in Small HDL percentage
Omega-6%,0.89 [0.87-0.92],3.681e-11,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-FC%,0.88 [0.86-0.90],4.984e-16,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-CE%,0.88 [0.86-0.90],1.199e-17,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
SFA%,0.88 [0.85-0.90],1.532e-14,***,Saturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL,0.88 [0.85-0.91],4.476e-10,***,Phospholipids in Medium HDL
XL-VLDL-TG,0.88 [0.85-0.90],1.498e-11,***,Triglycerides in Very Large VLDL
M-LDL-TG,0.87 [0.85-0.90],1.714e-12,***,Triglycerides in Medium LDL
M-HDL-CE,0.87 [0.84-0.90],6.493e-10,***,Cholesteryl Esters in Medium HDL
XXL-VLDL-PL,0.86 [0.83-0.89],6.445e-16,***,Phospholipids in Chylomicrons and Extremely Large VLDL
M-HDL-L,0.86 [0.83-0.89],2.370e-14,***,Total-Lipids in Medium HDL
XXL-VLDL-TG,0.86 [0.83-0.89],8.230e-17,***,Triglycerides in Chylomicrons and Extremely Large VLDL
S-LDL-TG,0.86 [0.83-0.89],4.272e-17,***,Triglycerides in Small LDL
XXL-VLDL-P,0.86 [0.83-0.88],6.140e-17,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
IDL-TG,0.86 [0.83-0.88],1.962e-16,***,Triglycerides in IDL
LDL-TG,0.85 [0.83-0.88],2.810e-18,***,Triglycerides in LDL
