Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,2.58 [2.43-2.74],2.210e-214,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG%,2.58 [2.37-2.80],1.110e-105,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG%,2.53 [2.39-2.69],1.324e-197,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,2.47 [2.34-2.60],2.792e-245,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,2.22 [2.12-2.33],9.823e-241,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.99 [1.91-2.09],7.909e-193,***,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-PL%,1.92 [1.83-2.01],2.274e-149,***,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.91 [1.83-2.00],3.206e-173,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.85 [1.76-1.94],6.582e-129,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.81 [1.72-1.90],1.463e-118,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.75 [1.68-1.83],1.046e-137,***,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-TG%,1.70 [1.60-1.80],1.829e-62,***,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.67 [1.58-1.77],6.189e-68,***,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL%,1.67 [1.58-1.76],1.913e-66,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-TG%,1.51 [1.44-1.58],2.278e-61,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-FC%,1.44 [1.36-1.51],7.692e-38,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
DHA%,1.42 [1.35-1.48],7.693e-44,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,1.41 [1.34-1.48],9.753e-39,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.31 [1.25-1.38],8.200e-24,***,Phospholipids to Total-Lipids in Medium HDL percentage
Gln,1.28 [1.21-1.34],5.268e-17,***,Glutamine
Creatinine,1.26 [1.20-1.32],1.347e-15,***,Creatinine
Sc-ala,1.25 [1.19-1.31],1.886e-14,***,Spectrometer-corrected alanine
XXL-VLDL-FC%,1.23 [1.17-1.29],2.131e-11,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,1.20 [1.14-1.26],2.060e-08,***,Alanine
Leu,1.19 [1.14-1.25],8.593e-08,***,Leucine
Phe,1.18 [1.13-1.24],1.541e-06,***,Phenylalanine
Total-BCAA,1.16 [1.11-1.22],3.774e-04,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Tyr,1.16 [1.10-1.22],6.726e-04,***,Tyrosine
Ile,1.15 [1.10-1.21],3.196e-04,***,Isoleucine
3-Hydroxybutyrate,0.85 [0.80-0.90],0.009,**,3-Hydroxybutyrate
M-LDL-FC%,0.85 [0.81-0.88],3.698e-08,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-TG,0.84 [0.80-0.89],7.136e-05,***,Triglycerides in Small HDL
XL-HDL-CE%,0.81 [0.78-0.85],5.185e-17,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
