Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.37 [1.26-1.49],2.474e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.36 [1.25-1.47],1.522e-07,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,1.34 [1.24-1.45],8.226e-09,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.33 [1.24-1.43],2.596e-09,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.29 [1.20-1.39],2.599e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.28 [1.19-1.38],1.969e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.28 [1.19-1.37],2.911e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.26 [1.16-1.35],6.504e-04,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.22 [1.14-1.31],0.008,**,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.84 [0.79-0.90],0.013,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-LDL-CE%,0.82 [0.76-0.88],0.028,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
VLDL-L,0.82 [0.75-0.88],0.043,*,Total-Lipids in VLDL
L-HDL-FC%,0.81 [0.77-0.86],5.649e-07,***,Free Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-FC%,0.81 [0.76-0.87],2.951e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-CE%,0.80 [0.76-0.85],1.100e-08,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-HDL-C,0.80 [0.74-0.86],0.003,**,Cholesterol in Small HDL
SFA,0.80 [0.74-0.86],3.083e-04,***,Saturated Fatty Acids
Total-FA,0.80 [0.74-0.86],2.326e-04,***,Total-Fatty Acids
S-VLDL-CE%,0.80 [0.74-0.85],4.164e-05,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-HDL-P,0.79 [0.73-0.86],0.001,**,Concentration of Small HDL Particles
