Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.64 [1.46-1.84],8.363e-12,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.61 [1.44-1.80],4.261e-11,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.61 [1.42-1.82],6.326e-09,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.59 [1.42-1.79],1.668e-09,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.59 [1.40-1.79],5.105e-08,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.42 [1.25-1.61],0.016,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.38 [1.22-1.57],0.048,*,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-FC%,0.75 [0.67-0.83],0.044,*,Free Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-CE%,0.74 [0.66-0.82],0.003,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
LA%,0.73 [0.65-0.82],0.022,*,Linoleic Acid to Total-Fatty Acids percentage
M-HDL-FC%,0.73 [0.65-0.82],0.019,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-CE%,0.73 [0.65-0.82],0.018,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XS-VLDL-C%,0.71 [0.64-0.79],1.551e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
VLDL-C,0.71 [0.62-0.81],0.034,*,VLDL Cholesterol
XS-VLDL-CE%,0.71 [0.64-0.79],3.871e-05,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Phosphoglyc,0.70 [0.62-0.79],0.007,**,Phosphoglycerides
S-HDL-L,0.70 [0.61-0.79],0.005,**,Total-Lipids in Small HDL
M-VLDL-L,0.69 [0.61-0.79],0.009,**,Total-Lipids in Medium VLDL
S-VLDL-FC%,0.69 [0.62-0.78],7.193e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-HDL-FC,0.69 [0.60-0.79],0.006,**,Free Cholesterol in Small HDL
VLDL-CE,0.69 [0.60-0.79],0.007,**,Cholesteryl Esters in VLDL
L-LDL-CE%,0.69 [0.62-0.77],9.589e-06,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XS-VLDL-CE,0.69 [0.60-0.79],0.028,*,Cholesteryl Esters in Very Small VLDL
PC,0.68 [0.60-0.78],0.001,**,Phosphatidylcholines
S-VLDL-PL%,0.68 [0.60-0.77],1.162e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
PUFA,0.68 [0.60-0.77],1.280e-04,***,Polyunsaturated Fatty Acids
Cholines,0.67 [0.59-0.76],1.654e-04,***,Total-Cholines
M-VLDL-P,0.67 [0.58-0.77],0.005,**,Concentration of Medium VLDL Particles
M-VLDL-PL,0.67 [0.59-0.77],0.002,**,Phospholipids in Medium VLDL
Total-L,0.67 [0.59-0.75],1.706e-06,***,Total-Lipids in Lipoprotein Particles
Total-PL,0.67 [0.59-0.75],1.815e-05,***,Total-Phospholipids in Lipoprotein Particles
HDL-P,0.66 [0.57-0.77],0.005,**,Concentration of HDL Particles
S-LDL-P,0.66 [0.58-0.76],7.901e-04,***,Concentration of Small LDL Particles
S-VLDL-FC,0.66 [0.57-0.76],7.267e-04,***,Free Cholesterol in Small VLDL
S-LDL-PL,0.66 [0.57-0.75],9.802e-05,***,Phospholipids in Small LDL
M-LDL-C%,0.65 [0.59-0.72],2.442e-12,***,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6,0.65 [0.58-0.74],3.249e-06,***,Omega-6 Fatty Acids
L-LDL-P,0.65 [0.57-0.75],4.402e-04,***,Concentration of Large LDL Particles
ApoB,0.65 [0.57-0.74],1.158e-05,***,Apolipoprotein B
M-VLDL-FC,0.65 [0.56-0.75],1.901e-04,***,Free Cholesterol in Medium VLDL
IDL-C%,0.65 [0.59-0.72],1.568e-12,***,Cholesterol to Total-Lipids in IDL percentage
Remnant-C,0.65 [0.57-0.73],6.618e-07,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
SM,0.65 [0.57-0.74],4.298e-05,***,Sphingomyelins
LA,0.64 [0.57-0.73],1.938e-07,***,Linoleic Acid
LDL-P,0.64 [0.56-0.74],8.263e-05,***,Concentration of LDL Particles
IDL-PL,0.64 [0.56-0.74],3.739e-05,***,Phospholipids in IDL
S-HDL-C,0.64 [0.56-0.73],1.328e-06,***,Cholesterol in Small HDL
S-LDL-L,0.64 [0.56-0.73],3.428e-06,***,Total-Lipids in Small LDL
M-LDL-P,0.63 [0.55-0.73],2.458e-05,***,Concentration of Medium LDL Particles
Total-P,0.63 [0.55-0.73],5.249e-05,***,Total-Concentration of Lipoprotein Particles
L-LDL-C%,0.63 [0.57-0.70],1.274e-13,***,Cholesterol to Total-Lipids in Large LDL percentage
Non-HDL-C,0.63 [0.56-0.71],3.651e-09,***,Total-Cholesterol Minus HDL-C
IDL-L,0.63 [0.56-0.71],1.214e-07,***,Total-Lipids in IDL
S-LDL-C%,0.63 [0.57-0.70],9.671e-14,***,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE,0.63 [0.55-0.72],2.642e-06,***,Cholesteryl Esters in Small LDL
S-HDL-CE,0.63 [0.55-0.72],5.025e-07,***,Cholesteryl Esters in Small HDL
LDL-L,0.63 [0.56-0.71],3.830e-09,***,Total-Lipids in LDL
S-HDL-P,0.63 [0.55-0.72],1.248e-06,***,Concentration of Small HDL Particles
M-LDL-L,0.63 [0.55-0.71],9.890e-08,***,Total-Lipids in Medium LDL
