Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.35 [1.32-1.39],1.952e-94,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.35 [1.31-1.39],7.555e-82,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.35 [1.30-1.39],8.994e-68,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.34 [1.30-1.38],1.174e-65,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-TG%,1.32 [1.29-1.36],1.337e-82,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.31 [1.27-1.34],2.462e-74,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-VLDL-TG%,1.28 [1.23-1.34],6.862e-30,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-PL%,1.28 [1.25-1.32],1.432e-65,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.28 [1.24-1.32],1.471e-54,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.25 [1.21-1.28],2.782e-43,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,1.21 [1.18-1.24],9.268e-34,***,Triglycerides to Total-Lipids in Small LDL percentage
S-LDL-PL%,1.20 [1.17-1.24],4.511e-27,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.18 [1.15-1.22],1.353e-24,***,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-PL%,1.16 [1.11-1.20],5.910e-10,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG%,1.15 [1.11-1.19],2.320e-10,***,Triglycerides to Total-Lipids in Large VLDL percentage
XL-HDL-FC%,1.15 [1.11-1.18],1.087e-11,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-PL%,1.13 [1.10-1.17],3.065e-09,***,Phospholipids to Total-Lipids in Medium LDL percentage
MUFA%,1.12 [1.09-1.15],2.965e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL%,1.11 [1.07-1.14],1.276e-05,***,Phospholipids to Total-Lipids in Small HDL percentage
Creatinine,1.09 [1.05-1.12],0.018,*,Creatinine
Omega-6%,0.93 [0.90-0.95],0.019,*,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,0.92 [0.90-0.95],0.018,*,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-VLDL-L,0.92 [0.89-0.95],0.036,*,Total-Lipids in Very Large VLDL
L-LDL-TG,0.92 [0.89-0.95],0.017,*,Triglycerides in Large LDL
L-VLDL-TG,0.92 [0.89-0.95],0.008,**,Triglycerides in Large VLDL
PUFA/MUFA,0.92 [0.89-0.94],0.002,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA,0.92 [0.89-0.95],0.011,*,Docosahexaenoic Acid
M-HDL-PL,0.92 [0.89-0.95],0.015,*,Phospholipids in Medium HDL
XXL-VLDL-CE,0.91 [0.89-0.94],6.375e-04,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-LDL-FC%,0.91 [0.89-0.93],5.887e-07,***,Free Cholesterol to Total-Lipids in Small LDL percentage
MUFA,0.91 [0.88-0.93],7.958e-06,***,Monounsaturated Fatty Acids
XL-HDL-TG,0.91 [0.88-0.93],4.711e-05,***,Triglycerides in Very Large HDL
M-HDL-C%,0.91 [0.88-0.93],8.199e-06,***,Cholesterol to Total-Lipids in Medium HDL percentage
XL-VLDL-PL,0.91 [0.88-0.93],6.257e-05,***,Phospholipids in Very Large VLDL
XXL-VLDL-C%,0.90 [0.87-0.93],3.325e-04,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-PL,0.90 [0.88-0.93],1.945e-05,***,Phospholipids in Large VLDL
L-VLDL-P,0.90 [0.87-0.93],7.089e-06,***,Concentration of Large VLDL Particles
S-HDL-C%,0.90 [0.87-0.92],2.132e-08,***,Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-L,0.90 [0.87-0.93],8.606e-06,***,Total-Lipids in Medium HDL
LDL-size,0.90 [0.87-0.92],6.442e-09,***,Average Diameter for LDL Particles
S-HDL-PL,0.89 [0.87-0.92],5.689e-08,***,Phospholipids in Small HDL
M-LDL-FC%,0.89 [0.87-0.92],6.902e-11,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-L,0.89 [0.86-0.92],4.121e-08,***,Total-Lipids in Large VLDL
XL-VLDL-FC,0.89 [0.86-0.92],1.469e-08,***,Free Cholesterol in Very Large VLDL
M-HDL-CE,0.89 [0.86-0.92],9.729e-07,***,Cholesteryl Esters in Medium HDL
M-VLDL-TG,0.89 [0.86-0.91],2.225e-09,***,Triglycerides in Medium VLDL
L-VLDL-FC,0.88 [0.85-0.91],5.299e-10,***,Free Cholesterol in Large VLDL
XL-HDL-CE%,0.88 [0.86-0.90],1.390e-17,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-C,0.88 [0.85-0.91],1.227e-08,***,Cholesterol in Medium HDL
S-HDL-L,0.88 [0.85-0.90],1.001e-12,***,Total-Lipids in Small HDL
M-HDL-P,0.87 [0.84-0.90],2.373e-09,***,Concentration of Medium HDL Particles
L-HDL-CE%,0.87 [0.85-0.89],6.582e-22,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-FC%,0.87 [0.85-0.89],2.268e-19,***,Free Cholesterol to Total-Lipids in IDL percentage
HDL-size,0.87 [0.84-0.90],1.340e-06,***,Average Diameter for HDL Particles
HDL-PL,0.86 [0.83-0.89],3.661e-12,***,Phospholipids in HDL
L-LDL-CE%,0.86 [0.84-0.88],2.869e-20,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XXL-VLDL-CE%,0.86 [0.83-0.89],4.854e-14,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-CE,0.86 [0.83-0.88],2.049e-18,***,Cholesteryl Esters in Small HDL
L-HDL-PL,0.85 [0.82-0.89],7.285e-09,***,Phospholipids in Large HDL
L-VLDL-C%,0.85 [0.82-0.87],1.064e-19,***,Cholesterol to Total-Lipids in Large VLDL percentage
S-VLDL-P,0.85 [0.82-0.87],2.500e-20,***,Concentration of Small VLDL Particles
S-HDL-C,0.85 [0.82-0.87],1.136e-22,***,Cholesterol in Small HDL
VLDL-L,0.85 [0.82-0.87],6.151e-23,***,Total-Lipids in VLDL
L-HDL-C%,0.85 [0.82-0.87],5.320e-35,***,Cholesterol to Total-Lipids in Large HDL percentage
SFA,0.85 [0.82-0.87],3.642e-26,***,Saturated Fatty Acids
M-HDL-FC,0.84 [0.81-0.87],1.051e-15,***,Free Cholesterol in Medium HDL
L-VLDL-C,0.84 [0.82-0.87],1.468e-21,***,Cholesterol in Large VLDL
M-LDL-CE%,0.84 [0.82-0.87],1.742e-24,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XL-VLDL-C,0.84 [0.81-0.87],4.035e-22,***,Cholesterol in Very Large VLDL
XS-VLDL-FC%,0.84 [0.82-0.86],3.175e-40,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-HDL-P,0.84 [0.81-0.86],1.520e-24,***,Concentration of Small HDL Particles
ApoA1,0.84 [0.81-0.87],3.453e-20,***,Apolipoprotein A1
HDL-L,0.83 [0.81-0.86],4.965e-20,***,Total-Lipids in HDL
Total-FA,0.83 [0.81-0.85],5.498e-33,***,Total-Fatty Acids
S-HDL-FC,0.83 [0.80-0.86],4.159e-28,***,Free Cholesterol in Small HDL
L-VLDL-CE%,0.83 [0.80-0.85],1.053e-27,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
