Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.50 [1.35-1.67],1.795e-08,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.43 [1.28-1.59],1.701e-05,***,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.42 [1.28-1.57],4.060e-06,***,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-TG%,1.41 [1.25-1.59],0.003,**,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.40 [1.24-1.58],0.005,**,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-TG%,1.40 [1.27-1.55],6.622e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-PL%,1.40 [1.26-1.56],1.973e-04,***,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.38 [1.25-1.52],6.401e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.35 [1.21-1.51],0.011,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-CE%,0.78 [0.72-0.85],6.407e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,0.78 [0.70-0.85],0.049,*,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.77 [0.69-0.85],0.036,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-VLDL-C%,0.76 [0.69-0.83],3.951e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
Total-FA,0.75 [0.68-0.83],0.009,**,Total-Fatty Acids
S-VLDL-C%,0.74 [0.67-0.82],0.001,**,Cholesterol to Total-Lipids in Small VLDL percentage
LA%,0.74 [0.67-0.82],0.001,**,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-PL,0.74 [0.66-0.83],0.023,*,Phospholipids in Small HDL
S-VLDL-L,0.73 [0.65-0.82],0.026,*,Total-Lipids in Small VLDL
XS-VLDL-C%,0.73 [0.67-0.80],1.011e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-FC%,0.73 [0.66-0.80],2.183e-05,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-CE,0.73 [0.64-0.82],0.031,*,Cholesteryl Esters in Very Large VLDL
XS-VLDL-CE%,0.72 [0.66-0.80],2.125e-06,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-LDL-C%,0.72 [0.66-0.79],2.607e-07,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-CE%,0.72 [0.65-0.79],4.098e-05,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-L,0.72 [0.64-0.80],5.663e-04,***,Total-Lipids in Small HDL
S-VLDL-FC%,0.72 [0.65-0.79],1.130e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
VLDL-FC,0.72 [0.64-0.80],0.003,**,Free Cholesterol in VLDL
VLDL-P,0.71 [0.63-0.80],0.005,**,Concentration of VLDL Particles
ApoA1,0.71 [0.63-0.81],0.018,*,Apolipoprotein A1
M-HDL-FC%,0.71 [0.65-0.79],8.157e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-C%,0.71 [0.65-0.78],1.240e-08,***,Cholesterol to Total-Lipids in IDL percentage
S-VLDL-PL%,0.71 [0.64-0.79],5.530e-05,***,Phospholipids to Total-Lipids in Small VLDL percentage
M-VLDL-PL%,0.70 [0.64-0.77],8.406e-08,***,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-L,0.70 [0.63-0.79],1.418e-04,***,Total-Lipids in Medium VLDL
L-LDL-C%,0.70 [0.64-0.77],1.706e-09,***,Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-CE,0.70 [0.62-0.78],4.353e-05,***,Cholesteryl Esters in Small HDL
XS-VLDL-L,0.69 [0.61-0.78],2.077e-04,***,Total-Lipids in Very Small VLDL
IDL-CE%,0.69 [0.63-0.75],1.521e-10,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-C,0.68 [0.61-0.76],3.157e-06,***,Cholesterol in Small HDL
VLDL-C,0.68 [0.61-0.76],1.947e-06,***,VLDL Cholesterol
XS-VLDL-P,0.68 [0.60-0.76],9.770e-05,***,Concentration of Very Small VLDL Particles
XS-VLDL-FC,0.67 [0.60-0.76],7.677e-05,***,Free Cholesterol in Very Small VLDL
S-HDL-P,0.67 [0.60-0.75],1.148e-06,***,Concentration of Small HDL Particles
S-VLDL-PL,0.67 [0.60-0.76],9.857e-06,***,Phospholipids in Small VLDL
S-VLDL-CE,0.67 [0.59-0.76],2.274e-05,***,Cholesteryl Esters in Small VLDL
M-VLDL-P,0.67 [0.59-0.76],1.083e-05,***,Concentration of Medium VLDL Particles
HDL-FC,0.67 [0.58-0.77],0.011,*,Free Cholesterol in HDL
S-HDL-FC,0.67 [0.60-0.75],6.349e-07,***,Free Cholesterol in Small HDL
HDL-P,0.67 [0.59-0.75],3.126e-05,***,Concentration of HDL Particles
S-LDL-C%,0.66 [0.61-0.73],1.688e-13,***,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-PL,0.66 [0.59-0.74],3.499e-07,***,Phospholipids in Small LDL
Phosphoglyc,0.66 [0.59-0.74],2.705e-08,***,Phosphoglycerides
M-VLDL-PL,0.66 [0.59-0.74],9.375e-07,***,Phospholipids in Medium VLDL
PUFA,0.66 [0.59-0.73],2.971e-09,***,Polyunsaturated Fatty Acids
S-VLDL-C,0.66 [0.58-0.74],1.357e-06,***,Cholesterol in Small VLDL
VLDL-CE,0.65 [0.58-0.73],5.291e-08,***,Cholesteryl Esters in VLDL
Total-L,0.65 [0.59-0.72],9.497e-12,***,Total-Lipids in Lipoprotein Particles
Omega-6,0.65 [0.58-0.72],1.389e-10,***,Omega-6 Fatty Acids
S-LDL-P,0.64 [0.57-0.73],8.373e-08,***,Concentration of Small LDL Particles
SM,0.64 [0.57-0.72],3.047e-08,***,Sphingomyelins
M-VLDL-FC,0.64 [0.57-0.72],7.534e-08,***,Free Cholesterol in Medium VLDL
Cholines,0.64 [0.57-0.71],1.729e-10,***,Total-Cholines
S-LDL-L,0.64 [0.57-0.72],1.536e-09,***,Total-Lipids in Small LDL
Total-PL,0.64 [0.57-0.71],2.679e-11,***,Total-Phospholipids in Lipoprotein Particles
S-VLDL-FC,0.64 [0.57-0.72],4.638e-08,***,Free Cholesterol in Small VLDL
PC,0.64 [0.57-0.71],4.442e-10,***,Phosphatidylcholines
M-LDL-P,0.64 [0.57-0.72],2.040e-08,***,Concentration of Medium LDL Particles
Total-P,0.63 [0.56-0.71],3.516e-08,***,Total-Concentration of Lipoprotein Particles
S-LDL-FC,0.63 [0.56-0.71],4.612e-10,***,Free Cholesterol in Small LDL
XS-VLDL-C,0.63 [0.56-0.71],3.498e-08,***,Cholesterol in Very Small VLDL
ApoB,0.63 [0.56-0.70],7.544e-11,***,Apolipoprotein B
M-LDL-CE,0.63 [0.56-0.70],8.990e-11,***,Cholesteryl Esters in Medium LDL
S-LDL-CE,0.63 [0.56-0.70],4.536e-10,***,Cholesteryl Esters in Small LDL
LA,0.63 [0.57-0.70],5.158e-13,***,Linoleic Acid
M-LDL-L,0.63 [0.56-0.70],9.152e-12,***,Total-Lipids in Medium LDL
L-LDL-P,0.62 [0.55-0.70],3.791e-09,***,Concentration of Large LDL Particles
LDL-P,0.62 [0.55-0.70],1.835e-09,***,Concentration of LDL Particles
S-LDL-C,0.62 [0.55-0.70],5.711e-11,***,Cholesterol in Small LDL
M-VLDL-C,0.62 [0.55-0.70],4.059e-10,***,Cholesterol in Medium VLDL
Remnant-C,0.62 [0.56-0.69],3.229e-13,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-L,0.62 [0.56-0.69],1.436e-14,***,Total-Lipids in LDL
M-LDL-C,0.62 [0.55-0.69],3.558e-12,***,Cholesterol in Medium LDL
Non-HDL-C,0.62 [0.56-0.68],3.723e-15,***,Total-Cholesterol Minus HDL-C
M-VLDL-CE,0.62 [0.55-0.70],3.437e-10,***,Cholesteryl Esters in Medium VLDL
M-LDL-PL,0.62 [0.55-0.69],2.443e-11,***,Phospholipids in Medium LDL
Clinical LDL-C,0.62 [0.56-0.68],7.112e-16,***,Clinical LDL Cholesterol
LDL-CE,0.61 [0.55-0.68],2.837e-14,***,Cholesteryl Esters in LDL
XS-VLDL-CE,0.61 [0.54-0.69],3.349e-09,***,Cholesteryl Esters in Very Small VLDL
LDL-C,0.61 [0.55-0.68],4.497e-15,***,LDL Cholesterol
