Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,2.29 [1.80-2.92],2.368e-06,***,Glycine
S-LDL-PL%,2.01 [1.68-2.42],1.294e-08,***,Phospholipids to Total-Lipids in Small LDL percentage
Glu,1.97 [1.65-2.36],1.147e-08,***,Glucose
Glu-lactate,1.95 [1.66-2.28],4.028e-11,***,Glucose-lactate
IDL-PL%,1.94 [1.60-2.34],2.007e-06,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.77 [1.46-2.15],0.001,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
Sc-ala,1.75 [1.47-2.09],1.506e-04,***,Spectrometer-corrected alanine
IDL-TG%,1.72 [1.43-2.07],0.001,**,Triglycerides to Total-Lipids in IDL percentage
Ala,1.67 [1.39-2.00],0.009,**,Alanine
M-LDL-TG%,1.62 [1.36-1.94],0.022,*,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.62 [1.35-1.94],0.037,*,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-FC%,0.65 [0.55-0.77],0.042,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-PL%,0.64 [0.55-0.74],0.001,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
XS-VLDL-C%,0.63 [0.53-0.74],0.002,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-FC%,0.62 [0.52-0.74],0.012,*,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-CE%,0.62 [0.53-0.72],3.049e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-VLDL-PL%,0.60 [0.50-0.73],0.050,*,Phospholipids to Total-Lipids in Small VLDL percentage
M-LDL-C%,0.60 [0.52-0.69],1.102e-06,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.60 [0.51-0.70],1.368e-05,***,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-C%,0.59 [0.51-0.69],6.988e-07,***,Cholesterol to Total-Lipids in IDL percentage
S-HDL-L,0.58 [0.47-0.71],0.018,*,Total-Lipids in Small HDL
IDL-CE%,0.57 [0.49-0.66],2.150e-08,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-C,0.57 [0.46-0.69],0.008,**,Cholesterol in Small HDL
S-HDL-FC,0.54 [0.44-0.67],0.002,**,Free Cholesterol in Small HDL
S-LDL-C%,0.54 [0.46-0.62],7.176e-11,***,Cholesterol to Total-Lipids in Small LDL percentage
Total-P,0.53 [0.42-0.67],0.012,*,Total-Concentration of Lipoprotein Particles
S-HDL-P,0.53 [0.43-0.66],8.494e-04,***,Concentration of Small HDL Particles
Tyr,0.53 [0.42-0.67],0.034,*,Tyrosine
XL-VLDL-FC,0.53 [0.41-0.67],0.037,*,Free Cholesterol in Very Large VLDL
ApoB/ApoA1,0.53 [0.42-0.65],0.001,**,Apolipoprotein B to Apolipoprotein A1 ratio
Total-FA,0.53 [0.44-0.63],4.827e-06,***,Total-Fatty Acids
L-VLDL-FC,0.53 [0.41-0.67],0.026,*,Free Cholesterol in Large VLDL
LA,0.52 [0.43-0.63],6.410e-06,***,Linoleic Acid
S-VLDL-P,0.52 [0.41-0.66],0.014,*,Concentration of Small VLDL Particles
SFA,0.52 [0.42-0.63],4.394e-06,***,Saturated Fatty Acids
Phosphoglyc,0.52 [0.42-0.63],6.879e-06,***,Phosphoglycerides
VLDL-L,0.51 [0.42-0.63],4.094e-05,***,Total-Lipids in VLDL
M-LDL-CE%,0.51 [0.43-0.61],1.036e-07,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
PC,0.51 [0.42-0.63],1.410e-05,***,Phosphatidylcholines
S-VLDL-L,0.50 [0.40-0.63],3.681e-04,***,Total-Lipids in Small VLDL
Cholines,0.50 [0.41-0.60],4.729e-07,***,Total-Cholines
Omega-6,0.49 [0.40-0.60],2.155e-07,***,Omega-6 Fatty Acids
S-LDL-CE%,0.49 [0.42-0.58],1.231e-11,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
PUFA,0.49 [0.40-0.60],2.149e-07,***,Polyunsaturated Fatty Acids
L-VLDL-C,0.49 [0.39-0.62],0.001,**,Cholesterol in Large VLDL
XS-VLDL-PL,0.49 [0.39-0.63],0.002,**,Phospholipids in Very Small VLDL
VLDL-PL,0.47 [0.38-0.59],8.793e-06,***,Phospholipids in VLDL
Total-PL,0.47 [0.39-0.57],2.255e-09,***,Total-Phospholipids in Lipoprotein Particles
Total-L,0.47 [0.39-0.56],1.110e-11,***,Total-Lipids in Lipoprotein Particles
L-VLDL-CE,0.46 [0.36-0.59],1.556e-04,***,Cholesteryl Esters in Large VLDL
XL-VLDL-C,0.46 [0.36-0.59],1.474e-04,***,Cholesterol in Very Large VLDL
XS-VLDL-L,0.46 [0.36-0.58],1.498e-05,***,Total-Lipids in Very Small VLDL
M-VLDL-L,0.46 [0.37-0.57],3.660e-07,***,Total-Lipids in Medium VLDL
SM,0.45 [0.36-0.56],1.549e-07,***,Sphingomyelins
Total-C,0.44 [0.37-0.53],5.849e-13,***,Total-Cholesterol
Total-CE,0.44 [0.37-0.53],1.232e-12,***,Total-Esterified Cholesterol
VLDL-P,0.44 [0.34-0.56],1.007e-05,***,Concentration of VLDL Particles
S-LDL-FC,0.44 [0.35-0.55],6.961e-08,***,Free Cholesterol in Small LDL
XS-VLDL-FC,0.44 [0.34-0.56],1.986e-05,***,Free Cholesterol in Very Small VLDL
S-LDL-PL,0.44 [0.35-0.55],9.972e-08,***,Phospholipids in Small LDL
LDL-L,0.43 [0.36-0.53],1.027e-12,***,Total-Lipids in LDL
Clinical LDL-C,0.43 [0.36-0.52],8.497e-14,***,Clinical LDL Cholesterol
VLDL-FC,0.43 [0.34-0.55],3.937e-07,***,Free Cholesterol in VLDL
LDL-C,0.43 [0.35-0.52],1.566e-12,***,LDL Cholesterol
S-VLDL-PL,0.43 [0.34-0.55],1.203e-06,***,Phospholipids in Small VLDL
L-LDL-L,0.43 [0.35-0.52],3.899e-12,***,Total-Lipids in Large LDL
L-LDL-C,0.42 [0.35-0.52],1.366e-11,***,Cholesterol in Large LDL
Non-HDL-C,0.42 [0.35-0.51],3.416e-14,***,Total-Cholesterol Minus HDL-C
LDL-CE,0.42 [0.35-0.52],2.740e-12,***,Cholesteryl Esters in LDL
L-LDL-CE,0.42 [0.34-0.52],4.468e-11,***,Cholesteryl Esters in Large LDL
XS-VLDL-P,0.42 [0.33-0.54],4.041e-06,***,Concentration of Very Small VLDL Particles
XL-VLDL-CE,0.42 [0.32-0.54],1.821e-06,***,Cholesteryl Esters in Very Large VLDL
VLDL-C,0.41 [0.33-0.52],9.181e-10,***,VLDL Cholesterol
Total-FC,0.41 [0.34-0.51],2.432e-12,***,Total-Free Cholesterol
S-VLDL-CE,0.41 [0.32-0.53],8.147e-07,***,Cholesteryl Esters in Small VLDL
L-LDL-P,0.41 [0.32-0.52],3.464e-07,***,Concentration of Large LDL Particles
S-VLDL-C,0.41 [0.32-0.52],1.561e-07,***,Cholesterol in Small VLDL
M-VLDL-PL,0.40 [0.32-0.51],2.278e-08,***,Phospholipids in Medium VLDL
LDL-FC,0.40 [0.32-0.50],6.660e-11,***,Free Cholesterol in LDL
M-LDL-L,0.40 [0.33-0.50],4.717e-12,***,Total-Lipids in Medium LDL
XS-VLDL-C,0.40 [0.31-0.51],6.747e-08,***,Cholesterol in Very Small VLDL
IDL-L,0.40 [0.32-0.49],8.526e-13,***,Total-Lipids in IDL
M-VLDL-P,0.40 [0.31-0.51],1.321e-07,***,Concentration of Medium VLDL Particles
ApoB,0.40 [0.32-0.50],3.160e-11,***,Apolipoprotein B
S-LDL-L,0.40 [0.32-0.50],1.807e-10,***,Total-Lipids in Small LDL
M-VLDL-CE,0.40 [0.31-0.51],1.726e-08,***,Cholesteryl Esters in Medium VLDL
Remnant-C,0.40 [0.32-0.49],6.856e-14,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-VLDL-FC,0.40 [0.31-0.51],5.378e-08,***,Free Cholesterol in Small VLDL
M-LDL-FC,0.40 [0.32-0.50],4.372e-10,***,Free Cholesterol in Medium LDL
M-LDL-C,0.39 [0.32-0.49],3.108e-12,***,Cholesterol in Medium LDL
LDL-PL,0.39 [0.31-0.48],2.071e-12,***,Phospholipids in LDL
VLDL-CE,0.39 [0.31-0.49],2.692e-10,***,Cholesteryl Esters in VLDL
M-VLDL-FC,0.39 [0.30-0.50],1.416e-08,***,Free Cholesterol in Medium VLDL
IDL-C,0.39 [0.31-0.48],6.768e-13,***,Cholesterol in IDL
L-LDL-FC,0.39 [0.31-0.48],5.036e-11,***,Free Cholesterol in Large LDL
M-VLDL-C,0.38 [0.30-0.49],1.814e-09,***,Cholesterol in Medium VLDL
M-LDL-PL,0.38 [0.31-0.48],3.537e-11,***,Phospholipids in Medium LDL
M-LDL-CE,0.38 [0.31-0.48],4.619e-12,***,Cholesteryl Esters in Medium LDL
XS-VLDL-CE,0.38 [0.30-0.49],1.798e-08,***,Cholesteryl Esters in Very Small VLDL
IDL-PL,0.38 [0.30-0.48],2.511e-10,***,Phospholipids in IDL
LDL-P,0.38 [0.30-0.49],3.538e-09,***,Concentration of LDL Particles
S-LDL-C,0.38 [0.30-0.48],2.249e-11,***,Cholesterol in Small LDL
IDL-CE,0.38 [0.30-0.47],5.008e-13,***,Cholesteryl Esters in IDL
IDL-FC,0.37 [0.30-0.48],1.612e-10,***,Free Cholesterol in IDL
L-LDL-PL,0.37 [0.30-0.47],1.063e-12,***,Phospholipids in Large LDL
S-LDL-CE,0.37 [0.29-0.46],1.602e-11,***,Cholesteryl Esters in Small LDL
S-LDL-P,0.36 [0.28-0.46],2.799e-10,***,Concentration of Small LDL Particles
M-LDL-P,0.35 [0.27-0.45],4.692e-11,***,Concentration of Medium LDL Particles
IDL-P,0.32 [0.24-0.41],5.367e-12,***,Concentration of IDL Particles
