Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,1.79 [1.63-1.96],4.187e-30,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.73 [1.58-1.89],1.106e-27,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,1.69 [1.56-1.84],1.539e-31,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.66 [1.54-1.79],3.637e-35,***,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.61 [1.43-1.81],4.585e-10,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,1.61 [1.49-1.73],2.435e-32,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.59 [1.48-1.71],1.543e-30,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-PL%,1.57 [1.45-1.70],2.729e-23,***,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-PL%,1.45 [1.33-1.60],4.516e-10,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-PL%,1.42 [1.31-1.54],7.132e-13,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.39 [1.29-1.50],6.096e-12,***,Triglycerides to Total-Lipids in Small LDL percentage
S-LDL-PL%,1.37 [1.26-1.48],3.482e-09,***,Phospholipids to Total-Lipids in Small LDL percentage
L-VLDL-TG%,1.33 [1.22-1.46],2.454e-04,***,Triglycerides to Total-Lipids in Large VLDL percentage
L-HDL-PL%,1.29 [1.20-1.39],9.699e-07,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-PL%,1.27 [1.17-1.38],0.004,**,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-L,0.80 [0.74-0.87],0.016,*,Total-Lipids in Small HDL
M-LDL-TG,0.79 [0.72-0.86],0.016,*,Triglycerides in Medium LDL
MUFA,0.79 [0.73-0.85],0.001,**,Monounsaturated Fatty Acids
S-HDL-CE,0.78 [0.72-0.85],0.001,**,Cholesteryl Esters in Small HDL
L-LDL-CE%,0.78 [0.73-0.84],2.219e-05,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-TG,0.78 [0.72-0.85],0.001,**,Total-Triglycerides
HDL-P,0.78 [0.71-0.85],0.014,*,Concentration of HDL Particles
LDL-TG,0.78 [0.71-0.85],0.002,**,Triglycerides in LDL
VLDL-TG,0.78 [0.71-0.84],7.356e-04,***,Triglycerides in VLDL
L-HDL-FC%,0.77 [0.73-0.82],4.737e-12,***,Free Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-TG,0.77 [0.71-0.84],0.001,**,Triglycerides in Large LDL
XXL-VLDL-CE,0.76 [0.70-0.83],4.063e-04,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-HDL-C,0.76 [0.70-0.83],1.428e-05,***,Cholesterol in Small HDL
HDL-FC,0.75 [0.68-0.84],0.023,*,Free Cholesterol in HDL
XL-VLDL-P,0.75 [0.69-0.82],8.074e-05,***,Concentration of Very Large VLDL Particles
L-VLDL-TG,0.75 [0.68-0.82],1.183e-05,***,Triglycerides in Large VLDL
L-VLDL-C%,0.75 [0.69-0.81],3.439e-06,***,Cholesterol to Total-Lipids in Large VLDL percentage
XL-VLDL-L,0.74 [0.68-0.81],8.930e-06,***,Total-Lipids in Very Large VLDL
L-VLDL-CE%,0.74 [0.68-0.80],2.137e-07,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-HDL-P,0.74 [0.68-0.80],1.462e-07,***,Concentration of Small HDL Particles
XS-VLDL-FC%,0.73 [0.69-0.78],7.483e-18,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-CE%,0.73 [0.69-0.77],7.454e-26,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XL-VLDL-CE%,0.73 [0.66-0.79],5.076e-07,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-HDL-FC%,0.72 [0.67-0.78],4.404e-12,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-HDL-FC,0.72 [0.66-0.78],3.420e-09,***,Free Cholesterol in Small HDL
XL-VLDL-PL,0.72 [0.66-0.79],1.809e-07,***,Phospholipids in Very Large VLDL
XL-VLDL-FC%,0.72 [0.65-0.79],7.311e-07,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-PL,0.71 [0.65-0.78],2.589e-08,***,Phospholipids in Large VLDL
XL-HDL-CE,0.71 [0.63-0.81],0.020,*,Cholesteryl Esters in Very Large HDL
L-VLDL-P,0.71 [0.65-0.78],2.881e-08,***,Concentration of Large VLDL Particles
XL-VLDL-C%,0.71 [0.65-0.78],2.125e-07,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-PL%,0.71 [0.66-0.76],1.131e-18,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-VLDL-TG,0.71 [0.65-0.77],8.984e-10,***,Triglycerides in Medium VLDL
L-VLDL-L,0.70 [0.64-0.77],3.988e-10,***,Total-Lipids in Large VLDL
L-LDL-FC%,0.70 [0.65-0.75],4.751e-19,***,Free Cholesterol to Total-Lipids in Large LDL percentage
LA%,0.70 [0.65-0.75],3.406e-16,***,Linoleic Acid to Total-Fatty Acids percentage
Total-P,0.70 [0.64-0.76],9.821e-10,***,Total-Concentration of Lipoprotein Particles
SFA,0.70 [0.64-0.75],2.973e-14,***,Saturated Fatty Acids
XL-VLDL-FC,0.70 [0.64-0.76],7.636e-10,***,Free Cholesterol in Very Large VLDL
XL-HDL-C,0.70 [0.61-0.79],0.001,**,Cholesterol in Very Large HDL
