Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"107.926 [99.791,116.061]",1.715e-141,***,Creatinine
XL-HDL-FC%,"103.059 [94.850,111.269]",1.502e-126,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"72.714 [64.434,80.993]",1.286e-60,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-C%,"71.232 [63.269,79.195]",5.329e-63,***,Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-size,"69.387 [61.225,77.549]",1.351e-56,***,Average Diameter for VLDL Particles
XL-HDL-TG%,"61.863 [53.525,70.202]",2.508e-42,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,"59.788 [51.548,68.027]",2.437e-40,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,"51.572 [43.349,59.794]",2.893e-29,***,Triglycerides to Total-Lipids in Small HDL percentage
Leu,"51.199 [43.244,59.153]",5.249e-31,***,Leucine
M-HDL-PL%,"50.885 [42.323,59.447]",6.553e-26,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,"50.222 [41.934,58.509]",4.435e-27,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Total-BCAA,"48.338 [40.224,56.452]",4.718e-26,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
ApoB/ApoA1,"47.446 [39.325,55.567]",6.412e-25,***,Apolipoprotein B to Apolipoprotein A1 ratio
XL-VLDL-TG,"46.278 [37.958,54.599]",3.038e-22,***,Triglycerides in Very Large VLDL
Val,"45.477 [37.237,53.718]",7.666e-22,***,Valine
XL-VLDL-L,"45.299 [37.012,53.585]",2.299e-21,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,"45.017 [36.716,53.318]",5.754e-21,***,Concentration of Very Large VLDL Particles
L-VLDL-FC,"44.572 [36.359,52.786]",5.315e-21,***,Free Cholesterol in Large VLDL
L-VLDL-PL,"44.446 [36.206,52.686]",1.048e-20,***,Phospholipids in Large VLDL
L-VLDL-TG,"44.253 [36.054,52.451]",9.715e-21,***,Triglycerides in Large VLDL
XS-VLDL-TG%,"43.945 [35.616,52.274]",1.188e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-VLDL-L,"43.796 [35.608,51.984]",2.681e-20,***,Total-Lipids in Large VLDL
XL-VLDL-PL,"43.237 [34.945,51.530]",4.182e-19,***,Phospholipids in Very Large VLDL
L-VLDL-P,"43.080 [34.851,51.310]",2.731e-19,***,Concentration of Large VLDL Particles
