Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,"72.467 [65.781,79.153]",1.212e-94,***,Cholesteryl Esters in HDL
HDL-C,"71.982 [65.275,78.689]",9.826e-93,***,HDL Cholesterol
HDL-L,"65.882 [59.297,72.468]",3.770e-80,***,Total-Lipids in HDL
M-HDL-C,"65.535 [59.118,71.953]",1.179e-83,***,Cholesterol in Medium HDL
M-HDL-CE,"65.434 [59.037,71.832]",6.383e-84,***,Cholesteryl Esters in Medium HDL
ApoA1,"65.402 [58.975,71.829]",4.702e-83,***,Apolipoprotein A1
HDL-FC,"64.759 [58.062,71.455]",1.153e-74,***,Free Cholesterol in HDL
M-HDL-FC,"62.971 [56.506,69.436]",8.463e-76,***,Free Cholesterol in Medium HDL
M-HDL-P,"62.681 [56.299,69.064]",4.118e-77,***,Concentration of Medium HDL Particles
HDL-P,"62.590 [56.357,68.823]",9.010e-81,***,Concentration of HDL Particles
Total-P,"61.148 [54.937,67.359]",1.609e-77,***,Total-Concentration of Lipoprotein Particles
HDL-PL,"61.096 [54.587,67.606]",3.886e-70,***,Phospholipids in HDL
L-HDL-CE,"61.006 [54.068,67.943]",3.789e-61,***,Cholesteryl Esters in Large HDL
L-HDL-L,"60.575 [53.641,67.509]",2.628e-60,***,Total-Lipids in Large HDL
L-HDL-C,"60.522 [53.576,67.468]",5.668e-60,***,Cholesterol in Large HDL
M-HDL-FC%,"60.415 [53.761,67.070]",2.099e-65,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-P,"60.155 [53.251,67.059]",5.635e-60,***,Concentration of Large HDL Particles
M-HDL-L,"58.973 [52.652,65.295]",2.958e-69,***,Total-Lipids in Medium HDL
L-HDL-PL,"58.228 [51.370,65.085]",8.808e-57,***,Phospholipids in Large HDL
L-HDL-FC,"55.531 [48.646,62.417]",7.065e-51,***,Free Cholesterol in Large HDL
M-HDL-PL,"53.594 [47.331,59.857]",1.000e-57,***,Phospholipids in Medium HDL
IDL-CE%,"52.107 [46.075,58.139]",6.887e-59,***,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-CE%,"51.657 [45.365,57.950]",7.576e-53,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
