Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"0.247 [0.233,0.261]",4.260e-257,***,Creatinine
XL-HDL-FC,"0.195 [0.182,0.208]",2.006e-185,***,Free Cholesterol in Very Large HDL
XL-HDL-PL,"0.183 [0.169,0.197]",9.638e-147,***,Phospholipids in Very Large HDL
XL-HDL-L,"0.170 [0.157,0.184]",4.841e-126,***,Total-Lipids in Very Large HDL
XL-HDL-PL%,"0.158 [0.145,0.171]",1.550e-122,***,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-P,"0.156 [0.142,0.169]",1.562e-106,***,Concentration of Very Large HDL Particles
HDL-size,"0.151 [0.137,0.164]",4.480e-94,***,Average Diameter for HDL Particles
XL-HDL-C,"0.149 [0.135,0.163]",4.515e-96,***,Cholesterol in Very Large HDL
S-LDL-PL%,"0.148 [0.136,0.160]",1.245e-123,***,Phospholipids to Total-Lipids in Small LDL percentage
Acetate,"0.135 [0.123,0.146]",1.555e-103,***,Acetate
XL-HDL-CE,"0.132 [0.118,0.146]",4.462e-73,***,Cholesteryl Esters in Very Large HDL
Gly,"0.125 [0.113,0.138]",1.094e-77,***,Glycine
Gln,"0.109 [0.097,0.121]",4.896e-65,***,Glutamine
S-HDL-FC%,"0.105 [0.092,0.117]",2.002e-55,***,Free Cholesterol to Total-Lipids in Small HDL percentage
Leu,"0.099 [0.087,0.112]",5.401e-50,***,Leucine
SFA%,"0.099 [0.087,0.111]",4.704e-53,***,Saturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL%,"0.098 [0.085,0.110]",1.500e-49,***,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-FC%,"0.098 [0.085,0.110]",9.000e-46,***,Free Cholesterol to Total-Lipids in Large HDL percentage
PUFA/MUFA,"0.097 [0.084,0.109]",2.294e-43,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-FC,"0.090 [0.076,0.104]",6.663e-31,***,Free Cholesterol in Large HDL
Total-BCAA,"0.087 [0.074,0.099]",5.744e-37,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-HDL-PL%,"0.084 [0.071,0.097]",8.228e-32,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-TG,"0.084 [0.071,0.096]",4.894e-35,***,Triglycerides in Large HDL
Val,"0.078 [0.066,0.091]",5.728e-29,***,Valine
XXL-VLDL-TG%,"0.076 [0.064,0.088]",6.720e-30,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-P,"0.072 [0.058,0.086]",8.407e-19,***,Concentration of Large HDL Particles
Ile,"0.070 [0.058,0.082]",5.581e-24,***,Isoleucine
L-HDL-C,"0.069 [0.055,0.083]",1.382e-16,***,Cholesterol in Large HDL
M-LDL-TG%,"0.066 [0.054,0.078]",4.708e-21,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-CE,"0.065 [0.051,0.079]",2.260e-14,***,Cholesteryl Esters in Large HDL
His,"0.062 [0.051,0.074]",2.088e-19,***,Histidine
L-HDL-L,"0.062 [0.048,0.076]",1.895e-12,***,Total-Lipids in Large HDL
IDL-PL%,"0.061 [0.049,0.073]",1.426e-18,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-TG%,"0.060 [0.047,0.072]",1.361e-15,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,"0.054 [0.042,0.066]",1.978e-13,***,Triglycerides to Total-Lipids in Large VLDL percentage
Albumin,"0.054 [0.042,0.066]",1.087e-12,***,Albumin
Citrate,"0.054 [0.041,0.066]",1.723e-12,***,Citrate
L-HDL-PL,"0.053 [0.039,0.067]",1.595e-08,***,Phospholipids in Large HDL
XL-HDL-TG,"0.052 [0.040,0.064]",6.751e-12,***,Triglycerides in Very Large HDL
L-HDL-TG%,"0.050 [0.038,0.063]",1.802e-09,***,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-TG%,"0.050 [0.038,0.063]",3.427e-10,***,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-TG%,"0.045 [0.033,0.058]",5.267e-07,***,Triglycerides to Total-Lipids in Small HDL percentage
S-VLDL-TG%,"0.043 [0.030,0.055]",2.116e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
Tyr,"0.042 [0.030,0.054]",2.977e-06,***,Tyrosine
Phe,"0.040 [0.028,0.052]",8.304e-06,***,Phenylalanine
LA%,"0.039 [0.026,0.052]",4.485e-04,***,Linoleic Acid to Total-Fatty Acids percentage
XL-VLDL-FC%,"0.038 [0.026,0.051]",3.645e-04,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Acetone,"0.034 [0.022,0.046]",0.009,**,Acetone
ApoB/ApoA1,"-0.033 [-0.045,-0.021]",0.027,*,Apolipoprotein B to Apolipoprotein A1 ratio
XXL-VLDL-P,"-0.036 [-0.048,-0.023]",0.004,**,Concentration of Chylomicrons and Extremely Large VLDL Particles
IDL-FC%,"-0.037 [-0.049,-0.025]",2.831e-04,***,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,"-0.038 [-0.051,-0.026]",5.484e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-CE,"-0.038 [-0.050,-0.026]",3.191e-04,***,Cholesteryl Esters in Very Small VLDL
XXL-VLDL-L,"-0.038 [-0.051,-0.026]",3.624e-04,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
S-VLDL-FC%,"-0.040 [-0.052,-0.027]",9.255e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XL-HDL-FC%,"-0.041 [-0.055,-0.027]",0.002,**,Free Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-C%,"-0.042 [-0.054,-0.029]",5.792e-06,***,Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-TG,"-0.043 [-0.055,-0.030]",4.692e-06,***,Triglycerides in Very Large VLDL
XS-VLDL-C,"-0.043 [-0.055,-0.031]",1.273e-06,***,Cholesterol in Very Small VLDL
HDL-FC,"-0.044 [-0.057,-0.030]",6.578e-05,***,Free Cholesterol in HDL
Sc-ala,"-0.044 [-0.056,-0.032]",1.916e-07,***,Spectrometer-corrected alanine
XS-VLDL-FC%,"-0.045 [-0.057,-0.033]",5.726e-08,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG,"-0.047 [-0.059,-0.035]",8.568e-09,***,Triglycerides in Very Small VLDL
XS-VLDL-L,"-0.048 [-0.060,-0.036]",1.740e-09,***,Total-Lipids in Very Small VLDL
XS-VLDL-PL,"-0.048 [-0.060,-0.036]",1.139e-09,***,Phospholipids in Very Small VLDL
XXL-VLDL-PL,"-0.049 [-0.061,-0.036]",3.657e-09,***,Phospholipids in Chylomicrons and Extremely Large VLDL
M-LDL-C%,"-0.051 [-0.063,-0.039]",3.072e-11,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-TG,"-0.051 [-0.063,-0.039]",2.125e-11,***,Triglycerides in IDL
XS-VLDL-P,"-0.052 [-0.064,-0.040]",1.086e-11,***,Concentration of Very Small VLDL Particles
S-VLDL-PL%,"-0.054 [-0.066,-0.041]",6.278e-12,***,Phospholipids to Total-Lipids in Small VLDL percentage
L-HDL-PL%,"-0.054 [-0.067,-0.041]",9.970e-11,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-FC,"-0.055 [-0.068,-0.043]",6.587e-14,***,Free Cholesterol in Very Small VLDL
S-LDL-TG,"-0.057 [-0.070,-0.045]",6.707e-15,***,Triglycerides in Small LDL
L-VLDL-TG,"-0.058 [-0.070,-0.045]",1.404e-14,***,Triglycerides in Large VLDL
XL-VLDL-P,"-0.058 [-0.071,-0.046]",1.180e-14,***,Concentration of Very Large VLDL Particles
M-LDL-CE%,"-0.058 [-0.070,-0.046]",3.535e-16,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XXL-VLDL-FC,"-0.058 [-0.071,-0.046]",5.217e-15,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-PL,"-0.059 [-0.071,-0.046]",4.385e-15,***,Phospholipids in Very Large VLDL
XL-VLDL-L,"-0.060 [-0.072,-0.047]",2.095e-15,***,Total-Lipids in Very Large VLDL
Acetoacetate,"-0.061 [-0.073,-0.049]",4.413e-18,***,Acetoacetate
Total-TG,"-0.061 [-0.073,-0.049]",6.348e-17,***,Total-Triglycerides
VLDL-TG,"-0.062 [-0.075,-0.050]",1.646e-17,***,Triglycerides in VLDL
XL-VLDL-FC,"-0.065 [-0.077,-0.052]",2.710e-19,***,Free Cholesterol in Very Large VLDL
S-VLDL-TG,"-0.069 [-0.081,-0.057]",2.439e-23,***,Triglycerides in Small VLDL
L-VLDL-P,"-0.069 [-0.082,-0.057]",8.403e-23,***,Concentration of Large VLDL Particles
L-VLDL-PL%,"-0.070 [-0.083,-0.058]",2.540e-23,***,Phospholipids to Total-Lipids in Large VLDL percentage
DHA,"-0.071 [-0.083,-0.058]",5.670e-23,***,Docosahexaenoic Acid
L-VLDL-PL,"-0.072 [-0.084,-0.059]",1.828e-24,***,Phospholipids in Large VLDL
XL-HDL-TG%,"-0.072 [-0.085,-0.059]",1.209e-22,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG,"-0.072 [-0.085,-0.060]",8.269e-25,***,Triglycerides in Small HDL
L-VLDL-L,"-0.074 [-0.086,-0.061]",4.277e-26,***,Total-Lipids in Large VLDL
XXL-VLDL-C,"-0.074 [-0.086,-0.061]",5.147e-26,***,Cholesterol in Chylomicrons and Extremely Large VLDL
L-LDL-CE%,"-0.075 [-0.087,-0.063]",6.033e-30,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
LDL-TG,"-0.076 [-0.088,-0.064]",2.106e-29,***,Triglycerides in LDL
Unsaturation,"-0.076 [-0.089,-0.063]",1.316e-26,***,Degree of Unsaturation
Omega-3,"-0.076 [-0.089,-0.064]",7.409e-29,***,Omega-3 Fatty Acids
L-LDL-TG,"-0.076 [-0.089,-0.064]",6.163e-30,***,Triglycerides in Large LDL
M-LDL-TG,"-0.078 [-0.091,-0.066]",2.336e-31,***,Triglycerides in Medium LDL
IDL-P,"-0.079 [-0.091,-0.067]",1.073e-32,***,Concentration of IDL Particles
M-HDL-CE%,"-0.080 [-0.092,-0.067]",8.455e-31,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XXL-VLDL-C%,"-0.080 [-0.092,-0.067]",3.818e-32,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-C%,"-0.081 [-0.094,-0.068]",2.148e-30,***,Cholesterol to Total-Lipids in Medium HDL percentage
IDL-PL,"-0.082 [-0.094,-0.070]",8.811e-34,***,Phospholipids in IDL
VLDL-L,"-0.083 [-0.095,-0.071]",3.028e-35,***,Total-Lipids in VLDL
HDL-PL,"-0.083 [-0.096,-0.070]",1.653e-29,***,Phospholipids in HDL
LDL-size,"-0.083 [-0.095,-0.071]",4.060e-34,***,Average Diameter for LDL Particles
VLDL-size,"-0.083 [-0.096,-0.070]",3.965e-31,***,Average Diameter for VLDL Particles
XXL-VLDL-CE,"-0.084 [-0.096,-0.071]",1.463e-34,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-LDL-P,"-0.085 [-0.097,-0.074]",4.846e-40,***,Concentration of Small LDL Particles
HDL-L,"-0.086 [-0.099,-0.072]",9.837e-31,***,Total-Lipids in HDL
L-VLDL-FC,"-0.086 [-0.098,-0.073]",1.174e-36,***,Free Cholesterol in Large VLDL
IDL-L,"-0.086 [-0.098,-0.074]",1.065e-37,***,Total-Lipids in IDL
IDL-CE,"-0.086 [-0.098,-0.074]",7.253e-38,***,Cholesteryl Esters in IDL
IDL-C,"-0.087 [-0.099,-0.075]",1.282e-38,***,Cholesterol in IDL
M-VLDL-TG,"-0.087 [-0.099,-0.075]",4.412e-39,***,Triglycerides in Medium VLDL
HDL-C,"-0.087 [-0.101,-0.074]",7.024e-31,***,HDL Cholesterol
VLDL-P,"-0.089 [-0.101,-0.077]",5.274e-43,***,Concentration of VLDL Particles
VLDL-PL,"-0.089 [-0.102,-0.077]",1.404e-42,***,Phospholipids in VLDL
XL-VLDL-C,"-0.090 [-0.102,-0.077]",1.734e-41,***,Cholesterol in Very Large VLDL
