Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"91.551 [83.505,99.598]",1.315e-103,***,Creatinine
XL-HDL-FC%,"73.583 [65.442,81.723]",2.147e-64,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"61.933 [53.763,70.104]",2.476e-44,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"56.058 [48.000,64.116]",8.292e-37,***,Average Diameter for VLDL Particles
L-HDL-TG%,"50.230 [42.103,58.358]",2.623e-28,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-C%,"50.089 [42.217,57.961]",3.197e-30,***,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-TG%,"48.682 [40.453,56.911]",1.222e-25,***,Triglycerides to Total-Lipids in Very Large HDL percentage
ApoB/ApoA1,"48.646 [40.647,56.644]",2.647e-27,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-TG%,"47.252 [39.148,55.356]",8.361e-25,***,Triglycerides to Total-Lipids in Small HDL percentage
Leu,"44.064 [36.221,51.907]",9.038e-23,***,Leucine
L-VLDL-FC,"42.585 [34.492,50.677]",1.586e-19,***,Free Cholesterol in Large VLDL
L-VLDL-PL,"42.302 [34.184,50.421]",4.493e-19,***,Phospholipids in Large VLDL
M-HDL-PL%,"42.271 [33.828,50.713]",2.491e-17,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-L,"42.004 [33.936,50.071]",4.860e-19,***,Total-Lipids in Large VLDL
XL-VLDL-L,"41.639 [33.473,49.805]",4.130e-18,***,Total-Lipids in Very Large VLDL
Total-BCAA,"41.340 [33.340,49.339]",1.058e-18,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-VLDL-P,"40.997 [32.816,49.178]",2.297e-17,***,Concentration of Very Large VLDL Particles
L-VLDL-P,"40.993 [32.885,49.101]",9.658e-18,***,Concentration of Large VLDL Particles
M-HDL-TG%,"40.958 [32.911,49.006]",4.964e-18,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-PL,"40.783 [32.612,48.955]",3.378e-17,***,Phospholipids in Very Large VLDL
L-VLDL-TG,"40.665 [32.585,48.744]",1.496e-17,***,Triglycerides in Large VLDL
XL-VLDL-TG,"40.531 [32.329,48.733]",8.727e-17,***,Triglycerides in Very Large VLDL
XL-VLDL-FC,"39.718 [31.567,47.870]",3.249e-16,***,Free Cholesterol in Very Large VLDL
XL-VLDL-C,"39.326 [31.230,47.422]",4.312e-16,***,Cholesterol in Very Large VLDL
L-VLDL-C,"38.887 [30.854,46.919]",5.828e-16,***,Cholesterol in Large VLDL
VLDL-TG,"38.811 [30.680,46.942]",2.072e-15,***,Triglycerides in VLDL
Val,"37.885 [29.760,46.010]",1.551e-14,***,Valine
XXL-VLDL-CE,"37.879 [29.703,46.056]",2.672e-14,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-VLDL-CE,"37.499 [29.449,45.550]",1.690e-14,***,Cholesteryl Esters in Very Large VLDL
XXL-VLDL-L,"36.495 [28.277,44.714]",7.839e-13,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
M-VLDL-TG,"36.298 [28.255,44.341]",2.224e-13,***,Triglycerides in Medium VLDL
XXL-VLDL-C,"36.230 [28.034,44.426]",1.106e-12,***,Cholesterol in Chylomicrons and Extremely Large VLDL
