Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Lactate,"0.012 [0.012,0.012]",0.000e+00,***,Lactate
GlycA,"0.012 [0.012,0.012]",0.000e+00,***,Glycoprotein Acetyls
Pyruvate,"0.005 [0.005,0.005]",0.000e+00,***,Pyruvate
MUFA%,"0.005 [0.005,0.005]",0.000e+00,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
MUFA,"0.004 [0.004,0.005]",0.000e+00,***,Monounsaturated Fatty Acids
3-Hydroxybutyrate,"0.004 [0.003,0.004]",5.407e-263,***,3-Hydroxybutyrate
Total-FA,"0.004 [0.003,0.004]",7.437e-259,***,Total-Fatty Acids
XXL-VLDL-CE,"0.003 [0.003,0.004]",1.898e-228,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-LDL-TG,"0.003 [0.003,0.004]",7.961e-238,***,Triglycerides in Large LDL
LDL-TG,"0.003 [0.003,0.004]",2.943e-233,***,Triglycerides in LDL
L-VLDL-PL%,"0.003 [0.003,0.004]",9.490e-217,***,Phospholipids to Total-Lipids in Large VLDL percentage
IDL-TG,"0.003 [0.003,0.004]",6.978e-225,***,Triglycerides in IDL
S-VLDL-L,"0.003 [0.003,0.004]",3.735e-221,***,Total-Lipids in Small VLDL
M-LDL-TG,"0.003 [0.003,0.003]",8.262e-210,***,Triglycerides in Medium LDL
XL-VLDL-CE,"0.003 [0.003,0.003]",6.407e-205,***,Cholesteryl Esters in Very Large VLDL
S-VLDL-CE,"0.003 [0.003,0.003]",1.386e-208,***,Cholesteryl Esters in Small VLDL
VLDL-PL,"0.003 [0.003,0.003]",2.649e-201,***,Phospholipids in VLDL
XXL-VLDL-C,"0.003 [0.003,0.003]",5.292e-191,***,Cholesterol in Chylomicrons and Extremely Large VLDL
S-HDL-TG,"0.003 [0.003,0.003]",3.987e-186,***,Triglycerides in Small HDL
S-LDL-TG,"0.003 [0.003,0.003]",3.568e-192,***,Triglycerides in Small LDL
XS-VLDL-TG,"0.003 [0.003,0.003]",1.026e-193,***,Triglycerides in Very Small VLDL
VLDL-L,"0.003 [0.003,0.003]",2.814e-191,***,Total-Lipids in VLDL
S-VLDL-PL,"0.003 [0.003,0.003]",1.277e-198,***,Phospholipids in Small VLDL
S-VLDL-P,"0.003 [0.003,0.003]",6.339e-193,***,Concentration of Small VLDL Particles
