Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"0.487 [0.471,0.502]",0.000e+00,***,Glycoprotein Acetyls
S-LDL-C%,"0.310 [0.296,0.325]",0.000e+00,***,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-CE,"0.294 [0.280,0.308]",0.000e+00,***,Cholesteryl Esters in Small HDL
S-HDL-P,"0.264 [0.250,0.279]",2.167e-275,***,Concentration of Small HDL Particles
S-HDL-C,"0.257 [0.243,0.272]",1.620e-260,***,Cholesterol in Small HDL
XL-HDL-C%,"0.241 [0.225,0.256]",8.473e-204,***,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-CE%,"0.238 [0.223,0.252]",2.488e-219,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-LDL-CE%,"0.234 [0.220,0.249]",2.331e-214,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-CE%,"0.234 [0.219,0.248]",1.143e-209,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-VLDL-FC%,"0.234 [0.219,0.248]",1.164e-213,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-HDL-L,"0.209 [0.194,0.223]",4.322e-168,***,Total-Lipids in Small HDL
L-LDL-PL%,"0.208 [0.194,0.222]",8.966e-169,***,Phospholipids to Total-Lipids in Large LDL percentage
M-VLDL-CE,"0.202 [0.187,0.217]",2.093e-157,***,Cholesteryl Esters in Medium VLDL
M-LDL-C%,"0.201 [0.186,0.215]",9.385e-153,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C,"0.198 [0.184,0.213]",4.335e-154,***,Cholesterol in Medium VLDL
XL-VLDL-CE,"0.197 [0.182,0.212]",9.958e-146,***,Cholesteryl Esters in Very Large VLDL
S-VLDL-C,"0.195 [0.181,0.210]",1.242e-149,***,Cholesterol in Small VLDL
S-VLDL-CE,"0.195 [0.180,0.209]",5.574e-148,***,Cholesteryl Esters in Small VLDL
XS-VLDL-FC%,"0.195 [0.180,0.209]",3.499e-146,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-C,"0.193 [0.179,0.207]",8.909e-147,***,Cholesterol in Medium LDL
S-VLDL-FC,"0.193 [0.178,0.207]",3.627e-146,***,Free Cholesterol in Small VLDL
M-LDL-CE,"0.191 [0.177,0.206]",1.301e-143,***,Cholesteryl Esters in Medium LDL
L-VLDL-PL%,"0.191 [0.176,0.206]",7.729e-130,***,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-PL,"0.190 [0.175,0.204]",1.204e-141,***,Phospholipids in Medium LDL
M-LDL-FC,"0.188 [0.174,0.203]",1.690e-139,***,Free Cholesterol in Medium LDL
M-LDL-L,"0.186 [0.171,0.200]",3.436e-135,***,Total-Lipids in Medium LDL
M-VLDL-FC,"0.184 [0.170,0.198]",4.802e-133,***,Free Cholesterol in Medium VLDL
