Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"37.851 [34.407,41.294]",1.519e-96,***,Creatinine
XL-HDL-FC%,"28.713 [25.227,32.198]",6.018e-53,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"22.456 [18.957,25.954]",8.182e-31,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"20.359 [16.909,23.808]",1.683e-25,***,Average Diameter for VLDL Particles
XL-HDL-C%,"18.749 [15.379,22.118]",2.888e-22,***,Cholesterol to Total-Lipids in Very Large HDL percentage
Leu,"17.434 [14.079,20.790]",6.015e-19,***,Leucine
XL-HDL-TG%,"17.157 [13.635,20.679]",3.329e-16,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,"16.593 [13.113,20.073]",2.279e-15,***,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-PL%,"16.287 [12.675,19.898]",2.357e-13,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,"15.843 [12.347,19.340]",1.613e-13,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Total-BCAA,"15.649 [12.226,19.071]",7.890e-14,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-TG%,"15.546 [12.076,19.015]",3.900e-13,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-VLDL-TG,"14.992 [11.482,18.501]",1.349e-11,***,Triglycerides in Very Large VLDL
Val,"14.668 [11.192,18.144]",3.184e-11,***,Valine
XL-VLDL-P,"14.407 [10.906,17.908]",1.744e-10,***,Concentration of Very Large VLDL Particles
L-VLDL-TG,"14.361 [10.904,17.819]",9.388e-11,***,Triglycerides in Large VLDL
XL-VLDL-L,"14.344 [10.849,17.839]",2.072e-10,***,Total-Lipids in Very Large VLDL
ApoB/ApoA1,"14.267 [10.840,17.694]",8.074e-11,***,Apolipoprotein B to Apolipoprotein A1 ratio
XS-VLDL-TG%,"14.189 [10.677,17.702]",5.780e-10,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-VLDL-PL,"14.084 [10.608,17.559]",4.700e-10,***,Phospholipids in Large VLDL
XL-VLDL-PL,"13.842 [10.345,17.339]",2.048e-09,***,Phospholipids in Very Large VLDL
L-VLDL-FC,"13.800 [10.335,17.264]",1.394e-09,***,Free Cholesterol in Large VLDL
XXL-VLDL-TG,"13.759 [10.237,17.281]",4.503e-09,***,Triglycerides in Chylomicrons and Extremely Large VLDL
L-VLDL-P,"13.744 [10.274,17.215]",1.980e-09,***,Concentration of Large VLDL Particles
L-VLDL-L,"13.726 [10.272,17.180]",1.593e-09,***,Total-Lipids in Large VLDL
XXL-VLDL-L,"13.543 [10.027,17.058]",1.031e-08,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,"13.012 [9.480,16.544]",1.215e-07,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-FC,"13.001 [9.512,16.490]",6.592e-08,***,Free Cholesterol in Very Large VLDL
XXL-VLDL-P,"12.932 [9.399,16.465]",1.711e-07,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
VLDL-TG,"12.912 [9.432,16.392]",8.298e-08,***,Triglycerides in VLDL
XXL-VLDL-CE,"12.755 [9.256,16.253]",2.110e-07,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"12.493 [8.986,15.999]",6.786e-07,***,Cholesterol in Chylomicrons and Extremely Large VLDL
M-HDL-TG%,"12.066 [8.620,15.511]",1.561e-06,***,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-FC,"11.936 [8.415,15.458]",7.125e-06,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-C,"11.834 [8.368,15.300]",5.139e-06,***,Cholesterol in Very Large VLDL
XS-VLDL-PL%,"11.646 [8.182,15.109]",1.021e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG,"11.451 [8.008,14.893]",1.641e-05,***,Triglycerides in Medium VLDL
Ile,"11.374 [7.997,14.750]",9.446e-06,***,Isoleucine
L-VLDL-C,"11.304 [7.865,14.743]",2.733e-05,***,Cholesterol in Large VLDL
MUFA%,"11.223 [7.608,14.837]",2.684e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
His,"11.163 [7.872,14.455]",6.966e-06,***,Histidine
XL-VLDL-TG%,"10.865 [7.544,14.185]",3.328e-05,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
IDL-TG%,"10.647 [7.082,14.212]",0.001,**,Triglycerides to Total-Lipids in IDL percentage
L-VLDL-PL%,"10.454 [7.116,13.792]",1.923e-04,***,Phospholipids to Total-Lipids in Large VLDL percentage
XL-VLDL-CE,"10.368 [6.921,13.815]",8.628e-04,***,Cholesteryl Esters in Very Large VLDL
Total-TG,"10.302 [6.816,13.789]",0.002,**,Total-Triglycerides
Gln,"9.553 [6.148,12.958]",0.009,**,Glutamine
S-VLDL-TG%,"9.176 [5.736,12.617]",0.039,*,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-FC,"-9.205 [-12.658,-5.752]",0.040,*,Free Cholesterol in Large LDL
Omega-3,"-9.316 [-12.749,-5.883]",0.024,*,Omega-3 Fatty Acids
XXL-VLDL-C%,"-9.335 [-12.682,-5.988]",0.011,*,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-CE%,"-9.527 [-13.079,-5.976]",0.034,*,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XS-VLDL-PL,"-9.602 [-13.065,-6.138]",0.013,*,Phospholipids in Very Small VLDL
XS-VLDL-P,"-9.633 [-13.094,-6.173]",0.011,*,Concentration of Very Small VLDL Particles
LA,"-9.816 [-13.249,-6.383]",0.005,**,Linoleic Acid
Total-L,"-10.180 [-13.648,-6.711]",0.002,**,Total-Lipids in Lipoprotein Particles
Pyruvate,"-10.185 [-13.603,-6.768]",0.001,**,Pyruvate
IDL-C%,"-10.199 [-13.807,-6.591]",0.007,**,Cholesterol to Total-Lipids in IDL percentage
S-HDL-L,"-10.268 [-13.697,-6.840]",0.001,**,Total-Lipids in Small HDL
IDL-CE%,"-10.498 [-14.076,-6.920]",0.002,**,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-FC%,"-10.579 [-14.141,-7.017]",0.001,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,"-10.843 [-14.487,-7.199]",0.001,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-FC,"-10.958 [-14.412,-7.504]",1.171e-04,***,Free Cholesterol in Very Small VLDL
XS-VLDL-L,"-11.203 [-14.657,-7.749]",4.762e-05,***,Total-Lipids in Very Small VLDL
Total-FC,"-11.686 [-15.162,-8.211]",1.019e-05,***,Total-Free Cholesterol
S-VLDL-PL%,"-11.737 [-15.251,-8.223]",1.377e-05,***,Phospholipids to Total-Lipids in Small VLDL percentage
L-VLDL-C%,"-11.796 [-15.216,-8.375]",3.238e-06,***,Cholesterol to Total-Lipids in Large VLDL percentage
S-VLDL-FC%,"-11.837 [-15.386,-8.288]",1.463e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
DHA,"-11.880 [-15.300,-8.460]",2.315e-06,***,Docosahexaenoic Acid
LDL-size,"-12.143 [-15.528,-8.758]",4.834e-07,***,Average Diameter for LDL Particles
S-HDL-FC%,"-12.413 [-15.865,-8.960]",4.309e-07,***,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-VLDL-CE%,"-12.801 [-16.264,-9.339]",1.009e-07,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-HDL-CE%,"-12.849 [-16.563,-9.135]",2.794e-06,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-HDL-PL,"-13.140 [-16.582,-9.698]",1.732e-08,***,Phospholipids in Small HDL
XL-VLDL-FC%,"-13.168 [-16.550,-9.786]",5.498e-09,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,"-13.302 [-16.750,-9.854]",9.403e-09,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-LDL-FC%,"-13.493 [-17.140,-9.847]",9.621e-08,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Omega-6,"-13.707 [-17.132,-10.282]",1.040e-09,***,Omega-6 Fatty Acids
S-HDL-FC,"-13.763 [-17.184,-10.343]",7.377e-10,***,Free Cholesterol in Small HDL
GlycA,"-13.797 [-17.435,-10.158]",2.528e-08,***,Glycoprotein Acetyls
M-VLDL-PL%,"-13.912 [-17.449,-10.375]",3.015e-09,***,Phospholipids to Total-Lipids in Medium VLDL percentage
Total-C,"-14.111 [-17.602,-10.619]",5.612e-10,***,Total-Cholesterol
PUFA,"-14.116 [-17.548,-10.685]",1.770e-10,***,Polyunsaturated Fatty Acids
M-VLDL-FC%,"-14.568 [-18.119,-11.017]",2.127e-10,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
IDL-FC,"-14.588 [-18.054,-11.122]",3.809e-11,***,Free Cholesterol in IDL
XS-VLDL-C,"-14.837 [-18.288,-11.386]",8.578e-12,***,Cholesterol in Very Small VLDL
XXL-VLDL-FC%,"-14.902 [-18.237,-11.567]",4.822e-13,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-CE,"-14.955 [-18.445,-11.465]",1.083e-11,***,Total-Esterified Cholesterol
M-VLDL-CE%,"-15.127 [-18.767,-11.487]",9.055e-11,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-HDL-C%,"-15.165 [-18.729,-11.600]",1.818e-11,***,Cholesterol to Total-Lipids in Medium HDL percentage
IDL-PL,"-15.166 [-18.632,-11.701]",2.346e-12,***,Phospholipids in IDL
IDL-L,"-15.217 [-18.694,-11.741]",2.316e-12,***,Total-Lipids in IDL
XS-VLDL-C%,"-15.359 [-18.970,-11.749]",1.829e-11,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-C,"-15.421 [-18.901,-11.940]",9.230e-13,***,Cholesterol in IDL
L-HDL-C%,"-15.459 [-19.179,-11.739]",9.118e-11,***,Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-C%,"-15.484 [-19.088,-11.880]",8.990e-12,***,Cholesterol to Total-Lipids in Medium VLDL percentage
IDL-CE,"-15.521 [-18.995,-12.047]",4.895e-13,***,Cholesteryl Esters in IDL
L-HDL-TG,"-15.746 [-19.137,-12.355]",2.197e-14,***,Triglycerides in Large HDL
L-VLDL-CE%,"-15.767 [-19.258,-12.277]",2.065e-13,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XS-VLDL-CE,"-16.238 [-19.690,-12.785]",7.417e-15,***,Cholesteryl Esters in Very Small VLDL
XS-VLDL-CE%,"-16.748 [-20.375,-13.122]",3.452e-14,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Unsaturation,"-17.204 [-20.726,-13.681]",2.592e-16,***,Degree of Unsaturation
L-HDL-FC%,"-18.249 [-21.770,-14.728]",7.883e-19,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-FC,"-18.648 [-22.066,-15.230]",2.930e-21,***,Free Cholesterol in Very Large HDL
S-HDL-PL%,"-18.984 [-22.303,-15.665]",9.744e-24,***,Phospholipids to Total-Lipids in Small HDL percentage
Total-PL,"-19.203 [-22.664,-15.742]",4.058e-22,***,Total-Phospholipids in Lipoprotein Particles
Gly,"-19.586 [-22.929,-16.242]",4.485e-25,***,Glycine
SM,"-21.226 [-24.667,-17.784]",3.527e-28,***,Sphingomyelins
XL-HDL-PL%,"-21.509 [-24.915,-18.103]",1.036e-29,***,Phospholipids to Total-Lipids in Very Large HDL percentage
Phosphoglyc,"-21.512 [-24.959,-18.064]",6.368e-29,***,Phosphoglycerides
Cholines,"-21.971 [-25.425,-18.516]",3.473e-30,***,Total-Cholines
PC,"-22.259 [-25.714,-18.804]",4.487e-31,***,Phosphatidylcholines
Total-P,"-22.273 [-25.701,-18.844]",1.197e-31,***,Total-Concentration of Lipoprotein Particles
HDL-P,"-23.006 [-26.430,-19.582]",4.242e-34,***,Concentration of HDL Particles
XL-HDL-P,"-23.388 [-26.816,-19.959]",2.952e-35,***,Concentration of Very Large HDL Particles
XL-HDL-C,"-23.687 [-27.138,-20.236]",9.842e-36,***,Cholesterol in Very Large HDL
XL-HDL-L,"-24.313 [-27.737,-20.890]",1.642e-38,***,Total-Lipids in Very Large HDL
XL-HDL-PL,"-24.371 [-27.772,-20.971]",2.815e-39,***,Phospholipids in Very Large HDL
XL-HDL-CE,"-24.624 [-28.080,-21.168]",9.024e-39,***,Cholesteryl Esters in Very Large HDL
M-HDL-PL,"-25.400 [-28.811,-21.989]",1.145e-42,***,Phospholipids in Medium HDL
M-HDL-L,"-26.139 [-29.557,-22.722]",3.415e-45,***,Total-Lipids in Medium HDL
M-HDL-CE,"-26.369 [-29.800,-22.937]",1.195e-45,***,Cholesteryl Esters in Medium HDL
M-HDL-P,"-26.423 [-29.839,-23.007]",2.706e-46,***,Concentration of Medium HDL Particles
M-HDL-C,"-26.789 [-30.218,-23.360]",2.736e-47,***,Cholesterol in Medium HDL
ApoA1,"-26.880 [-30.306,-23.453]",1.004e-47,***,Apolipoprotein A1
HDL-size,"-27.429 [-30.850,-24.008]",5.263e-50,***,Average Diameter for HDL Particles
M-HDL-FC,"-27.456 [-30.868,-24.045]",2.155e-50,***,Free Cholesterol in Medium HDL
M-HDL-FC%,"-27.507 [-31.004,-24.009]",5.666e-48,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-CE,"-28.316 [-31.787,-24.845]",7.236e-52,***,Cholesteryl Esters in Large HDL
L-HDL-P,"-28.379 [-31.818,-24.940]",3.798e-53,***,Concentration of Large HDL Particles
L-HDL-FC,"-28.532 [-31.951,-25.114]",1.912e-54,***,Free Cholesterol in Large HDL
HDL-PL,"-28.558 [-31.962,-25.154]",4.792e-55,***,Phospholipids in HDL
HDL-CE,"-28.644 [-32.108,-25.180]",2.233e-53,***,Cholesteryl Esters in HDL
L-HDL-C,"-28.696 [-32.159,-25.232]",1.373e-53,***,Cholesterol in Large HDL
HDL-L,"-28.960 [-32.384,-25.536]",5.348e-56,***,Total-Lipids in HDL
HDL-FC,"-29.038 [-32.456,-25.620]",1.616e-56,***,Free Cholesterol in HDL
HDL-C,"-29.107 [-32.565,-25.650]",1.916e-55,***,HDL Cholesterol
L-HDL-PL,"-29.702 [-33.111,-26.293]",1.302e-59,***,Phospholipids in Large HDL
L-HDL-L,"-29.829 [-33.267,-26.390]",4.640e-59,***,Total-Lipids in Large HDL
