Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-C,"0.989 [0.891,1.088]",3.983e-81,***,HDL Cholesterol
HDL-CE,"0.984 [0.886,1.082]",1.012e-80,***,Cholesteryl Esters in HDL
HDL-L,"0.940 [0.843,1.036]",7.131e-75,***,Total-Lipids in HDL
M-HDL-FC%,"0.927 [0.828,1.025]",5.000e-70,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-L,"0.920 [0.820,1.021]",1.236e-66,***,Total-Lipids in Large HDL
HDL-FC,"0.918 [0.820,1.015]",1.267e-70,***,Free Cholesterol in HDL
L-HDL-PL,"0.896 [0.797,0.995]",1.070e-64,***,Phospholipids in Large HDL
L-HDL-C,"0.894 [0.794,0.994]",3.405e-63,***,Cholesterol in Large HDL
L-HDL-CE,"0.892 [0.792,0.992]",3.978e-63,***,Cholesteryl Esters in Large HDL
HDL-PL,"0.889 [0.793,0.985]",3.544e-68,***,Phospholipids in HDL
M-HDL-C,"0.887 [0.793,0.982]",9.614e-70,***,Cholesterol in Medium HDL
ApoA1,"0.882 [0.787,0.976]",8.605e-69,***,Apolipoprotein A1
M-HDL-CE,"0.878 [0.783,0.972]",1.573e-68,***,Cholesteryl Esters in Medium HDL
L-HDL-P,"0.874 [0.775,0.972]",6.503e-62,***,Concentration of Large HDL Particles
M-HDL-FC,"0.872 [0.777,0.967]",6.719e-67,***,Free Cholesterol in Medium HDL
M-HDL-P,"0.844 [0.750,0.938]",9.191e-64,***,Concentration of Medium HDL Particles
L-HDL-FC,"0.843 [0.745,0.942]",1.562e-57,***,Free Cholesterol in Large HDL
M-HDL-L,"0.823 [0.730,0.917]",6.989e-61,***,Total-Lipids in Medium HDL
HDL-size,"0.783 [0.685,0.882]",4.895e-49,***,Average Diameter for HDL Particles
HDL-P,"0.779 [0.688,0.871]",1.533e-56,***,Concentration of HDL Particles
M-HDL-PL,"0.762 [0.669,0.855]",1.596e-52,***,Phospholipids in Medium HDL
Total-P,"0.743 [0.651,0.834]",2.299e-51,***,Total-Concentration of Lipoprotein Particles
PC,"0.699 [0.607,0.792]",3.035e-44,***,Phosphatidylcholines
XL-HDL-CE,"0.685 [0.588,0.782]",3.424e-38,***,Cholesteryl Esters in Very Large HDL
LA%,"0.677 [0.583,0.771]",7.648e-40,***,Linoleic Acid to Total-Fatty Acids percentage
IDL-CE%,"0.637 [0.546,0.728]",2.280e-37,***,Cholesteryl Esters to Total-Lipids in IDL percentage
Cholines,"0.634 [0.542,0.726]",4.477e-36,***,Total-Cholines
XL-HDL-C,"0.628 [0.532,0.724]",4.629e-32,***,Cholesterol in Very Large HDL
XS-VLDL-CE%,"0.627 [0.531,0.722]",2.131e-32,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-HDL-L,"0.620 [0.523,0.716]",4.729e-31,***,Total-Lipids in Very Large HDL
XL-HDL-P,"0.616 [0.521,0.711]",1.583e-31,***,Concentration of Very Large HDL Particles
XL-HDL-PL,"0.609 [0.513,0.704]",4.043e-30,***,Phospholipids in Very Large HDL
Phosphoglyc,"0.597 [0.505,0.689]",5.981e-32,***,Phosphoglycerides
M-HDL-C%,"0.586 [0.492,0.680]",5.514e-29,***,Cholesterol to Total-Lipids in Medium HDL percentage
IDL-C%,"0.576 [0.484,0.667]",2.523e-29,***,Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,"0.572 [0.479,0.665]",6.207e-28,***,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C%,"0.560 [0.465,0.654]",1.260e-25,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-PL,"0.527 [0.436,0.618]",1.473e-24,***,Total-Phospholipids in Lipoprotein Particles
PUFA/MUFA,"0.517 [0.421,0.612]",5.260e-21,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-C%,"0.477 [0.378,0.575]",5.428e-16,***,Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-FC,"0.475 [0.387,0.563]",1.016e-20,***,Free Cholesterol in Small HDL
Total-CE,"0.468 [0.378,0.558]",4.744e-19,***,Total-Esterified Cholesterol
LA,"0.467 [0.379,0.554]",5.436e-20,***,Linoleic Acid
L-LDL-FC%,"0.464 [0.369,0.558]",1.825e-16,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Omega-6%,"0.453 [0.359,0.547]",7.704e-16,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL,"0.445 [0.356,0.533]",1.182e-17,***,Phospholipids in Small HDL
Total-C,"0.435 [0.345,0.524]",4.675e-16,***,Total-Cholesterol
L-HDL-CE%,"0.434 [0.336,0.531]",5.562e-13,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-HDL-C,"0.429 [0.343,0.516]",5.533e-17,***,Cholesterol in Small HDL
M-HDL-CE%,"0.422 [0.330,0.514]",5.147e-14,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
IDL-CE,"0.419 [0.329,0.509]",1.420e-14,***,Cholesteryl Esters in IDL
M-LDL-FC%,"0.414 [0.321,0.507]",7.856e-13,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-C%,"0.408 [0.319,0.497]",6.835e-14,***,Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-PL%,"0.407 [0.310,0.505]",6.533e-11,***,Phospholipids to Total-Lipids in Very Large HDL percentage
PUFA%,"0.405 [0.310,0.500]",1.664e-11,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
