Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"62.554 [55.872,69.236]",2.759e-69,***,Creatinine
XL-HDL-FC%,"53.796 [47.049,60.543]",2.118e-49,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"44.019 [37.250,50.788]",1.008e-31,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"42.649 [35.978,49.321]",1.538e-30,***,Average Diameter for VLDL Particles
XL-HDL-C%,"38.613 [32.096,45.131]",1.001e-25,***,Cholesterol to Total-Lipids in Very Large HDL percentage
ApoB/ApoA1,"38.179 [31.556,44.801]",3.611e-24,***,Apolipoprotein B to Apolipoprotein A1 ratio
L-HDL-TG%,"36.211 [29.481,42.941]",1.396e-20,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,"35.871 [29.058,42.684]",1.486e-19,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-VLDL-FC,"32.684 [25.985,39.383]",2.878e-16,***,Free Cholesterol in Large VLDL
S-HDL-TG%,"32.111 [25.400,38.823]",1.677e-15,***,Triglycerides to Total-Lipids in Small HDL percentage
L-VLDL-PL,"31.925 [25.205,38.646]",3.155e-15,***,Phospholipids in Large VLDL
L-VLDL-L,"31.843 [25.164,38.521]",2.278e-15,***,Total-Lipids in Large VLDL
XL-VLDL-L,"31.353 [24.593,38.113]",2.420e-14,***,Total-Lipids in Very Large VLDL
L-VLDL-P,"31.051 [24.340,37.763]",2.991e-14,***,Concentration of Large VLDL Particles
XL-VLDL-PL,"31.008 [24.244,37.772]",6.306e-14,***,Phospholipids in Very Large VLDL
XL-VLDL-P,"30.890 [24.118,37.662]",9.505e-14,***,Concentration of Very Large VLDL Particles
XL-VLDL-C,"30.808 [24.107,37.510]",5.013e-14,***,Cholesterol in Very Large VLDL
XL-VLDL-FC,"30.466 [23.719,37.213]",2.139e-13,***,Free Cholesterol in Very Large VLDL
L-VLDL-TG,"30.437 [23.749,37.125]",1.146e-13,***,Triglycerides in Large VLDL
L-VLDL-C,"30.319 [23.670,36.967]",9.700e-14,***,Cholesterol in Large VLDL
XL-VLDL-CE,"29.933 [23.270,36.596]",3.191e-13,***,Cholesteryl Esters in Very Large VLDL
XL-VLDL-TG,"29.932 [23.143,36.721]",1.353e-12,***,Triglycerides in Very Large VLDL
XXL-VLDL-CE,"29.308 [22.542,36.075]",5.025e-12,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
VLDL-TG,"28.682 [21.951,35.413]",1.616e-11,***,Triglycerides in VLDL
Leu,"28.033 [21.536,34.531]",6.647e-12,***,Leucine
XXL-VLDL-C,"27.898 [21.115,34.681]",1.800e-10,***,Cholesterol in Chylomicrons and Extremely Large VLDL
M-VLDL-TG,"27.739 [21.082,34.396]",7.599e-11,***,Triglycerides in Medium VLDL
M-HDL-TG%,"27.627 [20.963,34.290]",1.060e-10,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,"27.455 [21.001,33.908]",1.813e-11,***,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-L,"27.229 [20.427,34.031]",1.024e-09,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
L-VLDL-CE,"26.763 [20.150,33.376]",5.131e-10,***,Cholesteryl Esters in Large VLDL
XXL-VLDL-PL,"26.345 [19.512,33.179]",9.804e-09,***,Phospholipids in Chylomicrons and Extremely Large VLDL
Total-BCAA,"26.236 [19.610,32.862]",2.007e-09,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
VLDL-L,"26.114 [19.427,32.800]",4.597e-09,***,Total-Lipids in VLDL
XXL-VLDL-TG,"25.988 [19.173,32.803]",1.838e-08,***,Triglycerides in Chylomicrons and Extremely Large VLDL
M-HDL-PL%,"25.724 [18.732,32.716]",1.308e-07,***,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-P,"25.591 [18.755,32.427]",5.133e-08,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-FC,"25.367 [18.554,32.179]",6.860e-08,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
Val,"24.595 [17.867,31.323]",1.828e-07,***,Valine
Total-TG,"23.958 [17.214,30.702]",7.822e-07,***,Total-Triglycerides
VLDL-PL,"22.657 [15.959,29.356]",7.866e-06,***,Phospholipids in VLDL
M-VLDL-L,"22.536 [15.907,29.165]",6.254e-06,***,Total-Lipids in Medium VLDL
Gln,"22.507 [15.921,29.093]",4.929e-06,***,Glutamine
M-LDL-CE%,"22.374 [15.876,28.873]",3.491e-06,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
