Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"10.495 [10.453,10.538]",0.000e+00,***,Creatinine
Citrate,"1.808 [1.755,1.862]",0.000e+00,***,Citrate
Ile,"1.713 [1.660,1.767]",0.000e+00,***,Isoleucine
Phe,"1.676 [1.623,1.729]",0.000e+00,***,Phenylalanine
Leu,"1.580 [1.525,1.635]",0.000e+00,***,Leucine
Total-BCAA,"1.409 [1.353,1.464]",0.000e+00,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Gly,"1.292 [1.235,1.348]",0.000e+00,***,Glycine
Val,"1.043 [0.987,1.099]",4.060e-288,***,Valine
His,"0.781 [0.728,0.834]",5.302e-177,***,Histidine
IDL-PL%,"0.666 [0.613,0.719]",4.228e-130,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,"0.597 [0.542,0.652]",4.416e-95,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
Gln,"0.544 [0.490,0.597]",1.778e-82,***,Glutamine
IDL-TG%,"0.535 [0.479,0.590]",1.876e-74,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,"0.443 [0.387,0.498]",9.510e-49,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,"0.434 [0.380,0.488]",2.589e-50,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,"0.422 [0.367,0.477]",8.416e-46,***,Triglycerides to Total-Lipids in Large LDL percentage
MUFA%,"0.405 [0.348,0.463]",5.735e-38,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,"0.398 [0.345,0.451]",7.338e-44,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,"0.358 [0.305,0.411]",1.283e-34,***,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-6%,"0.320 [0.264,0.376]",1.026e-23,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,"0.314 [0.257,0.370]",3.325e-22,***,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-PL%,"0.307 [0.254,0.361]",4.376e-24,***,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-TG%,"0.306 [0.250,0.363]",6.623e-21,***,Triglycerides to Total-Lipids in Large HDL percentage
PUFA%,"0.299 [0.242,0.355]",9.295e-20,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-TG%,"0.293 [0.239,0.348]",1.122e-20,***,Triglycerides to Total-Lipids in Small VLDL percentage
Sc-ala,"0.288 [0.235,0.342]",1.405e-20,***,Spectrometer-corrected alanine
XXL-VLDL-FC%,"0.278 [0.223,0.334]",1.261e-17,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-TG%,"0.245 [0.190,0.300]",4.639e-13,***,Triglycerides to Total-Lipids in Small LDL percentage
Ala,"0.240 [0.186,0.294]",7.691e-13,***,Alanine
M-HDL-TG%,"0.238 [0.183,0.294]",1.070e-11,***,Triglycerides to Total-Lipids in Medium HDL percentage
LA%,"0.236 [0.179,0.292]",6.764e-11,***,Linoleic Acid to Total-Fatty Acids percentage
L-VLDL-PL%,"0.221 [0.165,0.276]",1.275e-09,***,Phospholipids to Total-Lipids in Large VLDL percentage
Tyr,"0.216 [0.162,0.271]",1.376e-09,***,Tyrosine
M-VLDL-TG%,"0.210 [0.154,0.266]",6.004e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XXL-VLDL-C%,"0.200 [0.145,0.254]",1.455e-07,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
