Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"1.243 [1.056,1.430]",2.690e-33,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,"1.045 [0.859,1.231]",7.085e-23,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,"1.022 [0.841,1.203]",4.347e-23,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,"0.892 [0.709,1.075]",3.448e-16,***,Degree of Unsaturation
Omega-6%,"0.759 [0.575,0.942]",1.269e-10,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Creatinine,"0.694 [0.492,0.896]",4.026e-06,***,Creatinine
Omega-3%,"0.660 [0.484,0.837]",4.633e-08,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,"0.593 [0.423,0.762]",1.757e-06,***,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-FC%,"0.560 [0.384,0.736]",1.028e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-FC%,"0.539 [0.357,0.720]",0.001,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-FC%,"0.518 [0.339,0.697]",0.003,**,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-CE%,"0.501 [0.319,0.683]",0.016,*,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-LDL-PL,"-0.451 [-0.621,-0.280]",0.049,*,Phospholipids in Large LDL
LDL-L,"-0.457 [-0.626,-0.288]",0.028,*,Total-Lipids in LDL
LDL-PL,"-0.460 [-0.629,-0.290]",0.024,*,Phospholipids in LDL
3-Hydroxybutyrate,"-0.460 [-0.628,-0.291]",0.021,*,3-Hydroxybutyrate
LDL-CE,"-0.461 [-0.630,-0.292]",0.021,*,Cholesteryl Esters in LDL
IDL-FC,"-0.465 [-0.640,-0.290]",0.044,*,Free Cholesterol in IDL
M-LDL-PL,"-0.469 [-0.638,-0.300]",0.013,*,Phospholipids in Medium LDL
M-LDL-C,"-0.475 [-0.644,-0.306]",0.009,**,Cholesterol in Medium LDL
IDL-C,"-0.475 [-0.650,-0.300]",0.024,*,Cholesterol in IDL
HDL-TG,"-0.475 [-0.649,-0.301]",0.020,*,Triglycerides in HDL
IDL-CE,"-0.477 [-0.652,-0.301]",0.022,*,Cholesteryl Esters in IDL
M-HDL-TG,"-0.481 [-0.655,-0.306]",0.015,*,Triglycerides in Medium HDL
