Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"126.318 [115.467,137.169]",1.515e-108,***,Creatinine
XL-HDL-FC%,"112.977 [102.016,123.937]",1.379e-84,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-C%,"77.197 [66.587,87.807]",1.403e-40,***,Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"72.618 [61.580,83.656]",1.506e-32,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"64.974 [54.089,75.858]",3.603e-26,***,Average Diameter for VLDL Particles
Leu,"61.404 [50.823,71.985]",1.543e-24,***,Leucine
M-HDL-PL%,"56.380 [44.988,67.773]",7.585e-17,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-TG%,"55.502 [44.523,66.482]",9.738e-18,***,Triglycerides to Total-Lipids in Large HDL percentage
Total-BCAA,"54.531 [43.736,65.327]",1.048e-17,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-HDL-TG%,"54.064 [42.949,65.178]",3.798e-16,***,Triglycerides to Total-Lipids in Very Large HDL percentage
ApoB/ApoA1,"53.443 [42.639,64.247]",7.960e-17,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-TG%,"51.081 [40.135,62.028]",1.455e-14,***,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,"50.659 [39.628,61.691]",5.514e-14,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Val,"49.776 [38.812,60.739]",1.388e-13,***,Valine
XS-VLDL-TG%,"40.070 [28.984,51.156]",3.278e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
Ile,"39.842 [29.190,50.493]",5.364e-08,***,Isoleucine
XL-VLDL-TG,"39.574 [28.496,50.652]",5.931e-07,***,Triglycerides in Very Large VLDL
M-HDL-TG%,"39.437 [28.566,50.307]",2.713e-07,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-TG,"38.303 [27.389,49.217]",1.412e-06,***,Triglycerides in Large VLDL
XL-VLDL-L,"38.159 [27.127,49.191]",2.820e-06,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,"37.597 [26.545,48.649]",6.067e-06,***,Concentration of Very Large VLDL Particles
S-HDL-CE%,"37.581 [26.805,48.356]",1.905e-06,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-VLDL-FC,"37.416 [26.481,48.351]",4.656e-06,***,Free Cholesterol in Large VLDL
L-VLDL-PL,"37.374 [26.405,48.344]",5.655e-06,***,Phospholipids in Large VLDL
L-VLDL-L,"36.978 [26.078,47.879]",6.878e-06,***,Total-Lipids in Large VLDL
L-VLDL-PL%,"36.559 [26.029,47.089]",2.364e-06,***,Phospholipids to Total-Lipids in Large VLDL percentage
XS-VLDL-PL%,"36.435 [25.506,47.363]",1.487e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-VLDL-P,"35.919 [24.964,46.873]",3.037e-05,***,Concentration of Large VLDL Particles
XL-VLDL-PL,"35.837 [24.798,46.876]",4.603e-05,***,Phospholipids in Very Large VLDL
Gln,"34.512 [23.771,45.253]",7.020e-05,***,Glutamine
XXL-VLDL-TG,"34.336 [23.217,45.455]",3.300e-04,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG%,"34.329 [23.850,44.808]",3.146e-05,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-L,"33.804 [22.704,44.903]",5.523e-04,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-FC,"32.867 [21.854,43.881]",0.001,**,Free Cholesterol in Very Large VLDL
VLDL-TG,"32.683 [21.698,43.668]",0.001,**,Triglycerides in VLDL
His,"32.511 [22.126,42.895]",1.961e-04,***,Histidine
Acetone,"31.910 [21.047,42.773]",0.002,**,Acetone
XXL-VLDL-PL,"30.767 [19.616,41.919]",0.015,*,Phospholipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-C,"30.413 [19.473,41.352]",0.012,*,Cholesterol in Very Large VLDL
