Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-CE,"0.198 [0.145,0.250]",2.528e-08,***,Cholesteryl Esters in Very Large HDL
XL-HDL-C,"0.196 [0.145,0.248]",2.316e-08,***,Cholesterol in Very Large HDL
XL-HDL-L,"0.190 [0.139,0.242]",8.371e-08,***,Total-Lipids in Very Large HDL
HDL-size,"0.187 [0.136,0.238]",1.922e-07,***,Average Diameter for HDL Particles
XL-HDL-P,"0.185 [0.134,0.236]",3.101e-07,***,Concentration of Very Large HDL Particles
XL-HDL-PL,"0.184 [0.133,0.235]",3.496e-07,***,Phospholipids in Very Large HDL
L-HDL-CE,"0.184 [0.131,0.237]",1.820e-06,***,Cholesteryl Esters in Large HDL
L-HDL-C,"0.184 [0.131,0.236]",2.018e-06,***,Cholesterol in Large HDL
PUFA/MUFA,"0.176 [0.128,0.223]",7.807e-08,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-HDL-FC,"0.174 [0.125,0.224]",1.119e-06,***,Free Cholesterol in Very Large HDL
L-HDL-FC,"0.171 [0.119,0.223]",2.734e-05,***,Free Cholesterol in Large HDL
L-HDL-P,"0.170 [0.117,0.222]",4.508e-05,***,Concentration of Large HDL Particles
L-HDL-L,"0.168 [0.115,0.220]",6.970e-05,***,Total-Lipids in Large HDL
Unsaturation,"0.154 [0.106,0.202]",6.192e-05,***,Degree of Unsaturation
PUFA%,"0.149 [0.102,0.196]",1.310e-04,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-C%,"0.148 [0.098,0.198]",0.001,**,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-FC%,"0.148 [0.099,0.196]",5.334e-04,***,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-PL,"0.147 [0.095,0.198]",0.005,**,Phospholipids in Large HDL
DHA%,"0.146 [0.099,0.193]",2.534e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-HDL-FC%,"0.141 [0.091,0.191]",0.009,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
LA%,"0.130 [0.081,0.178]",0.033,*,Linoleic Acid to Total-Fatty Acids percentage
Omega-3%,"0.121 [0.076,0.167]",0.042,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
GlycA,"-0.110 [-0.156,-0.064]",0.696,,Glycoprotein Acetyls
XL-HDL-TG%,"-0.122 [-0.170,-0.074]",0.134,,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,"-0.144 [-0.193,-0.095]",0.002,**,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-FC%,"-0.152 [-0.204,-0.101]",0.001,**,Free Cholesterol to Total-Lipids in Very Large HDL percentage
MUFA%,"-0.176 [-0.224,-0.129]",4.769e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
