Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"0.497 [0.482,0.512]",0.000e+00,***,Glycoprotein Acetyls
S-LDL-C%,"0.300 [0.286,0.315]",0.000e+00,***,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-CE,"0.291 [0.277,0.305]",0.000e+00,***,Cholesteryl Esters in Small HDL
S-HDL-P,"0.267 [0.253,0.281]",7.375e-291,***,Concentration of Small HDL Particles
XL-HDL-C%,"0.261 [0.246,0.276]",2.746e-247,***,Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-C,"0.257 [0.243,0.271]",8.247e-269,***,Cholesterol in Small HDL
S-LDL-CE%,"0.241 [0.227,0.255]",1.012e-234,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-VLDL-FC%,"0.236 [0.222,0.250]",1.707e-225,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-CE%,"0.229 [0.215,0.243]",1.035e-209,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-HDL-CE%,"0.220 [0.205,0.234]",1.031e-190,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-VLDL-CE,"0.219 [0.204,0.233]",3.069e-186,***,Cholesteryl Esters in Very Large VLDL
S-VLDL-C,"0.212 [0.198,0.227]",2.719e-183,***,Cholesterol in Small VLDL
S-VLDL-CE,"0.212 [0.198,0.226]",3.846e-182,***,Cholesteryl Esters in Small VLDL
M-LDL-C,"0.212 [0.198,0.226]",4.551e-183,***,Cholesterol in Medium LDL
S-HDL-L,"0.212 [0.197,0.226]",1.118e-178,***,Total-Lipids in Small HDL
M-LDL-CE,"0.211 [0.197,0.226]",4.353e-182,***,Cholesteryl Esters in Medium LDL
M-LDL-PL,"0.210 [0.196,0.224]",1.044e-179,***,Phospholipids in Medium LDL
M-VLDL-C,"0.209 [0.195,0.223]",9.642e-177,***,Cholesterol in Medium VLDL
S-VLDL-FC,"0.209 [0.195,0.223]",1.172e-177,***,Free Cholesterol in Small VLDL
M-VLDL-CE,"0.208 [0.193,0.222]",6.266e-172,***,Cholesteryl Esters in Medium VLDL
L-VLDL-PL%,"0.207 [0.192,0.221]",3.942e-158,***,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-L,"0.206 [0.192,0.220]",1.332e-172,***,Total-Lipids in Medium LDL
L-VLDL-CE,"0.203 [0.188,0.217]",5.537e-163,***,Cholesteryl Esters in Large VLDL
M-LDL-FC,"0.202 [0.188,0.216]",1.027e-166,***,Free Cholesterol in Medium LDL
M-VLDL-P,"0.202 [0.188,0.216]",2.699e-165,***,Concentration of Medium VLDL Particles
M-VLDL-FC,"0.200 [0.186,0.215]",1.191e-163,***,Free Cholesterol in Medium VLDL
S-VLDL-PL,"0.198 [0.184,0.213]",5.770e-159,***,Phospholipids in Small VLDL
VLDL-CE,"0.198 [0.184,0.212]",7.282e-159,***,Cholesteryl Esters in VLDL
S-LDL-CE,"0.197 [0.183,0.211]",1.673e-157,***,Cholesteryl Esters in Small LDL
S-LDL-C,"0.196 [0.182,0.210]",1.111e-156,***,Cholesterol in Small LDL
L-LDL-PL,"0.194 [0.180,0.208]",2.086e-151,***,Phospholipids in Large LDL
Clinical LDL-C,"0.193 [0.179,0.207]",3.760e-150,***,Clinical LDL Cholesterol
LDL-PL,"0.192 [0.178,0.207]",2.426e-150,***,Phospholipids in LDL
M-VLDL-PL,"0.192 [0.178,0.207]",5.734e-150,***,Phospholipids in Medium VLDL
VLDL-C,"0.192 [0.178,0.206]",1.287e-148,***,VLDL Cholesterol
M-LDL-C%,"0.187 [0.172,0.201]",2.596e-136,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-C,"0.186 [0.172,0.201]",3.836e-133,***,Cholesterol in Large VLDL
XS-VLDL-FC%,"0.186 [0.171,0.200]",5.152e-137,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-P,"0.185 [0.171,0.199]",7.115e-139,***,Concentration of Medium LDL Particles
M-VLDL-L,"0.185 [0.170,0.199]",3.037e-136,***,Total-Lipids in Medium VLDL
LDL-P,"0.183 [0.169,0.197]",7.519e-136,***,Concentration of LDL Particles
L-LDL-PL%,"0.183 [0.168,0.197]",1.488e-133,***,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-P,"0.181 [0.167,0.195]",8.430e-133,***,Concentration of Large LDL Particles
