Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"0.321 [0.314,0.327]",0.000e+00,***,Glycoprotein Acetyls
Lactate,"0.288 [0.282,0.294]",0.000e+00,***,Lactate
MUFA%,"0.254 [0.248,0.260]",0.000e+00,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,"0.213 [0.207,0.219]",0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,"0.204 [0.198,0.210]",0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,"0.198 [0.192,0.204]",0.000e+00,***,Triglycerides to Total-Lipids in Small LDL percentage
3-Hydroxybutyrate,"0.195 [0.189,0.201]",0.000e+00,***,3-Hydroxybutyrate
IDL-TG%,"0.194 [0.188,0.201]",0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-TG%,"0.184 [0.177,0.190]",0.000e+00,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,"0.181 [0.174,0.187]",0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,"0.176 [0.170,0.182]",0.000e+00,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-PL%,"0.176 [0.169,0.182]",0.000e+00,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,"0.170 [0.163,0.176]",0.000e+00,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-VLDL-TG%,"0.167 [0.160,0.173]",0.000e+00,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-PL%,"0.158 [0.152,0.164]",0.000e+00,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-PL%,"0.148 [0.142,0.154]",0.000e+00,***,Phospholipids to Total-Lipids in Small HDL percentage
Pyruvate,"0.140 [0.134,0.146]",0.000e+00,***,Pyruvate
S-HDL-TG%,"0.129 [0.122,0.135]",0.000e+00,***,Triglycerides to Total-Lipids in Small HDL percentage
MUFA,"0.128 [0.122,0.134]",0.000e+00,***,Monounsaturated Fatty Acids
Acetoacetate,"0.127 [0.121,0.133]",0.000e+00,***,Acetoacetate
XXL-VLDL-PL,"0.125 [0.119,0.132]",0.000e+00,***,Phospholipids in Chylomicrons and Extremely Large VLDL
TG/PG,"0.123 [0.116,0.129]",1.391e-292,***,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-L,"0.122 [0.116,0.128]",0.000e+00,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,"0.119 [0.113,0.125]",0.000e+00,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,"0.117 [0.111,0.123]",8.868e-297,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-TG,"0.117 [0.111,0.123]",3.080e-294,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"0.114 [0.108,0.121]",5.143e-284,***,Cholesterol in Chylomicrons and Extremely Large VLDL
M-HDL-TG%,"0.111 [0.105,0.117]",1.368e-262,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG,"0.108 [0.102,0.114]",2.133e-251,***,Triglycerides in Small HDL
XXL-VLDL-CE,"0.108 [0.102,0.114]",2.185e-252,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
M-HDL-TG,"0.104 [0.098,0.110]",3.152e-247,***,Triglycerides in Medium HDL
VLDL-size,"0.102 [0.095,0.108]",2.019e-204,***,Average Diameter for VLDL Particles
HDL-TG,"0.099 [0.093,0.105]",8.297e-223,***,Triglycerides in HDL
XL-VLDL-TG,"0.097 [0.091,0.103]",2.365e-197,***,Triglycerides in Very Large VLDL
XL-HDL-TG%,"0.093 [0.087,0.100]",9.416e-173,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-LDL-TG,"0.092 [0.086,0.099]",1.098e-189,***,Triglycerides in Small LDL
Total-TG,"0.092 [0.085,0.098]",2.463e-181,***,Total-Triglycerides
SFA%,"0.090 [0.084,0.096]",2.787e-186,***,Saturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG%,"0.089 [0.083,0.095]",1.447e-161,***,Triglycerides to Total-Lipids in Large HDL percentage
VLDL-TG,"0.088 [0.082,0.094]",7.611e-166,***,Triglycerides in VLDL
Ile,"0.088 [0.082,0.094]",8.717e-172,***,Isoleucine
Acetone,"0.087 [0.081,0.093]",1.821e-173,***,Acetone
XS-VLDL-TG,"0.083 [0.077,0.089]",4.298e-154,***,Triglycerides in Very Small VLDL
XL-VLDL-L,"0.080 [0.074,0.087]",2.498e-136,***,Total-Lipids in Very Large VLDL
L-VLDL-TG%,"0.080 [0.074,0.086]",9.860e-149,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-VLDL-TG,"0.078 [0.072,0.084]",1.181e-132,***,Triglycerides in Small VLDL
