Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,"0.071 [0.059,0.083]",2.712e-25,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Creatinine,"0.065 [0.054,0.077]",1.783e-24,***,Creatinine
XL-HDL-FC%,"0.062 [0.050,0.074]",1.230e-19,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,"0.057 [0.045,0.069]",8.101e-15,***,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-TG%,"0.050 [0.039,0.062]",3.205e-12,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Omega-6/Omega-3,"0.050 [0.038,0.061]",1.042e-11,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-TG%,"0.049 [0.038,0.061]",1.602e-11,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-HDL-TG%,"0.048 [0.036,0.060]",2.625e-10,***,Triglycerides to Total-Lipids in Very Large HDL percentage
VLDL-size,"0.047 [0.036,0.059]",3.448e-10,***,Average Diameter for VLDL Particles
TG/PG,"0.044 [0.032,0.056]",7.109e-08,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-C%,"0.042 [0.030,0.053]",1.086e-07,***,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-VLDL-TG%,"0.040 [0.029,0.052]",1.491e-06,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
IDL-TG%,"0.039 [0.027,0.051]",1.360e-05,***,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-TG%,"0.038 [0.026,0.049]",2.023e-05,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-HDL-PL%,"0.038 [0.026,0.050]",1.546e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-TG,"0.037 [0.026,0.049]",7.730e-05,***,Triglycerides in Chylomicrons and Extremely Large VLDL
L-HDL-TG%,"0.037 [0.025,0.049]",1.014e-04,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-VLDL-TG,"0.037 [0.025,0.048]",1.643e-04,***,Triglycerides in Very Large VLDL
XXL-VLDL-L,"0.036 [0.024,0.047]",4.484e-04,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
L-LDL-TG%,"0.036 [0.024,0.047]",5.995e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
XXL-VLDL-P,"0.035 [0.023,0.046]",0.002,**,Concentration of Chylomicrons and Extremely Large VLDL Particles
S-LDL-TG%,"0.035 [0.023,0.046]",0.001,**,Triglycerides to Total-Lipids in Small LDL percentage
XXL-VLDL-PL,"0.034 [0.022,0.046]",0.003,**,Phospholipids in Chylomicrons and Extremely Large VLDL
