Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"6.041 [5.930,6.152]",0.000e+00,***,Glycoprotein Acetyls
MUFA%,"3.121 [3.005,3.237]",0.000e+00,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE,"2.228 [2.116,2.339]",0.000e+00,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"2.189 [2.077,2.301]",0.000e+00,***,Cholesterol in Chylomicrons and Extremely Large VLDL
MUFA,"2.186 [2.075,2.296]",0.000e+00,***,Monounsaturated Fatty Acids
M-HDL-PL%,"2.170 [2.053,2.288]",5.817e-282,***,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-L,"2.104 [1.991,2.217]",1.722e-286,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,"2.078 [1.966,2.190]",2.301e-284,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,"2.066 [1.954,2.178]",1.011e-277,***,Phospholipids in Chylomicrons and Extremely Large VLDL
TG/PG,"2.040 [1.921,2.158]",1.956e-244,***,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-TG,"1.979 [1.866,2.092]",3.183e-253,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,"1.971 [1.859,2.084]",4.180e-253,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-FC,"1.937 [1.826,2.049]",2.095e-248,***,Free Cholesterol in Very Large VLDL
S-HDL-TG%,"1.930 [1.815,2.045]",4.913e-233,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-VLDL-PL,"1.927 [1.815,2.039]",1.012e-242,***,Phospholipids in Very Large VLDL
XL-VLDL-C,"1.909 [1.799,2.020]",2.821e-245,***,Cholesterol in Very Large VLDL
XL-VLDL-L,"1.871 [1.758,1.984]",7.053e-226,***,Total-Lipids in Very Large VLDL
M-HDL-TG%,"1.843 [1.730,1.956]",4.488e-219,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-CE,"1.811 [1.702,1.921]",1.608e-224,***,Cholesteryl Esters in Very Large VLDL
XL-VLDL-P,"1.795 [1.682,1.908]",1.550e-208,***,Concentration of Very Large VLDL Particles
VLDL-L,"1.782 [1.671,1.892]",3.924e-215,***,Total-Lipids in VLDL
L-VLDL-FC,"1.768 [1.657,1.880]",1.193e-205,***,Free Cholesterol in Large VLDL
VLDL-TG,"1.765 [1.653,1.877]",1.448e-202,***,Triglycerides in VLDL
L-VLDL-C,"1.753 [1.643,1.863]",2.969e-208,***,Cholesterol in Large VLDL
VLDL-size,"1.747 [1.630,1.864]",7.562e-183,***,Average Diameter for VLDL Particles
L-VLDL-PL,"1.745 [1.633,1.857]",7.431e-199,***,Phospholipids in Large VLDL
XL-VLDL-TG,"1.733 [1.620,1.847]",1.555e-191,***,Triglycerides in Very Large VLDL
VLDL-PL,"1.709 [1.600,1.818]",9.000e-202,***,Phospholipids in VLDL
Total-TG,"1.707 [1.596,1.819]",7.486e-192,***,Total-Triglycerides
L-VLDL-P,"1.693 [1.581,1.805]",2.022e-188,***,Concentration of Large VLDL Particles
L-VLDL-L,"1.687 [1.575,1.799]",1.202e-186,***,Total-Lipids in Large VLDL
L-VLDL-CE,"1.684 [1.575,1.793]",2.820e-197,***,Cholesteryl Esters in Large VLDL
VLDL-FC,"1.630 [1.522,1.738]",1.689e-185,***,Free Cholesterol in VLDL
S-LDL-TG,"1.559 [1.449,1.670]",3.179e-163,***,Triglycerides in Small LDL
L-VLDL-PL%,"1.546 [1.434,1.658]",8.385e-155,***,Phospholipids to Total-Lipids in Large VLDL percentage
XL-VLDL-PL%,"1.541 [1.434,1.648]",1.617e-169,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-VLDL-TG,"1.516 [1.404,1.628]",1.734e-149,***,Triglycerides in Large VLDL
VLDL-C,"1.513 [1.406,1.621]",7.127e-162,***,VLDL Cholesterol
L-HDL-TG%,"1.488 [1.373,1.602]",1.620e-136,***,Triglycerides to Total-Lipids in Large HDL percentage
Total-FA,"1.477 [1.368,1.586]",8.263e-150,***,Total-Fatty Acids
S-HDL-TG,"1.473 [1.361,1.585]",2.691e-140,***,Triglycerides in Small HDL
S-LDL-CE%,"1.466 [1.358,1.574]",1.061e-150,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
VLDL-P,"1.444 [1.336,1.552]",1.186e-145,***,Concentration of VLDL Particles
M-LDL-CE%,"1.441 [1.333,1.549]",2.376e-144,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,"1.436 [1.325,1.548]",5.207e-135,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,"1.436 [1.325,1.547]",5.563e-136,***,Triglycerides to Total-Lipids in Small LDL percentage
