Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,"0.102 [0.097,0.108]",0.000e+00,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,"0.099 [0.094,0.104]",0.000e+00,***,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-TG,"0.099 [0.094,0.104]",0.000e+00,***,Triglycerides in Small HDL
M-HDL-TG%,"0.098 [0.093,0.103]",0.000e+00,***,Triglycerides to Total-Lipids in Medium HDL percentage
MUFA%,"0.092 [0.087,0.098]",4.591e-262,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-TG,"0.092 [0.087,0.097]",1.951e-295,***,Triglycerides in Very Small VLDL
IDL-TG,"0.092 [0.087,0.097]",5.163e-294,***,Triglycerides in IDL
L-HDL-TG%,"0.091 [0.086,0.096]",1.710e-264,***,Triglycerides to Total-Lipids in Large HDL percentage
LDL-TG,"0.091 [0.086,0.095]",3.031e-286,***,Triglycerides in LDL
L-LDL-TG,"0.090 [0.085,0.095]",3.233e-282,***,Triglycerides in Large LDL
TG/PG,"0.090 [0.084,0.095]",8.604e-240,***,Triglycerides to Phosphoglycerides ratio
S-LDL-TG,"0.089 [0.084,0.094]",7.319e-272,***,Triglycerides in Small LDL
M-LDL-TG,"0.088 [0.083,0.093]",5.622e-270,***,Triglycerides in Medium LDL
L-LDL-TG%,"0.088 [0.083,0.093]",3.780e-259,***,Triglycerides to Total-Lipids in Large LDL percentage
Total-TG,"0.088 [0.083,0.093]",3.897e-258,***,Total-Triglycerides
XXL-VLDL-CE,"0.087 [0.082,0.092]",2.907e-252,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-LDL-TG%,"0.087 [0.082,0.092]",3.880e-255,***,Triglycerides to Total-Lipids in Small LDL percentage
HDL-TG,"0.087 [0.082,0.091]",1.147e-264,***,Triglycerides in HDL
M-HDL-TG,"0.086 [0.082,0.091]",6.185e-263,***,Triglycerides in Medium HDL
XXL-VLDL-C,"0.086 [0.081,0.091]",2.383e-248,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,"0.086 [0.081,0.091]",5.702e-242,***,Phospholipids in Chylomicrons and Extremely Large VLDL
MUFA,"0.086 [0.081,0.090]",1.515e-251,***,Monounsaturated Fatty Acids
XXL-VLDL-L,"0.085 [0.080,0.090]",6.431e-240,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,"0.085 [0.080,0.090]",2.011e-237,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-HDL-TG%,"0.084 [0.079,0.090]",3.836e-220,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-VLDL-TG,"0.084 [0.079,0.089]",7.248e-230,***,Triglycerides in Very Large VLDL
XXL-VLDL-FC,"0.083 [0.078,0.088]",9.936e-232,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-L,"0.083 [0.078,0.088]",3.728e-226,***,Total-Lipids in Very Large VLDL
VLDL-TG,"0.083 [0.078,0.088]",8.847e-228,***,Triglycerides in VLDL
XL-VLDL-P,"0.082 [0.077,0.087]",1.004e-221,***,Concentration of Very Large VLDL Particles
XXL-VLDL-TG,"0.082 [0.077,0.087]",9.117e-221,***,Triglycerides in Chylomicrons and Extremely Large VLDL
S-VLDL-TG,"0.082 [0.077,0.087]",5.394e-228,***,Triglycerides in Small VLDL
IDL-TG%,"0.081 [0.076,0.086]",1.222e-219,***,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-PL,"0.080 [0.075,0.085]",1.387e-214,***,Phospholipids in Very Large VLDL
SFA,"0.080 [0.075,0.085]",1.202e-222,***,Saturated Fatty Acids
L-HDL-PL%,"0.079 [0.074,0.084]",4.789e-191,***,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-PL,"0.079 [0.074,0.084]",2.610e-205,***,Phospholipids in Large VLDL
XL-VLDL-FC,"0.078 [0.073,0.082]",5.278e-202,***,Free Cholesterol in Very Large VLDL
M-LDL-TG%,"0.077 [0.072,0.082]",1.391e-204,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-P,"0.076 [0.071,0.080]",1.647e-190,***,Concentration of Large VLDL Particles
VLDL-L,"0.075 [0.070,0.080]",3.938e-193,***,Total-Lipids in VLDL
L-VLDL-FC,"0.074 [0.069,0.079]",1.819e-184,***,Free Cholesterol in Large VLDL
L-VLDL-L,"0.073 [0.068,0.078]",2.593e-178,***,Total-Lipids in Large VLDL
L-VLDL-PL%,"0.073 [0.068,0.078]",1.608e-174,***,Phospholipids to Total-Lipids in Large VLDL percentage
XL-VLDL-C,"0.072 [0.067,0.077]",7.648e-177,***,Cholesterol in Very Large VLDL
GlycA,"0.071 [0.066,0.076]",4.732e-158,***,Glycoprotein Acetyls
Total-FA,"0.071 [0.066,0.076]",1.436e-175,***,Total-Fatty Acids
L-VLDL-TG,"0.070 [0.065,0.075]",2.270e-162,***,Triglycerides in Large VLDL
XL-HDL-TG,"0.070 [0.065,0.075]",1.879e-173,***,Triglycerides in Very Large HDL
VLDL-PL,"0.070 [0.065,0.075]",2.325e-170,***,Phospholipids in VLDL
M-VLDL-TG,"0.069 [0.065,0.074]",3.642e-163,***,Triglycerides in Medium VLDL
SFA%,"0.067 [0.063,0.072]",1.054e-158,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-TG%,"0.067 [0.062,0.072]",2.433e-144,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-VLDL-C,"0.067 [0.062,0.072]",6.901e-154,***,Cholesterol in Large VLDL
VLDL-size,"0.066 [0.061,0.072]",2.352e-133,***,Average Diameter for VLDL Particles
S-VLDL-P,"0.065 [0.060,0.070]",5.858e-149,***,Concentration of Small VLDL Particles
S-VLDL-L,"0.065 [0.060,0.070]",2.258e-147,***,Total-Lipids in Small VLDL
XL-VLDL-CE,"0.064 [0.060,0.069]",5.282e-143,***,Cholesteryl Esters in Very Large VLDL
XS-VLDL-PL,"0.062 [0.058,0.067]",2.151e-135,***,Phospholipids in Very Small VLDL
Ile,"0.062 [0.058,0.067]",5.751e-133,***,Isoleucine
VLDL-P,"0.062 [0.057,0.067]",5.567e-135,***,Concentration of VLDL Particles
Val,"0.061 [0.056,0.066]",3.236e-116,***,Valine
VLDL-FC,"0.061 [0.056,0.065]",1.829e-129,***,Free Cholesterol in VLDL
Total-BCAA,"0.060 [0.055,0.065]",2.126e-114,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-VLDL-TG%,"0.059 [0.053,0.064]",4.363e-108,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-VLDL-CE,"0.058 [0.053,0.063]",7.395e-117,***,Cholesteryl Esters in Large VLDL
XS-VLDL-L,"0.057 [0.052,0.062]",5.338e-111,***,Total-Lipids in Very Small VLDL
XL-VLDL-TG%,"0.057 [0.052,0.062]",2.395e-105,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-TG,"0.057 [0.052,0.062]",2.237e-106,***,Triglycerides in Large HDL
XS-VLDL-PL%,"0.055 [0.050,0.060]",6.122e-99,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,"0.053 [0.048,0.058]",6.668e-93,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-P,"0.053 [0.048,0.057]",1.737e-95,***,Concentration of Very Small VLDL Particles
Omega-3,"0.051 [0.047,0.056]",1.076e-87,***,Omega-3 Fatty Acids
VLDL-C,"0.051 [0.047,0.056]",2.317e-93,***,VLDL Cholesterol
M-VLDL-L,"0.051 [0.046,0.056]",2.088e-91,***,Total-Lipids in Medium VLDL
S-VLDL-CE,"0.049 [0.044,0.054]",6.563e-84,***,Cholesteryl Esters in Small VLDL
S-VLDL-PL,"0.047 [0.042,0.052]",1.689e-77,***,Phospholipids in Small VLDL
Leu,"0.047 [0.042,0.052]",6.395e-69,***,Leucine
XS-VLDL-FC,"0.046 [0.041,0.051]",3.865e-72,***,Free Cholesterol in Very Small VLDL
S-HDL-PL%,"0.046 [0.041,0.051]",2.052e-68,***,Phospholipids to Total-Lipids in Small HDL percentage
Lactate,"0.045 [0.041,0.050]",4.204e-70,***,Lactate
S-LDL-CE%,"0.044 [0.039,0.049]",9.720e-67,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
VLDL-CE,"0.044 [0.039,0.049]",3.520e-67,***,Cholesteryl Esters in VLDL
S-VLDL-C,"0.043 [0.038,0.048]",7.479e-64,***,Cholesterol in Small VLDL
M-VLDL-PL,"0.042 [0.037,0.047]",2.397e-61,***,Phospholipids in Medium VLDL
M-VLDL-P,"0.042 [0.037,0.047]",7.913e-61,***,Concentration of Medium VLDL Particles
S-HDL-PL,"0.042 [0.037,0.047]",3.023e-58,***,Phospholipids in Small HDL
Total-L,"0.041 [0.036,0.046]",8.661e-57,***,Total-Lipids in Lipoprotein Particles
Phosphoglyc,"0.038 [0.033,0.043]",4.043e-44,***,Phosphoglycerides
M-LDL-CE%,"0.037 [0.032,0.042]",1.219e-45,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-HDL-L,"0.036 [0.031,0.041]",5.239e-42,***,Total-Lipids in Small HDL
Total-PL,"0.035 [0.030,0.040]",1.148e-38,***,Total-Phospholipids in Lipoprotein Particles
PUFA,"0.035 [0.030,0.040]",2.462e-40,***,Polyunsaturated Fatty Acids
M-VLDL-FC,"0.032 [0.027,0.037]",2.877e-34,***,Free Cholesterol in Medium VLDL
S-VLDL-FC,"0.032 [0.027,0.037]",5.450e-34,***,Free Cholesterol in Small VLDL
S-LDL-CE,"0.031 [0.027,0.036]",7.722e-33,***,Cholesteryl Esters in Small LDL
S-HDL-FC,"0.031 [0.026,0.036]",1.027e-30,***,Free Cholesterol in Small HDL
XS-VLDL-C,"0.031 [0.026,0.036]",1.789e-29,***,Cholesterol in Very Small VLDL
Phe,"0.031 [0.026,0.036]",5.803e-30,***,Phenylalanine
Remnant-C,"0.031 [0.026,0.036]",4.218e-31,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-LDL-P,"0.031 [0.026,0.036]",1.515e-31,***,Concentration of Small LDL Particles
XL-HDL-FC%,"0.030 [0.024,0.035]",6.767e-20,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
ApoB/ApoA1,"0.029 [0.024,0.034]",6.670e-27,***,Apolipoprotein B to Apolipoprotein A1 ratio
XXL-VLDL-TG%,"0.029 [0.024,0.034]",9.092e-27,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE,"0.029 [0.024,0.034]",2.687e-27,***,Cholesteryl Esters in Medium LDL
Acetoacetate,"0.029 [0.024,0.033]",6.088e-26,***,Acetoacetate
Cholines,"0.028 [0.023,0.034]",1.175e-22,***,Total-Cholines
3-Hydroxybutyrate,"0.028 [0.024,0.033]",2.334e-25,***,3-Hydroxybutyrate
PC,"0.028 [0.023,0.033]",3.872e-22,***,Phosphatidylcholines
ApoB,"0.027 [0.023,0.032]",2.515e-24,***,Apolipoprotein B
S-LDL-L,"0.026 [0.022,0.031]",2.641e-22,***,Total-Lipids in Small LDL
M-LDL-L,"0.026 [0.021,0.031]",1.822e-21,***,Total-Lipids in Medium LDL
Omega-6,"0.026 [0.021,0.031]",5.187e-20,***,Omega-6 Fatty Acids
M-LDL-PL,"0.025 [0.020,0.029]",7.302e-19,***,Phospholipids in Medium LDL
