Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"55.496 [49.012,61.979]",2.045e-57,***,Creatinine
XL-HDL-FC%,"53.768 [47.231,60.304]",8.702e-53,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"41.854 [35.293,48.415]",2.150e-30,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"40.496 [34.029,46.962]",3.661e-29,***,Average Diameter for VLDL Particles
XL-HDL-C%,"39.976 [33.662,46.289]",6.873e-30,***,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-TG%,"34.927 [28.325,41.529]",8.970e-20,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,"34.698 [28.175,41.220]",4.915e-20,***,Triglycerides to Total-Lipids in Large HDL percentage
ApoB/ApoA1,"34.062 [27.642,40.483]",6.604e-20,***,Apolipoprotein B to Apolipoprotein A1 ratio
L-VLDL-FC,"30.124 [23.630,36.618]",2.387e-14,***,Free Cholesterol in Large VLDL
L-VLDL-L,"29.744 [23.271,36.217]",5.253e-14,***,Total-Lipids in Large VLDL
L-VLDL-PL,"29.531 [23.017,36.046]",1.563e-13,***,Phospholipids in Large VLDL
S-HDL-TG%,"29.476 [22.970,35.982]",1.629e-13,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-VLDL-L,"29.063 [22.511,35.616]",8.518e-13,***,Total-Lipids in Very Large VLDL
L-VLDL-TG,"29.013 [22.530,35.495]",4.264e-13,***,Triglycerides in Large VLDL
L-VLDL-P,"28.658 [22.152,35.164]",1.441e-12,***,Concentration of Large VLDL Particles
XL-VLDL-P,"28.572 [22.008,35.136]",3.500e-12,***,Concentration of Very Large VLDL Particles
XL-VLDL-PL,"28.371 [21.815,34.927]",5.369e-12,***,Phospholipids in Very Large VLDL
XL-VLDL-TG,"28.099 [21.518,34.680]",1.398e-11,***,Triglycerides in Very Large VLDL
XL-VLDL-C,"28.055 [21.559,34.550]",6.187e-12,***,Cholesterol in Very Large VLDL
XL-VLDL-FC,"27.692 [21.152,34.232]",2.534e-11,***,Free Cholesterol in Very Large VLDL
L-VLDL-C,"27.660 [21.216,34.105]",9.705e-12,***,Cholesterol in Large VLDL
XL-VLDL-CE,"27.351 [20.892,33.809]",2.506e-11,***,Cholesteryl Esters in Very Large VLDL
VLDL-TG,"26.743 [20.219,33.267]",2.246e-10,***,Triglycerides in VLDL
Leu,"26.432 [20.134,32.729]",4.621e-11,***,Leucine
XXL-VLDL-CE,"26.214 [19.654,32.773]",1.136e-09,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
M-HDL-TG%,"25.860 [19.402,32.319]",1.005e-09,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-VLDL-TG,"25.788 [19.335,32.241]",1.132e-09,***,Triglycerides in Medium VLDL
Total-BCAA,"25.503 [19.082,31.925]",1.667e-09,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-HDL-PL%,"25.305 [18.528,32.081]",5.871e-08,***,Phospholipids to Total-Lipids in Medium HDL percentage
Val,"25.219 [18.699,31.738]",8.073e-09,***,Valine
XXL-VLDL-L,"24.989 [18.395,31.582]",2.594e-08,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"24.927 [18.352,31.502]",2.547e-08,***,Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-PL%,"24.635 [18.380,30.891]",2.792e-09,***,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-CE,"24.175 [17.765,30.585]",3.412e-08,***,Cholesteryl Esters in Large VLDL
XXL-VLDL-TG,"24.073 [17.468,30.679]",2.144e-07,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,"23.522 [16.898,30.146]",7.966e-07,***,Phospholipids in Chylomicrons and Extremely Large VLDL
VLDL-L,"23.142 [16.660,29.624]",6.084e-07,***,Total-Lipids in VLDL
XXL-VLDL-P,"22.994 [16.368,29.620]",2.418e-06,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-FC,"22.569 [15.965,29.172]",4.904e-06,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
M-VLDL-TG%,"22.342 [15.780,28.904]",5.819e-06,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Total-TG,"21.981 [15.444,28.518]",1.020e-05,***,Total-Triglycerides
His,"21.953 [15.781,28.125]",7.353e-07,***,Histidine
Gln,"20.260 [13.877,26.644]",1.149e-04,***,Glutamine
M-LDL-CE%,"20.174 [13.875,26.472]",7.986e-05,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-VLDL-L,"19.830 [13.404,26.256]",3.383e-04,***,Total-Lipids in Medium VLDL
VLDL-PL,"19.598 [13.104,26.091]",7.661e-04,***,Phospholipids in VLDL
S-VLDL-P,"19.346 [12.892,25.800]",9.754e-04,***,Concentration of Small VLDL Particles
S-VLDL-TG,"18.974 [12.475,25.472]",0.002,**,Triglycerides in Small VLDL
VLDL-FC,"18.507 [12.032,24.982]",0.005,**,Free Cholesterol in VLDL
MUFA%,"18.381 [11.602,25.160]",0.025,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG,"18.004 [11.379,24.628]",0.023,*,Triglycerides in Small HDL
Ile,"17.688 [11.354,24.022]",0.010,*,Isoleucine
S-VLDL-L,"17.553 [11.105,24.000]",0.022,*,Total-Lipids in Small VLDL
M-VLDL-P,"17.406 [10.979,23.834]",0.026,*,Concentration of Medium VLDL Particles
XL-VLDL-FC%,"-17.970 [-24.316,-11.623]",0.007,**,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XS-VLDL-C%,"-18.026 [-24.804,-11.249]",0.043,*,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE,"-18.459 [-24.941,-11.977]",0.005,**,Cholesteryl Esters in Very Small VLDL
S-HDL-PL,"-18.634 [-25.092,-12.175]",0.004,**,Phospholipids in Small HDL
S-HDL-FC,"-18.775 [-25.193,-12.357]",0.002,**,Free Cholesterol in Small HDL
L-HDL-CE%,"-19.671 [-26.638,-12.704]",0.007,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-VLDL-CE%,"-19.673 [-26.504,-12.842]",0.004,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XL-VLDL-CE%,"-19.903 [-26.398,-13.407]",4.417e-04,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-VLDL-C%,"-20.141 [-26.904,-13.377]",0.001,**,Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-C%,"-20.514 [-26.982,-14.046]",1.182e-04,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XS-VLDL-CE%,"-21.069 [-27.877,-14.262]",3.034e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-VLDL-CE%,"-21.696 [-28.247,-15.145]",1.980e-05,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-HDL-FC%,"-21.829 [-28.304,-15.353]",9.139e-06,***,Free Cholesterol to Total-Lipids in Small HDL percentage
Unsaturation,"-22.894 [-29.506,-16.282]",2.680e-06,***,Degree of Unsaturation
XXL-VLDL-FC%,"-23.154 [-29.411,-16.897]",9.597e-08,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,"-23.987 [-30.335,-17.639]",3.062e-08,***,Average Diameter for LDL Particles
L-HDL-C%,"-25.679 [-32.657,-18.700]",1.297e-07,***,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-TG,"-26.127 [-32.488,-19.766]",1.980e-10,***,Triglycerides in Large HDL
M-HDL-C%,"-26.831 [-33.517,-20.145]",8.742e-10,***,Cholesterol to Total-Lipids in Medium HDL percentage
Total-PL,"-26.893 [-33.391,-20.395]",1.195e-10,***,Total-Phospholipids in Lipoprotein Particles
Gly,"-28.290 [-34.567,-22.013]",2.475e-13,***,Glycine
SM,"-28.976 [-35.439,-22.512]",3.772e-13,***,Sphingomyelins
Cholines,"-33.197 [-39.684,-26.711]",2.843e-18,***,Total-Cholines
Phosphoglyc,"-33.247 [-39.719,-26.774]",1.964e-18,***,Phosphoglycerides
Total-P,"-33.751 [-40.189,-27.313]",2.348e-19,***,Total-Concentration of Lipoprotein Particles
PC,"-35.230 [-41.715,-28.744]",4.746e-21,***,Phosphatidylcholines
XL-HDL-FC,"-36.239 [-42.648,-29.830]",4.136e-23,***,Free Cholesterol in Very Large HDL
L-HDL-FC%,"-36.512 [-43.114,-29.911]",5.859e-22,***,Free Cholesterol to Total-Lipids in Large HDL percentage
HDL-P,"-36.557 [-42.986,-30.129]",2.026e-23,***,Concentration of HDL Particles
S-HDL-PL%,"-39.326 [-45.546,-33.107]",8.488e-30,***,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-P,"-43.306 [-49.736,-36.876]",2.792e-34,***,Concentration of Very Large HDL Particles
XL-HDL-PL%,"-44.063 [-50.446,-37.680]",3.458e-36,***,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-C,"-44.501 [-50.973,-38.029]",7.033e-36,***,Cholesterol in Very Large HDL
M-HDL-PL,"-45.047 [-51.447,-38.647]",9.251e-38,***,Phospholipids in Medium HDL
M-HDL-P,"-45.601 [-52.012,-39.189]",1.263e-38,***,Concentration of Medium HDL Particles
XL-HDL-CE,"-45.948 [-52.430,-39.467]",2.374e-38,***,Cholesteryl Esters in Very Large HDL
M-HDL-L,"-46.070 [-52.483,-39.657]",1.780e-39,***,Total-Lipids in Medium HDL
ApoA1,"-46.157 [-52.588,-39.726]",2.113e-39,***,Apolipoprotein A1
XL-HDL-L,"-46.294 [-52.712,-39.875]",8.080e-40,***,Total-Lipids in Very Large HDL
M-HDL-CE,"-46.397 [-52.837,-39.958]",9.799e-40,***,Cholesteryl Esters in Medium HDL
XL-HDL-PL,"-46.981 [-53.356,-40.606]",1.014e-41,***,Phospholipids in Very Large HDL
M-HDL-C,"-47.126 [-53.561,-40.691]",3.711e-41,***,Cholesterol in Medium HDL
M-HDL-FC,"-47.945 [-54.348,-41.543]",3.448e-43,***,Free Cholesterol in Medium HDL
M-HDL-FC%,"-49.358 [-55.920,-42.797]",1.328e-43,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-CE,"-50.449 [-56.950,-43.949]",1.248e-46,***,Cholesteryl Esters in HDL
HDL-PL,"-51.270 [-57.656,-44.884]",3.965e-50,***,Phospholipids in HDL
HDL-C,"-51.410 [-57.898,-44.921]",9.540e-49,***,HDL Cholesterol
HDL-FC,"-51.444 [-57.858,-45.030]",5.005e-50,***,Free Cholesterol in HDL
HDL-L,"-51.536 [-57.961,-45.111]",4.829e-50,***,Total-Lipids in HDL
L-HDL-P,"-51.938 [-58.389,-45.487]",1.946e-50,***,Concentration of Large HDL Particles
L-HDL-CE,"-52.257 [-58.767,-45.746]",4.126e-50,***,Cholesteryl Esters in Large HDL
L-HDL-C,"-53.095 [-59.592,-46.598]",4.553e-52,***,Cholesterol in Large HDL
L-HDL-FC,"-53.138 [-59.549,-46.727]",1.204e-53,***,Free Cholesterol in Large HDL
HDL-size,"-53.406 [-59.818,-46.995]",3.278e-54,***,Average Diameter for HDL Particles
L-HDL-L,"-55.572 [-62.021,-49.123]",3.057e-58,***,Total-Lipids in Large HDL
L-HDL-PL,"-55.724 [-62.117,-49.332]",1.137e-59,***,Phospholipids in Large HDL
