Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"0.040 [0.032,0.047]",6.388e-21,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,"0.037 [0.030,0.045]",1.332e-19,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Creatinine,"0.036 [0.028,0.044]",3.698e-13,***,Creatinine
PUFA%,"0.032 [0.024,0.039]",2.054e-12,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-TG%,"0.025 [0.019,0.032]",4.192e-08,***,Triglycerides to Total-Lipids in Large VLDL percentage
Leu,"0.025 [0.018,0.032]",1.532e-07,***,Leucine
Sc-ala,"0.025 [0.018,0.032]",1.110e-07,***,Spectrometer-corrected alanine
Unsaturation,"0.025 [0.017,0.032]",5.161e-06,***,Degree of Unsaturation
Omega-3%,"0.024 [0.017,0.031]",3.042e-06,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Val,"0.023 [0.016,0.030]",7.594e-05,***,Valine
Omega-6%,"0.022 [0.015,0.029]",2.681e-04,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,"0.020 [0.013,0.027]",0.003,**,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-FC%,"0.020 [0.013,0.027]",0.005,**,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,"0.020 [0.013,0.027]",0.003,**,Phospholipids to Total-Lipids in Small LDL percentage
M-VLDL-TG%,"0.020 [0.013,0.027]",0.016,*,Triglycerides to Total-Lipids in Medium VLDL percentage
Ala,"0.019 [0.012,0.026]",0.017,*,Alanine
L-VLDL-L,"-0.019 [-0.026,-0.012]",0.021,*,Total-Lipids in Large VLDL
VLDL-TG,"-0.019 [-0.026,-0.012]",0.022,*,Triglycerides in VLDL
M-VLDL-CE%,"-0.020 [-0.027,-0.012]",0.023,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,"-0.020 [-0.027,-0.013]",0.013,*,Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-FC,"-0.020 [-0.027,-0.013]",0.001,**,Free Cholesterol in Small LDL
Total-TG,"-0.020 [-0.027,-0.013]",0.004,**,Total-Triglycerides
L-HDL-FC%,"-0.020 [-0.028,-0.013]",0.008,**,Free Cholesterol to Total-Lipids in Large HDL percentage
L-VLDL-C%,"-0.020 [-0.027,-0.013]",0.002,**,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-P,"-0.021 [-0.028,-0.014]",0.002,**,Concentration of Large VLDL Particles
S-VLDL-C%,"-0.021 [-0.028,-0.014]",0.001,**,Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-TG,"-0.021 [-0.028,-0.014]",8.061e-04,***,Triglycerides in Very Small VLDL
XL-VLDL-P,"-0.021 [-0.028,-0.014]",0.002,**,Concentration of Very Large VLDL Particles
L-VLDL-PL,"-0.022 [-0.029,-0.014]",5.036e-04,***,Phospholipids in Large VLDL
XL-VLDL-L,"-0.022 [-0.029,-0.014]",6.276e-04,***,Total-Lipids in Very Large VLDL
Phosphoglyc,"-0.022 [-0.029,-0.015]",5.770e-04,***,Phosphoglycerides
Pyruvate,"-0.022 [-0.030,-0.014]",0.010,*,Pyruvate
M-LDL-FC,"-0.022 [-0.029,-0.015]",3.073e-05,***,Free Cholesterol in Medium LDL
XXL-VLDL-P,"-0.022 [-0.029,-0.015]",1.115e-04,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
M-LDL-TG,"-0.023 [-0.030,-0.016]",2.227e-05,***,Triglycerides in Medium LDL
M-VLDL-FC%,"-0.023 [-0.030,-0.016]",5.839e-05,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XXL-VLDL-TG,"-0.023 [-0.030,-0.016]",4.223e-05,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-HDL-TG,"-0.023 [-0.030,-0.017]",4.371e-06,***,Triglycerides in Very Large HDL
L-LDL-TG,"-0.023 [-0.030,-0.017]",5.544e-06,***,Triglycerides in Large LDL
S-VLDL-CE%,"-0.023 [-0.030,-0.017]",4.404e-06,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-VLDL-PL%,"-0.023 [-0.031,-0.016]",2.882e-05,***,Phospholipids to Total-Lipids in Large VLDL percentage
IDL-TG,"-0.023 [-0.030,-0.017]",4.883e-06,***,Triglycerides in IDL
L-VLDL-FC,"-0.023 [-0.031,-0.016]",1.354e-05,***,Free Cholesterol in Large VLDL
LDL-TG,"-0.024 [-0.030,-0.017]",4.322e-06,***,Triglycerides in LDL
Cholines,"-0.024 [-0.031,-0.017]",1.992e-05,***,Total-Cholines
S-LDL-TG,"-0.024 [-0.031,-0.017]",2.911e-06,***,Triglycerides in Small LDL
Acetoacetate,"-0.024 [-0.031,-0.017]",7.417e-07,***,Acetoacetate
PUFA,"-0.024 [-0.031,-0.017]",2.104e-06,***,Polyunsaturated Fatty Acids
XXL-VLDL-PL,"-0.024 [-0.031,-0.017]",4.935e-06,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-PL,"-0.025 [-0.032,-0.017]",2.207e-06,***,Phospholipids in Very Large VLDL
LDL-FC,"-0.025 [-0.031,-0.018]",3.313e-07,***,Free Cholesterol in LDL
L-LDL-CE,"-0.025 [-0.031,-0.018]",2.881e-07,***,Cholesteryl Esters in Large LDL
Gly,"-0.025 [-0.032,-0.018]",3.766e-06,***,Glycine
