Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"19.663 [19.354,19.971]",0.000e+00,***,Creatinine
XL-HDL-TG%,"12.467 [12.178,12.757]",0.000e+00,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-LDL-TG,"12.349 [12.076,12.622]",0.000e+00,***,Triglycerides in Medium LDL
LDL-TG,"11.952 [11.679,12.224]",0.000e+00,***,Triglycerides in LDL
S-HDL-TG,"11.893 [11.614,12.173]",0.000e+00,***,Triglycerides in Small HDL
L-LDL-TG,"11.637 [11.365,11.909]",0.000e+00,***,Triglycerides in Large LDL
MUFA%,"11.525 [11.234,11.816]",0.000e+00,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG,"11.450 [11.176,11.725]",0.000e+00,***,Triglycerides in Small LDL
MUFA,"11.399 [11.124,11.674]",0.000e+00,***,Monounsaturated Fatty Acids
GlycA,"10.777 [10.491,11.062]",0.000e+00,***,Glycoprotein Acetyls
Total-TG,"10.745 [10.466,11.024]",0.000e+00,***,Total-Triglycerides
XL-VLDL-TG,"10.743 [10.460,11.026]",0.000e+00,***,Triglycerides in Very Large VLDL
XL-VLDL-P,"10.741 [10.460,11.023]",0.000e+00,***,Concentration of Very Large VLDL Particles
XL-VLDL-L,"10.590 [10.308,10.872]",0.000e+00,***,Total-Lipids in Very Large VLDL
XS-VLDL-TG,"10.568 [10.294,10.841]",0.000e+00,***,Triglycerides in Very Small VLDL
S-VLDL-TG,"10.465 [10.189,10.741]",0.000e+00,***,Triglycerides in Small VLDL
VLDL-TG,"10.423 [10.142,10.704]",0.000e+00,***,Triglycerides in VLDL
IDL-TG,"10.368 [10.094,10.641]",0.000e+00,***,Triglycerides in IDL
TG/PG,"10.367 [10.071,10.663]",0.000e+00,***,Triglycerides to Phosphoglycerides ratio
L-VLDL-PL,"10.344 [10.064,10.624]",0.000e+00,***,Phospholipids in Large VLDL
XXL-VLDL-PL,"10.336 [10.055,10.618]",0.000e+00,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"10.322 [10.042,10.603]",0.000e+00,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-PL,"10.278 [9.997,10.559]",0.000e+00,***,Phospholipids in Very Large VLDL
XXL-VLDL-CE,"10.271 [9.991,10.551]",0.000e+00,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-VLDL-FC,"10.267 [9.988,10.547]",0.000e+00,***,Free Cholesterol in Large VLDL
L-VLDL-P,"10.227 [9.948,10.506]",0.000e+00,***,Concentration of Large VLDL Particles
XXL-VLDL-P,"10.225 [9.943,10.506]",0.000e+00,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-FC,"10.185 [9.905,10.465]",0.000e+00,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-FC,"9.973 [9.694,10.252]",0.000e+00,***,Free Cholesterol in Very Large VLDL
XXL-VLDL-L,"9.908 [9.626,10.191]",0.000e+00,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
Val,"9.820 [9.536,10.104]",0.000e+00,***,Valine
L-VLDL-L,"9.780 [9.500,10.059]",0.000e+00,***,Total-Lipids in Large VLDL
SFA,"9.739 [9.466,10.012]",0.000e+00,***,Saturated Fatty Acids
Total-FA,"9.730 [9.458,10.003]",0.000e+00,***,Total-Fatty Acids
VLDL-size,"9.712 [9.419,10.006]",0.000e+00,***,Average Diameter for VLDL Particles
M-VLDL-TG,"9.664 [9.388,9.941]",0.000e+00,***,Triglycerides in Medium VLDL
L-VLDL-TG,"9.541 [9.261,9.822]",0.000e+00,***,Triglycerides in Large VLDL
VLDL-L,"9.476 [9.200,9.752]",0.000e+00,***,Total-Lipids in VLDL
XXL-VLDL-TG,"9.466 [9.183,9.748]",0.000e+00,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-C,"9.444 [9.167,9.721]",0.000e+00,***,Cholesterol in Very Large VLDL
L-HDL-TG%,"9.423 [9.135,9.711]",0.000e+00,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,"9.315 [9.027,9.602]",0.000e+00,***,Triglycerides to Total-Lipids in Small HDL percentage
Total-BCAA,"9.306 [9.024,9.588]",0.000e+00,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XS-VLDL-TG%,"9.224 [8.939,9.508]",0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-P,"9.180 [8.907,9.452]",0.000e+00,***,Concentration of Small VLDL Particles
L-VLDL-C,"9.039 [8.763,9.315]",0.000e+00,***,Cholesterol in Large VLDL
S-VLDL-L,"9.017 [8.745,9.289]",0.000e+00,***,Total-Lipids in Small VLDL
VLDL-PL,"8.995 [8.721,9.268]",0.000e+00,***,Phospholipids in VLDL
XL-VLDL-CE,"8.637 [8.362,8.912]",0.000e+00,***,Cholesteryl Esters in Very Large VLDL
L-HDL-PL%,"8.459 [8.166,8.752]",0.000e+00,***,Phospholipids to Total-Lipids in Large HDL percentage
IDL-TG%,"8.434 [8.151,8.716]",0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
HDL-TG,"8.269 [7.995,8.543]",0.000e+00,***,Triglycerides in HDL
S-HDL-L,"8.265 [7.992,8.537]",0.000e+00,***,Total-Lipids in Small HDL
Leu,"8.217 [7.936,8.499]",0.000e+00,***,Leucine
VLDL-FC,"8.216 [7.944,8.488]",0.000e+00,***,Free Cholesterol in VLDL
S-LDL-TG%,"8.120 [7.841,8.399]",0.000e+00,***,Triglycerides to Total-Lipids in Small LDL percentage
VLDL-P,"8.083 [7.812,8.355]",0.000e+00,***,Concentration of VLDL Particles
L-VLDL-PL%,"8.053 [7.771,8.336]",0.000e+00,***,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-TG%,"8.015 [7.731,8.299]",0.000e+00,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-LDL-TG%,"7.939 [7.658,8.219]",0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-FC,"7.930 [7.654,8.205]",0.000e+00,***,Free Cholesterol in Small HDL
M-HDL-TG,"7.928 [7.654,8.202]",0.000e+00,***,Triglycerides in Medium HDL
S-HDL-PL,"7.774 [7.500,8.048]",0.000e+00,***,Phospholipids in Small HDL
Ile,"7.697 [7.421,7.973]",0.000e+00,***,Isoleucine
M-VLDL-L,"7.600 [7.328,7.871]",0.000e+00,***,Total-Lipids in Medium VLDL
L-VLDL-CE,"7.588 [7.315,7.861]",0.000e+00,***,Cholesteryl Esters in Large VLDL
S-HDL-P,"7.523 [7.252,7.794]",0.000e+00,***,Concentration of Small HDL Particles
Omega-3,"7.455 [7.175,7.734]",0.000e+00,***,Omega-3 Fatty Acids
S-VLDL-PL,"7.308 [7.038,7.578]",0.000e+00,***,Phospholipids in Small VLDL
M-LDL-CE,"7.235 [6.965,7.505]",0.000e+00,***,Cholesteryl Esters in Medium LDL
M-LDL-L,"7.023 [6.754,7.293]",0.000e+00,***,Total-Lipids in Medium LDL
S-VLDL-CE,"6.992 [6.721,7.262]",0.000e+00,***,Cholesteryl Esters in Small VLDL
S-LDL-CE,"6.962 [6.692,7.231]",0.000e+00,***,Cholesteryl Esters in Small LDL
XL-HDL-FC%,"6.954 [6.636,7.272]",0.000e+00,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-PL,"6.833 [6.563,7.102]",0.000e+00,***,Phospholipids in Medium LDL
S-LDL-CE%,"6.755 [6.484,7.027]",0.000e+00,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-P,"6.754 [6.484,7.025]",0.000e+00,***,Concentration of Medium VLDL Particles
M-LDL-TG%,"6.737 [6.461,7.014]",0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,"6.693 [6.422,6.964]",0.000e+00,***,VLDL Cholesterol
S-HDL-C,"6.669 [6.397,6.940]",0.000e+00,***,Cholesterol in Small HDL
Total-L,"6.641 [6.367,6.915]",0.000e+00,***,Total-Lipids in Lipoprotein Particles
PUFA,"6.609 [6.332,6.886]",0.000e+00,***,Polyunsaturated Fatty Acids
S-VLDL-C,"6.523 [6.252,6.793]",0.000e+00,***,Cholesterol in Small VLDL
M-VLDL-TG%,"6.458 [6.171,6.746]",0.000e+00,***,Triglycerides to Total-Lipids in Medium VLDL percentage
