Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.22 [1.21-1.23],0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.21 [1.20-1.22],0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.21 [1.20-1.22],0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.20 [1.19-1.21],0.000e+00,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.19 [1.18-1.20],0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.17 [1.16-1.18],1.002e-254,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-HDL-PL%,1.16 [1.15-1.17],4.673e-248,***,Phospholipids to Total-Lipids in Large HDL percentage
S-VLDL-TG%,1.16 [1.15-1.17],2.115e-225,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.15 [1.14-1.16],3.233e-250,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.15 [1.14-1.16],1.864e-194,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.14 [1.13-1.15],8.064e-181,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,1.14 [1.13-1.15],1.802e-188,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-TG%,1.13 [1.12-1.14],1.610e-161,***,Triglycerides to Total-Lipids in Very Large HDL percentage
GlycA,1.13 [1.12-1.14],5.746e-141,***,Glycoprotein Acetyls
TG/PG,1.12 [1.11-1.13],1.345e-139,***,Triglycerides to Phosphoglycerides ratio
L-HDL-TG%,1.12 [1.11-1.13],1.093e-141,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-VLDL-TG%,1.12 [1.11-1.13],4.946e-113,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-HDL-TG%,1.12 [1.11-1.13],7.478e-128,***,Triglycerides to Total-Lipids in Medium HDL percentage
Glu-lactate,1.11 [1.10-1.12],1.241e-124,***,Glucose-lactate
S-HDL-TG,1.11 [1.10-1.12],1.058e-126,***,Triglycerides in Small HDL
XS-VLDL-TG,1.10 [1.09-1.11],1.403e-115,***,Triglycerides in Very Small VLDL
IDL-PL%,1.10 [1.09-1.11],3.666e-104,***,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-FC%,1.10 [1.09-1.11],2.333e-73,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-TG,1.09 [1.08-1.10],2.071e-99,***,Triglycerides in Medium LDL
S-VLDL-TG,1.09 [1.08-1.10],6.343e-90,***,Triglycerides in Small VLDL
LDL-TG,1.09 [1.08-1.10],4.264e-93,***,Triglycerides in LDL
L-LDL-TG,1.09 [1.08-1.10],1.415e-89,***,Triglycerides in Large LDL
L-VLDL-PL%,1.09 [1.08-1.10],4.404e-62,***,Phospholipids to Total-Lipids in Large VLDL percentage
IDL-TG,1.09 [1.08-1.10],2.475e-86,***,Triglycerides in IDL
S-LDL-TG,1.08 [1.08-1.09],5.463e-82,***,Triglycerides in Small LDL
XL-VLDL-TG,1.08 [1.07-1.09],2.799e-72,***,Triglycerides in Very Large VLDL
XXL-VLDL-PL%,1.08 [1.07-1.09],1.069e-58,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu,1.08 [1.07-1.09],9.021e-59,***,Glucose
Total-TG,1.08 [1.07-1.09],1.804e-62,***,Total-Triglycerides
VLDL-size,1.07 [1.06-1.08],1.602e-47,***,Average Diameter for VLDL Particles
VLDL-TG,1.07 [1.06-1.08],4.082e-54,***,Triglycerides in VLDL
XL-VLDL-P,1.07 [1.06-1.08],1.287e-56,***,Concentration of Very Large VLDL Particles
HDL-TG,1.07 [1.06-1.08],1.990e-57,***,Triglycerides in HDL
XXL-VLDL-P,1.07 [1.06-1.08],2.181e-57,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-PL,1.07 [1.06-1.08],1.433e-56,***,Phospholipids in Chylomicrons and Extremely Large VLDL
Ala,1.07 [1.06-1.08],5.064e-33,***,Alanine
XL-VLDL-L,1.07 [1.06-1.08],2.338e-49,***,Total-Lipids in Very Large VLDL
M-HDL-TG,1.07 [1.06-1.08],6.252e-49,***,Triglycerides in Medium HDL
L-VLDL-PL,1.07 [1.06-1.08],4.159e-46,***,Phospholipids in Large VLDL
XXL-VLDL-L,1.07 [1.06-1.08],7.756e-47,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,1.07 [1.06-1.07],3.403e-47,***,Triglycerides in Chylomicrons and Extremely Large VLDL
L-VLDL-TG,1.06 [1.05-1.07],1.161e-42,***,Triglycerides in Large VLDL
XXL-VLDL-FC,1.06 [1.06-1.07],1.328e-44,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-P,1.06 [1.05-1.07],2.178e-42,***,Concentration of Large VLDL Particles
XL-VLDL-PL,1.06 [1.05-1.07],8.368e-40,***,Phospholipids in Very Large VLDL
MUFA,1.06 [1.05-1.07],3.362e-36,***,Monounsaturated Fatty Acids
XXL-VLDL-C,1.06 [1.05-1.07],4.404e-37,***,Cholesterol in Chylomicrons and Extremely Large VLDL
Sc-ala,1.06 [1.05-1.07],5.699e-34,***,Spectrometer-corrected alanine
L-VLDL-L,1.06 [1.05-1.07],1.519e-32,***,Total-Lipids in Large VLDL
L-VLDL-FC,1.06 [1.05-1.07],1.692e-32,***,Free Cholesterol in Large VLDL
M-VLDL-TG,1.06 [1.05-1.06],6.866e-32,***,Triglycerides in Medium VLDL
XXL-VLDL-CE,1.05 [1.05-1.06],1.136e-30,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-VLDL-FC,1.05 [1.04-1.06],1.027e-29,***,Free Cholesterol in Very Large VLDL
Creatinine,1.05 [1.04-1.06],6.482e-15,***,Creatinine
XL-HDL-TG,1.05 [1.04-1.05],2.072e-22,***,Triglycerides in Very Large HDL
Lactate,1.04 [1.03-1.05],1.964e-17,***,Lactate
Val,1.04 [1.03-1.05],4.117e-15,***,Valine
S-VLDL-P,1.04 [1.03-1.05],1.253e-16,***,Concentration of Small VLDL Particles
Total-BCAA,1.04 [1.03-1.05],1.653e-13,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-VLDL-TG%,1.04 [1.03-1.05],5.768e-12,***,Triglycerides to Total-Lipids in Large VLDL percentage
Ile,1.04 [1.03-1.05],3.045e-12,***,Isoleucine
L-VLDL-C,1.04 [1.03-1.04],9.573e-11,***,Cholesterol in Large VLDL
XL-VLDL-C,1.03 [1.03-1.04],6.037e-10,***,Cholesterol in Very Large VLDL
S-LDL-PL%,1.03 [1.02-1.04],6.871e-08,***,Phospholipids to Total-Lipids in Small LDL percentage
Leu,1.03 [1.02-1.04],1.048e-08,***,Leucine
VLDL-L,1.03 [1.02-1.04],2.061e-08,***,Total-Lipids in VLDL
SFA%,1.03 [1.02-1.04],1.680e-08,***,Saturated Fatty Acids to Total-Fatty Acids percentage
Phe,1.03 [1.02-1.04],7.957e-08,***,Phenylalanine
Pyruvate,1.03 [1.02-1.04],3.218e-07,***,Pyruvate
S-VLDL-L,1.03 [1.02-1.04],4.692e-06,***,Total-Lipids in Small VLDL
Tyr,1.03 [1.02-1.03],7.237e-04,***,Tyrosine
Omega-3,1.03 [1.02-1.03],0.001,**,Omega-3 Fatty Acids
S-HDL-PL%,1.02 [1.01-1.03],0.040,*,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-TG,1.02 [1.01-1.03],0.033,*,Triglycerides in Large HDL
VLDL-PL,1.02 [1.01-1.03],0.046,*,Phospholipids in VLDL
DHA%,0.98 [0.97-0.98],0.003,**,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-VLDL-PL,0.97 [0.97-0.98],4.103e-04,***,Phospholipids in Medium VLDL
VLDL-C,0.97 [0.97-0.98],1.623e-04,***,VLDL Cholesterol
His,0.97 [0.96-0.98],3.715e-06,***,Histidine
XS-VLDL-FC,0.97 [0.96-0.98],7.045e-07,***,Free Cholesterol in Very Small VLDL
M-LDL-CE%,0.97 [0.96-0.98],6.346e-08,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Gln,0.97 [0.96-0.98],1.017e-07,***,Glutamine
S-HDL-FC%,0.97 [0.96-0.98],3.224e-07,***,Free Cholesterol to Total-Lipids in Small HDL percentage
Gly,0.97 [0.96-0.98],2.091e-07,***,Glycine
Albumin,0.97 [0.96-0.98],2.301e-09,***,Albumin
S-HDL-P,0.97 [0.96-0.97],1.235e-09,***,Concentration of Small HDL Particles
Acetate,0.96 [0.96-0.97],3.689e-12,***,Acetate
S-VLDL-FC,0.96 [0.96-0.97],9.976e-13,***,Free Cholesterol in Small VLDL
S-LDL-P,0.96 [0.96-0.97],6.804e-13,***,Concentration of Small LDL Particles
XXL-VLDL-FC%,0.96 [0.95-0.97],4.776e-12,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL,0.96 [0.95-0.97],1.924e-15,***,Phospholipids in Small LDL
M-HDL-PL,0.96 [0.95-0.97],1.050e-12,***,Phospholipids in Medium HDL
M-VLDL-FC,0.96 [0.95-0.97],4.945e-17,***,Free Cholesterol in Medium VLDL
PUFA,0.96 [0.95-0.97],3.987e-16,***,Polyunsaturated Fatty Acids
S-HDL-C,0.96 [0.95-0.97],4.046e-17,***,Cholesterol in Small HDL
VLDL-CE,0.96 [0.95-0.97],2.903e-19,***,Cholesteryl Esters in VLDL
S-LDL-CE,0.96 [0.95-0.96],9.845e-20,***,Cholesteryl Esters in Small LDL
S-LDL-L,0.96 [0.95-0.96],4.222e-20,***,Total-Lipids in Small LDL
M-LDL-PL,0.96 [0.95-0.96],7.298e-20,***,Phospholipids in Medium LDL
LDL-size,0.96 [0.95-0.96],6.088e-20,***,Average Diameter for LDL Particles
XL-VLDL-PL%,0.96 [0.95-0.96],1.049e-20,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-LDL-CE,0.96 [0.95-0.96],1.432e-20,***,Cholesteryl Esters in Medium LDL
S-LDL-CE%,0.95 [0.95-0.96],1.125e-20,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Phosphoglyc,0.95 [0.94-0.96],1.583e-21,***,Phosphoglycerides
M-LDL-L,0.95 [0.94-0.96],9.372e-25,***,Total-Lipids in Medium LDL
M-LDL-P,0.95 [0.94-0.96],4.621e-25,***,Concentration of Medium LDL Particles
S-HDL-CE,0.95 [0.94-0.96],3.208e-24,***,Cholesteryl Esters in Small HDL
LDL-P,0.95 [0.94-0.96],1.140e-26,***,Concentration of LDL Particles
Omega-6/Omega-3,0.95 [0.94-0.96],1.251e-25,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-P,0.95 [0.94-0.96],4.903e-28,***,Concentration of Large LDL Particles
XL-HDL-PL%,0.95 [0.94-0.96],4.351e-27,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-L,0.95 [0.94-0.95],5.125e-28,***,Total-Lipids in Medium HDL
Total-L,0.95 [0.94-0.95],2.605e-32,***,Total-Lipids in Lipoprotein Particles
XXL-VLDL-C%,0.95 [0.94-0.95],4.347e-29,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6,0.94 [0.94-0.95],1.366e-32,***,Omega-6 Fatty Acids
S-LDL-C,0.94 [0.94-0.95],2.578e-35,***,Cholesterol in Small LDL
M-LDL-C,0.94 [0.94-0.95],3.708e-36,***,Cholesterol in Medium LDL
XXL-VLDL-CE%,0.94 [0.93-0.95],1.938e-31,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
ApoB,0.94 [0.93-0.95],1.377e-41,***,Apolipoprotein B
PC,0.94 [0.93-0.95],5.399e-37,***,Phosphatidylcholines
Unsaturation,0.94 [0.93-0.94],9.348e-43,***,Degree of Unsaturation
HDL-PL,0.93 [0.92-0.94],2.171e-41,***,Phospholipids in HDL
Cholines,0.93 [0.92-0.94],2.961e-46,***,Total-Cholines
M-HDL-P,0.93 [0.92-0.94],8.138e-44,***,Concentration of Medium HDL Particles
Total-PL,0.93 [0.92-0.94],4.450e-49,***,Total-Phospholipids in Lipoprotein Particles
LDL-CE,0.93 [0.92-0.94],1.038e-55,***,Cholesteryl Esters in LDL
L-LDL-PL%,0.93 [0.92-0.94],2.951e-61,***,Phospholipids to Total-Lipids in Large LDL percentage
M-HDL-FC,0.93 [0.92-0.94],3.215e-49,***,Free Cholesterol in Medium HDL
LDL-L,0.93 [0.92-0.94],7.851e-62,***,Total-Lipids in LDL
LDL-PL,0.93 [0.92-0.94],1.777e-62,***,Phospholipids in LDL
LA,0.93 [0.92-0.93],5.498e-63,***,Linoleic Acid
XS-VLDL-C,0.93 [0.92-0.93],1.395e-61,***,Cholesterol in Very Small VLDL
ApoA1,0.92 [0.92-0.93],1.482e-56,***,Apolipoprotein A1
HDL-P,0.92 [0.92-0.93],1.505e-59,***,Concentration of HDL Particles
L-LDL-CE,0.92 [0.92-0.93],4.958e-69,***,Cholesteryl Esters in Large LDL
M-VLDL-C,0.92 [0.91-0.93],2.245e-73,***,Cholesterol in Medium VLDL
S-LDL-FC,0.92 [0.91-0.93],3.630e-76,***,Free Cholesterol in Small LDL
Remnant-C,0.92 [0.91-0.93],1.031e-77,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC,0.92 [0.91-0.93],1.239e-76,***,Free Cholesterol in Medium LDL
M-HDL-C,0.92 [0.91-0.93],2.089e-64,***,Cholesterol in Medium HDL
LDL-C,0.92 [0.91-0.93],5.867e-78,***,LDL Cholesterol
M-HDL-CE,0.92 [0.91-0.93],2.404e-66,***,Cholesteryl Esters in Medium HDL
XL-HDL-CE%,0.92 [0.91-0.93],9.124e-86,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-LDL-L,0.92 [0.91-0.93],1.559e-79,***,Total-Lipids in Large LDL
Total-P,0.92 [0.91-0.93],1.102e-69,***,Total-Concentration of Lipoprotein Particles
Non-HDL-C,0.92 [0.91-0.92],9.568e-87,***,Total-Cholesterol Minus HDL-C
HDL-L,0.92 [0.91-0.92],8.274e-68,***,Total-Lipids in HDL
S-HDL-CE%,0.92 [0.91-0.92],1.564e-93,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
IDL-P,0.91 [0.91-0.92],8.553e-92,***,Concentration of IDL Particles
L-HDL-FC%,0.91 [0.91-0.92],2.093e-96,***,Free Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-C,0.91 [0.90-0.92],1.028e-92,***,Cholesterol in Large LDL
L-VLDL-C%,0.91 [0.90-0.92],9.843e-93,***,Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-PL,0.91 [0.90-0.92],9.515e-95,***,Phospholipids in Large LDL
XS-VLDL-CE,0.91 [0.90-0.92],1.522e-92,***,Cholesteryl Esters in Very Small VLDL
SM,0.91 [0.90-0.92],1.522e-85,***,Sphingomyelins
Total-FC,0.91 [0.90-0.92],6.548e-99,***,Total-Free Cholesterol
IDL-PL,0.91 [0.90-0.92],1.776e-98,***,Phospholipids in IDL
S-HDL-C%,0.91 [0.90-0.92],1.305e-111,***,Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-FC%,0.90 [0.90-0.91],4.075e-137,***,Free Cholesterol to Total-Lipids in Small LDL percentage
HDL-FC,0.90 [0.89-0.91],5.124e-85,***,Free Cholesterol in HDL
L-HDL-PL,0.90 [0.89-0.91],8.882e-86,***,Phospholipids in Large HDL
M-VLDL-CE,0.90 [0.89-0.91],2.207e-122,***,Cholesteryl Esters in Medium VLDL
Clinical LDL-C,0.90 [0.89-0.91],1.322e-125,***,Clinical LDL Cholesterol
LDL-FC,0.90 [0.89-0.91],2.893e-123,***,Free Cholesterol in LDL
HDL-size,0.90 [0.89-0.91],1.745e-86,***,Average Diameter for HDL Particles
XL-HDL-FC,0.90 [0.89-0.91],3.307e-97,***,Free Cholesterol in Very Large HDL
M-HDL-CE%,0.90 [0.89-0.91],8.076e-136,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
PUFA%,0.90 [0.89-0.91],1.044e-129,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-PL,0.90 [0.89-0.91],1.139e-89,***,Phospholipids in Very Large HDL
S-VLDL-CE%,0.90 [0.89-0.90],1.051e-149,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XS-VLDL-FC%,0.90 [0.89-0.90],1.036e-163,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-C,0.89 [0.89-0.90],2.478e-136,***,Total-Cholesterol
L-LDL-FC,0.89 [0.89-0.90],1.439e-140,***,Free Cholesterol in Large LDL
IDL-FC%,0.89 [0.89-0.90],4.203e-160,***,Free Cholesterol to Total-Lipids in IDL percentage
IDL-L,0.89 [0.89-0.90],1.477e-140,***,Total-Lipids in IDL
XL-HDL-P,0.89 [0.88-0.90],2.076e-100,***,Concentration of Very Large HDL Particles
XL-VLDL-FC%,0.89 [0.88-0.90],2.350e-130,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Total-CE,0.89 [0.88-0.90],3.194e-144,***,Total-Esterified Cholesterol
Omega-6%,0.89 [0.88-0.90],1.206e-158,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-L,0.89 [0.88-0.90],6.772e-107,***,Total-Lipids in Very Large HDL
M-HDL-FC%,0.89 [0.88-0.90],1.089e-129,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-CE%,0.89 [0.88-0.89],3.094e-153,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-HDL-L,0.89 [0.88-0.89],1.746e-116,***,Total-Lipids in Large HDL
M-HDL-C%,0.89 [0.88-0.89],1.151e-169,***,Cholesterol to Total-Lipids in Medium HDL percentage
IDL-FC,0.89 [0.88-0.89],8.945e-163,***,Free Cholesterol in IDL
M-LDL-FC%,0.88 [0.88-0.89],2.801e-182,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.88 [0.88-0.89],5.717e-132,***,HDL Cholesterol
L-HDL-FC,0.88 [0.87-0.89],6.748e-117,***,Free Cholesterol in Large HDL
HDL-CE,0.88 [0.87-0.89],5.289e-141,***,Cholesteryl Esters in HDL
PUFA/MUFA,0.88 [0.87-0.89],3.571e-168,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
