Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.31 [1.28-1.35],1.284e-82,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.29 [1.25-1.32],5.710e-71,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.28 [1.25-1.31],1.767e-71,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.25 [1.21-1.28],1.268e-46,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.24 [1.21-1.28],6.229e-53,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,1.24 [1.21-1.28],4.119e-46,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.24 [1.21-1.28],3.995e-50,***,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,1.23 [1.19-1.26],5.993e-37,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,1.22 [1.18-1.25],9.198e-35,***,Triglycerides to Total-Lipids in Small HDL percentage
S-VLDL-TG%,1.20 [1.17-1.24],4.830e-30,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-HDL-TG%,1.20 [1.16-1.23],1.766e-28,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,1.20 [1.16-1.23],2.482e-28,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL%,1.19 [1.16-1.23],2.886e-27,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-TG%,1.19 [1.16-1.23],4.263e-28,***,Triglycerides to Total-Lipids in Large HDL percentage
L-VLDL-PL%,1.18 [1.14-1.22],3.729e-17,***,Phospholipids to Total-Lipids in Large VLDL percentage
SFA%,1.18 [1.15-1.22],2.917e-28,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-TG%,1.18 [1.14-1.21],1.188e-23,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-VLDL-TG%,1.17 [1.14-1.21],3.104e-16,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-TG,1.17 [1.14-1.20],4.525e-24,***,Triglycerides in Small HDL
TG/PG,1.16 [1.12-1.19],1.146e-17,***,Triglycerides to Phosphoglycerides ratio
M-HDL-TG,1.15 [1.12-1.18],5.406e-20,***,Triglycerides in Medium HDL
HDL-TG,1.15 [1.12-1.18],4.949e-19,***,Triglycerides in HDL
Tyr,1.14 [1.11-1.17],9.057e-17,***,Tyrosine
S-HDL-PL%,1.14 [1.11-1.17],1.047e-13,***,Phospholipids to Total-Lipids in Small HDL percentage
XS-VLDL-TG,1.14 [1.11-1.17],5.741e-18,***,Triglycerides in Very Small VLDL
IDL-TG,1.13 [1.10-1.16],2.116e-14,***,Triglycerides in IDL
XXL-VLDL-PL,1.13 [1.10-1.16],3.231e-14,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.12 [1.10-1.15],1.364e-13,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-L,1.12 [1.09-1.15],1.676e-12,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,1.12 [1.09-1.15],9.176e-13,***,Triglycerides in Chylomicrons and Extremely Large VLDL
L-LDL-TG,1.12 [1.09-1.15],9.188e-12,***,Triglycerides in Large LDL
XXL-VLDL-FC,1.12 [1.09-1.15],1.577e-11,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
LDL-TG,1.12 [1.09-1.15],9.783e-12,***,Triglycerides in LDL
IDL-PL%,1.12 [1.09-1.15],5.233e-10,***,Phospholipids to Total-Lipids in IDL percentage
M-LDL-TG,1.11 [1.09-1.14],2.574e-11,***,Triglycerides in Medium LDL
XL-VLDL-TG,1.11 [1.08-1.14],3.588e-09,***,Triglycerides in Very Large VLDL
Ala,1.11 [1.07-1.15],3.011e-04,***,Alanine
S-LDL-TG,1.11 [1.08-1.14],5.352e-10,***,Triglycerides in Small LDL
GlycA,1.11 [1.08-1.14],1.992e-06,***,Glycoprotein Acetyls
XXL-VLDL-C,1.11 [1.08-1.14],1.190e-08,***,Cholesterol in Chylomicrons and Extremely Large VLDL
Total-TG,1.10 [1.07-1.13],5.307e-07,***,Total-Triglycerides
L-HDL-TG,1.10 [1.07-1.13],6.582e-07,***,Triglycerides in Large HDL
S-VLDL-TG,1.10 [1.07-1.13],1.090e-06,***,Triglycerides in Small VLDL
XXL-VLDL-CE,1.10 [1.07-1.13],3.704e-06,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-HDL-FC%,1.09 [1.06-1.13],0.004,**,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-VLDL-P,1.09 [1.06-1.12],2.480e-05,***,Concentration of Very Large VLDL Particles
XL-VLDL-L,1.09 [1.06-1.12],8.153e-05,***,Total-Lipids in Very Large VLDL
VLDL-TG,1.09 [1.06-1.12],1.508e-04,***,Triglycerides in VLDL
XXL-VLDL-PL%,1.09 [1.06-1.12],0.006,**,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-TG,1.09 [1.06-1.12],2.167e-05,***,Triglycerides in Very Large HDL
