Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.10 [1.08-1.12],5.160e-17,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.10 [1.08-1.12],1.750e-17,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-VLDL-TG%,1.10 [1.07-1.12],1.518e-12,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-VLDL-TG%,1.10 [1.07-1.12],5.109e-15,***,Triglycerides to Total-Lipids in Medium VLDL percentage
MUFA%,1.09 [1.07-1.11],1.277e-13,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,1.09 [1.07-1.11],3.799e-12,***,Glycoprotein Acetyls
VLDL-size,1.09 [1.07-1.11],3.824e-11,***,Average Diameter for VLDL Particles
XL-HDL-TG%,1.08 [1.06-1.11],4.369e-11,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-VLDL-TG%,1.08 [1.06-1.10],4.246e-11,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG%,1.08 [1.06-1.10],4.810e-11,***,Triglycerides to Total-Lipids in IDL percentage
S-HDL-TG,1.08 [1.06-1.10],5.040e-10,***,Triglycerides in Small HDL
S-LDL-TG%,1.08 [1.06-1.10],3.287e-10,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-VLDL-TG,1.07 [1.06-1.09],2.809e-09,***,Triglycerides in Very Large VLDL
MUFA,1.07 [1.05-1.09],1.115e-08,***,Monounsaturated Fatty Acids
VLDL-TG,1.07 [1.05-1.09],2.237e-08,***,Triglycerides in VLDL
Total-TG,1.07 [1.05-1.09],2.342e-08,***,Total-Triglycerides
TG/PG,1.07 [1.05-1.09],5.952e-07,***,Triglycerides to Phosphoglycerides ratio
L-LDL-TG%,1.07 [1.05-1.09],5.747e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-PL,1.07 [1.05-1.09],2.584e-07,***,Phospholipids in Small HDL
S-VLDL-TG,1.07 [1.05-1.09],2.992e-07,***,Triglycerides in Small VLDL
L-VLDL-TG,1.07 [1.05-1.09],3.865e-07,***,Triglycerides in Large VLDL
S-HDL-L,1.07 [1.05-1.09],2.257e-06,***,Total-Lipids in Small HDL
XL-VLDL-L,1.07 [1.05-1.09],1.523e-06,***,Total-Lipids in Very Large VLDL
M-LDL-TG%,1.07 [1.05-1.09],1.259e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
XXL-VLDL-TG,1.07 [1.05-1.09],1.068e-06,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,1.07 [1.05-1.08],3.164e-06,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-P,1.06 [1.05-1.08],4.563e-06,***,Concentration of Very Large VLDL Particles
XXL-VLDL-P,1.06 [1.04-1.08],4.809e-06,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-PL,1.06 [1.04-1.08],1.539e-05,***,Phospholipids in Chylomicrons and Extremely Large VLDL
M-HDL-TG,1.06 [1.04-1.08],1.694e-05,***,Triglycerides in Medium HDL
SFA,1.06 [1.04-1.08],2.237e-05,***,Saturated Fatty Acids
L-VLDL-L,1.06 [1.04-1.08],4.441e-05,***,Total-Lipids in Large VLDL
M-VLDL-TG,1.06 [1.04-1.08],2.734e-05,***,Triglycerides in Medium VLDL
S-LDL-TG,1.06 [1.04-1.08],8.544e-06,***,Triglycerides in Small LDL
L-VLDL-PL,1.06 [1.04-1.08],1.161e-04,***,Phospholipids in Large VLDL
S-HDL-TG%,1.06 [1.04-1.08],0.002,**,Triglycerides to Total-Lipids in Small HDL percentage
HDL-TG,1.06 [1.04-1.08],1.053e-04,***,Triglycerides in HDL
XXL-VLDL-FC,1.06 [1.04-1.08],1.072e-04,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
M-LDL-TG,1.06 [1.04-1.08],5.425e-05,***,Triglycerides in Medium LDL
L-VLDL-P,1.06 [1.04-1.08],1.825e-04,***,Concentration of Large VLDL Particles
XS-VLDL-TG,1.06 [1.04-1.08],1.182e-04,***,Triglycerides in Very Small VLDL
XL-VLDL-PL,1.06 [1.04-1.08],2.976e-04,***,Phospholipids in Very Large VLDL
LDL-TG,1.06 [1.04-1.08],6.557e-04,***,Triglycerides in LDL
Omega-3,1.06 [1.04-1.08],0.003,**,Omega-3 Fatty Acids
SFA%,1.06 [1.04-1.08],0.002,**,Saturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC,1.06 [1.04-1.07],0.003,**,Free Cholesterol in Large VLDL
S-HDL-FC,1.05 [1.04-1.08],0.009,**,Free Cholesterol in Small HDL
XXL-VLDL-C,1.05 [1.04-1.07],0.003,**,Cholesterol in Chylomicrons and Extremely Large VLDL
Total-FA,1.05 [1.04-1.07],0.004,**,Total-Fatty Acids
M-HDL-PL%,1.05 [1.03-1.07],0.049,*,Phospholipids to Total-Lipids in Medium HDL percentage
XL-VLDL-FC,1.05 [1.03-1.07],0.006,**,Free Cholesterol in Very Large VLDL
S-HDL-P,1.05 [1.03-1.07],0.018,*,Concentration of Small HDL Particles
L-HDL-TG%,1.05 [1.03-1.07],0.048,*,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-TG,1.05 [1.03-1.07],0.010,*,Triglycerides in Large LDL
VLDL-L,1.05 [1.03-1.07],0.031,*,Total-Lipids in VLDL
S-HDL-C%,0.95 [0.93-0.97],0.005,**,Cholesterol to Total-Lipids in Small HDL percentage
XXL-VLDL-CE%,0.95 [0.93-0.96],0.008,**,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-C%,0.94 [0.93-0.96],4.694e-05,***,Cholesterol to Total-Lipids in IDL percentage
Omega-6/Omega-3,0.94 [0.92-0.96],1.715e-04,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-FC%,0.94 [0.92-0.96],4.334e-04,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-FC%,0.94 [0.92-0.96],1.483e-06,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-P,0.94 [0.92-0.96],0.006,**,Concentration of Very Large HDL Particles
XS-VLDL-FC%,0.94 [0.92-0.95],3.660e-08,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-C%,0.94 [0.92-0.96],3.434e-05,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-FC%,0.93 [0.92-0.95],4.947e-09,***,Free Cholesterol to Total-Lipids in IDL percentage
XL-HDL-PL,0.93 [0.91-0.95],4.876e-04,***,Phospholipids in Very Large HDL
L-HDL-CE%,0.93 [0.92-0.95],2.740e-09,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XL-HDL-L,0.93 [0.91-0.95],7.831e-05,***,Total-Lipids in Very Large HDL
S-VLDL-CE%,0.93 [0.91-0.95],1.320e-10,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-HDL-C%,0.93 [0.91-0.95],2.285e-10,***,Cholesterol to Total-Lipids in Large HDL percentage
