Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.10 [1.07-1.12],1.734e-13,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.09 [1.07-1.12],2.853e-12,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,1.09 [1.06-1.11],2.390e-09,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.09 [1.06-1.11],2.414e-10,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.08 [1.06-1.11],3.906e-09,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.08 [1.06-1.10],3.601e-09,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,1.07 [1.05-1.10],7.737e-07,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-PL%,1.07 [1.05-1.09],1.960e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.07 [1.05-1.09],1.201e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.07 [1.05-1.09],4.342e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,1.06 [1.04-1.08],0.007,**,Triglycerides to Total-Lipids in Small HDL percentage
XL-VLDL-TG%,1.06 [1.04-1.08],0.033,*,Triglycerides to Total-Lipids in Very Large VLDL percentage
IDL-PL%,1.05 [1.03-1.08],0.041,*,Phospholipids to Total-Lipids in IDL percentage
LDL-CE,0.95 [0.93-0.97],0.028,*,Cholesteryl Esters in LDL
LA,0.95 [0.93-0.97],0.027,*,Linoleic Acid
S-VLDL-CE%,0.95 [0.93-0.97],0.008,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XS-VLDL-FC%,0.95 [0.93-0.96],0.004,**,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
LDL-L,0.95 [0.93-0.96],0.008,**,Total-Lipids in LDL
M-HDL-C%,0.95 [0.93-0.96],0.026,*,Cholesterol to Total-Lipids in Medium HDL percentage
PC,0.95 [0.93-0.97],0.043,*,Phosphatidylcholines
LDL-PL,0.94 [0.93-0.96],0.003,**,Phospholipids in LDL
L-LDL-CE,0.94 [0.93-0.96],0.005,**,Cholesteryl Esters in Large LDL
S-LDL-FC,0.94 [0.93-0.96],0.002,**,Free Cholesterol in Small LDL
M-VLDL-C,0.94 [0.93-0.96],0.002,**,Cholesterol in Medium VLDL
M-LDL-FC,0.94 [0.92-0.96],0.002,**,Free Cholesterol in Medium LDL
LDL-C,0.94 [0.92-0.96],0.001,**,LDL Cholesterol
IDL-FC%,0.94 [0.92-0.96],7.551e-04,***,Free Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-FC%,0.94 [0.92-0.96],0.005,**,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Remnant-C,0.94 [0.92-0.96],4.720e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
XS-VLDL-C,0.94 [0.92-0.96],9.465e-04,***,Cholesterol in Very Small VLDL
L-LDL-L,0.94 [0.92-0.96],5.247e-04,***,Total-Lipids in Large LDL
