Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC%,1.15 [1.09-1.21],0.021,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.15 [1.10-1.21],0.005,**,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.14 [1.09-1.20],0.032,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
TG/PG,1.14 [1.09-1.20],0.023,*,Triglycerides to Phosphoglycerides ratio
VLDL-size,1.13 [1.07-1.18],0.426,,Average Diameter for VLDL Particles
XL-HDL-C,0.87 [0.82-0.91],0.040,*,Cholesterol in Very Large HDL
HDL-L,0.87 [0.82-0.91],0.016,*,Total-Lipids in HDL
XL-HDL-CE,0.86 [0.82-0.91],0.013,*,Cholesteryl Esters in Very Large HDL
HDL-FC,0.86 [0.81-0.90],0.002,**,Free Cholesterol in HDL
HDL-CE,0.85 [0.81-0.90],4.138e-04,***,Cholesteryl Esters in HDL
HDL-size,0.85 [0.81-0.90],0.002,**,Average Diameter for HDL Particles
HDL-C,0.85 [0.81-0.89],2.850e-04,***,HDL Cholesterol
L-HDL-PL,0.85 [0.80-0.90],7.325e-04,***,Phospholipids in Large HDL
L-HDL-FC,0.85 [0.80-0.89],7.652e-04,***,Free Cholesterol in Large HDL
L-HDL-P,0.85 [0.80-0.89],9.118e-04,***,Concentration of Large HDL Particles
M-HDL-FC%,0.84 [0.80-0.89],5.314e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-L,0.84 [0.80-0.89],1.534e-04,***,Total-Lipids in Large HDL
L-HDL-CE,0.84 [0.80-0.89],1.908e-04,***,Cholesteryl Esters in Large HDL
L-HDL-C,0.84 [0.80-0.89],1.477e-04,***,Cholesterol in Large HDL
