Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-L,1.71 [1.65-1.77],2.131e-176,***,Total-Lipids in Medium HDL
HDL-PL,1.70 [1.64-1.77],2.038e-160,***,Phospholipids in HDL
M-HDL-PL,1.70 [1.64-1.76],5.517e-186,***,Phospholipids in Medium HDL
HDL-L,1.68 [1.62-1.75],3.453e-146,***,Total-Lipids in HDL
ApoA1,1.68 [1.62-1.75],1.798e-156,***,Apolipoprotein A1
M-HDL-C,1.68 [1.62-1.74],5.626e-162,***,Cholesterol in Medium HDL
M-HDL-P,1.68 [1.62-1.73],1.540e-177,***,Concentration of Medium HDL Particles
M-HDL-FC,1.67 [1.62-1.74],3.256e-165,***,Free Cholesterol in Medium HDL
M-HDL-CE,1.67 [1.61-1.73],8.787e-161,***,Cholesteryl Esters in Medium HDL
HDL-C,1.61 [1.55-1.67],3.633e-117,***,HDL Cholesterol
HDL-P,1.61 [1.55-1.66],3.957e-144,***,Concentration of HDL Particles
HDL-FC,1.60 [1.54-1.66],4.186e-118,***,Free Cholesterol in HDL
HDL-CE,1.59 [1.53-1.66],9.109e-114,***,Cholesteryl Esters in HDL
S-HDL-PL,1.58 [1.52-1.63],2.883e-139,***,Phospholipids in Small HDL
Total-P,1.56 [1.50-1.62],2.356e-121,***,Total-Concentration of Lipoprotein Particles
S-HDL-L,1.54 [1.49-1.60],8.302e-116,***,Total-Lipids in Small HDL
L-HDL-PL,1.52 [1.46-1.58],2.803e-87,***,Phospholipids in Large HDL
S-HDL-FC,1.48 [1.42-1.53],8.670e-96,***,Free Cholesterol in Small HDL
L-HDL-L,1.47 [1.41-1.53],8.677e-70,***,Total-Lipids in Large HDL
PC,1.47 [1.41-1.53],4.544e-80,***,Phosphatidylcholines
SFA%,1.46 [1.41-1.51],4.630e-99,***,Saturated Fatty Acids to Total-Fatty Acids percentage
Phosphoglyc,1.46 [1.40-1.52],8.466e-79,***,Phosphoglycerides
S-HDL-C,1.46 [1.41-1.51],1.253e-85,***,Cholesterol in Small HDL
S-HDL-P,1.43 [1.38-1.48],6.002e-80,***,Concentration of Small HDL Particles
S-HDL-CE,1.43 [1.37-1.48],4.325e-75,***,Cholesteryl Esters in Small HDL
S-HDL-PL%,1.43 [1.37-1.48],4.066e-71,***,Phospholipids to Total-Lipids in Small HDL percentage
Cholines,1.42 [1.37-1.48],2.586e-66,***,Total-Cholines
L-HDL-P,1.41 [1.35-1.46],3.109e-55,***,Concentration of Large HDL Particles
L-HDL-FC,1.40 [1.34-1.45],6.065e-52,***,Free Cholesterol in Large HDL
M-HDL-FC%,1.39 [1.34-1.46],2.557e-46,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-C,1.38 [1.32-1.44],1.428e-45,***,Cholesterol in Large HDL
L-HDL-CE,1.36 [1.31-1.42],2.039e-42,***,Cholesteryl Esters in Large HDL
HDL-size,1.35 [1.30-1.41],7.048e-40,***,Average Diameter for HDL Particles
Total-PL,1.34 [1.29-1.39],2.950e-46,***,Total-Phospholipids in Lipoprotein Particles
M-HDL-TG,1.29 [1.24-1.33],5.739e-43,***,Triglycerides in Medium HDL
SFA,1.28 [1.24-1.33],1.510e-38,***,Saturated Fatty Acids
SM,1.28 [1.23-1.33],4.218e-30,***,Sphingomyelins
