Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.12 [1.09-1.14],4.894e-17,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL%,1.09 [1.07-1.12],6.932e-09,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-FC%,1.09 [1.07-1.12],8.332e-08,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,1.08 [1.06-1.11],3.200e-07,***,Triglycerides to Phosphoglycerides ratio
S-HDL-TG%,1.08 [1.06-1.10],1.320e-08,***,Triglycerides to Total-Lipids in Small HDL percentage
IDL-TG%,1.08 [1.06-1.10],3.086e-07,***,Triglycerides to Total-Lipids in IDL percentage
XL-HDL-TG%,1.08 [1.05-1.10],9.857e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XS-VLDL-TG%,1.08 [1.05-1.10],3.441e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-TG%,1.07 [1.05-1.10],4.175e-05,***,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-TG%,1.07 [1.05-1.09],8.662e-06,***,Triglycerides to Total-Lipids in Medium HDL percentage
XS-VLDL-PL%,1.07 [1.05-1.09],3.029e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.07 [1.05-1.09],1.049e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-LDL-TG%,1.07 [1.04-1.09],0.001,**,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-PL%,1.06 [1.04-1.08],7.093e-05,***,Phospholipids to Total-Lipids in Large VLDL percentage
S-HDL-TG,1.06 [1.04-1.08],0.011,*,Triglycerides in Small HDL
S-LDL-TG%,1.06 [1.03-1.08],0.041,*,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,1.06 [1.04-1.08],0.022,*,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-CE%,0.95 [0.93-0.97],0.017,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
