Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.11 [1.08-1.14],3.641e-08,***,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,1.11 [1.08-1.14],6.125e-08,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.09 [1.06-1.13],1.569e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-PL%,1.09 [1.06-1.12],1.769e-05,***,Phospholipids to Total-Lipids in IDL percentage
S-HDL-PL%,1.02 [0.99-1.05],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-CE%,0.93 [0.91-0.96],0.044,*,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
IDL-C%,0.93 [0.91-0.96],0.010,*,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.93 [0.91-0.96],0.013,*,Cholesteryl Esters to Total-Lipids in IDL percentage
M-VLDL-L,0.93 [0.91-0.96],0.041,*,Total-Lipids in Medium VLDL
LDL-TG,0.93 [0.90-0.95],0.046,*,Triglycerides in LDL
L-LDL-C%,0.93 [0.90-0.95],0.007,**,Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-C,0.93 [0.90-0.95],0.007,**,Cholesterol in Small VLDL
M-VLDL-P,0.93 [0.90-0.95],0.007,**,Concentration of Medium VLDL Particles
VLDL-C,0.93 [0.90-0.95],0.004,**,VLDL Cholesterol
L-LDL-TG,0.93 [0.90-0.95],0.012,*,Triglycerides in Large LDL
S-VLDL-PL,0.92 [0.90-0.95],0.004,**,Phospholipids in Small VLDL
XS-VLDL-FC,0.92 [0.90-0.95],0.006,**,Free Cholesterol in Very Small VLDL
M-VLDL-PL,0.92 [0.90-0.95],0.002,**,Phospholipids in Medium VLDL
XS-VLDL-L,0.92 [0.90-0.95],0.003,**,Total-Lipids in Very Small VLDL
VLDL-CE,0.92 [0.90-0.95],7.079e-04,***,Cholesteryl Esters in VLDL
M-VLDL-FC,0.92 [0.90-0.95],6.859e-04,***,Free Cholesterol in Medium VLDL
MUFA,0.92 [0.90-0.95],6.922e-04,***,Monounsaturated Fatty Acids
XS-VLDL-P,0.92 [0.90-0.95],7.363e-04,***,Concentration of Very Small VLDL Particles
S-VLDL-FC,0.92 [0.89-0.94],2.320e-04,***,Free Cholesterol in Small VLDL
S-LDL-PL,0.92 [0.89-0.94],4.948e-05,***,Phospholipids in Small LDL
M-VLDL-C,0.92 [0.89-0.94],2.704e-05,***,Cholesterol in Medium VLDL
XS-VLDL-C,0.91 [0.89-0.94],4.679e-05,***,Cholesterol in Very Small VLDL
M-VLDL-CE,0.91 [0.89-0.94],1.545e-05,***,Cholesteryl Esters in Medium VLDL
L-HDL-C,0.91 [0.88-0.94],0.035,*,Cholesterol in Large HDL
S-LDL-P,0.91 [0.89-0.94],1.084e-05,***,Concentration of Small LDL Particles
L-LDL-P,0.91 [0.89-0.94],8.105e-06,***,Concentration of Large LDL Particles
L-HDL-PL,0.91 [0.88-0.94],0.011,*,Phospholipids in Large HDL
L-HDL-FC,0.91 [0.88-0.94],0.022,*,Free Cholesterol in Large HDL
XS-VLDL-CE,0.91 [0.89-0.94],9.745e-06,***,Cholesteryl Esters in Very Small VLDL
L-HDL-L,0.91 [0.88-0.94],0.006,**,Total-Lipids in Large HDL
S-LDL-FC,0.91 [0.88-0.93],6.162e-07,***,Free Cholesterol in Small LDL
LDL-P,0.91 [0.88-0.93],6.206e-07,***,Concentration of LDL Particles
ApoB,0.91 [0.88-0.93],1.866e-07,***,Apolipoprotein B
S-LDL-CE%,0.91 [0.88-0.93],3.195e-07,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-L,0.90 [0.88-0.93],1.822e-08,***,Total-Lipids in Small LDL
Albumin,0.90 [0.88-0.93],1.931e-08,***,Albumin
LA,0.90 [0.88-0.93],1.216e-08,***,Linoleic Acid
IDL-P,0.90 [0.88-0.93],3.273e-08,***,Concentration of IDL Particles
L-HDL-P,0.90 [0.87-0.93],0.001,**,Concentration of Large HDL Particles
M-LDL-P,0.90 [0.88-0.93],3.450e-08,***,Concentration of Medium LDL Particles
Remnant-C,0.90 [0.88-0.92],1.256e-09,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-LDL-C,0.90 [0.87-0.92],8.599e-10,***,Cholesterol in Small LDL
S-LDL-C%,0.90 [0.87-0.92],2.980e-10,***,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE,0.90 [0.87-0.92],7.136e-10,***,Cholesteryl Esters in Small LDL
Total-FA,0.90 [0.87-0.92],1.730e-10,***,Total-Fatty Acids
SFA,0.89 [0.87-0.92],1.579e-10,***,Saturated Fatty Acids
M-LDL-CE,0.89 [0.87-0.92],5.463e-11,***,Cholesteryl Esters in Medium LDL
M-LDL-PL,0.89 [0.87-0.92],4.501e-11,***,Phospholipids in Medium LDL
Non-HDL-C,0.89 [0.87-0.91],1.070e-12,***,Total-Cholesterol Minus HDL-C
M-LDL-L,0.89 [0.87-0.91],5.999e-12,***,Total-Lipids in Medium LDL
M-LDL-C,0.89 [0.87-0.91],6.425e-12,***,Cholesterol in Medium LDL
Omega-6,0.89 [0.87-0.91],5.150e-12,***,Omega-6 Fatty Acids
IDL-PL,0.89 [0.86-0.91],1.035e-11,***,Phospholipids in IDL
Clinical LDL-C,0.89 [0.87-0.91],1.548e-13,***,Clinical LDL Cholesterol
M-LDL-FC,0.89 [0.86-0.91],3.804e-12,***,Free Cholesterol in Medium LDL
PUFA,0.89 [0.86-0.91],2.067e-12,***,Polyunsaturated Fatty Acids
LDL-PL,0.89 [0.86-0.91],5.051e-13,***,Phospholipids in LDL
M-HDL-PL,0.89 [0.86-0.91],8.904e-11,***,Phospholipids in Medium HDL
LDL-FC,0.89 [0.86-0.91],1.272e-13,***,Free Cholesterol in LDL
LDL-L,0.88 [0.86-0.91],1.753e-14,***,Total-Lipids in LDL
LDL-CE,0.88 [0.86-0.91],3.163e-14,***,Cholesteryl Esters in LDL
IDL-FC,0.88 [0.86-0.91],2.848e-13,***,Free Cholesterol in IDL
LDL-C,0.88 [0.86-0.91],1.572e-14,***,LDL Cholesterol
IDL-L,0.88 [0.86-0.91],5.027e-14,***,Total-Lipids in IDL
IDL-C,0.88 [0.86-0.91],3.795e-14,***,Cholesterol in IDL
IDL-CE,0.88 [0.86-0.91],3.957e-14,***,Cholesteryl Esters in IDL
L-LDL-CE,0.88 [0.86-0.90],4.595e-15,***,Cholesteryl Esters in Large LDL
L-LDL-PL,0.88 [0.86-0.90],5.353e-15,***,Phospholipids in Large LDL
L-LDL-C,0.88 [0.86-0.90],2.084e-15,***,Cholesterol in Large LDL
L-LDL-L,0.88 [0.86-0.90],1.002e-15,***,Total-Lipids in Large LDL
L-LDL-FC,0.88 [0.86-0.90],7.007e-15,***,Free Cholesterol in Large LDL
M-HDL-CE,0.88 [0.85-0.91],1.246e-11,***,Cholesteryl Esters in Medium HDL
M-HDL-L,0.88 [0.85-0.90],1.539e-12,***,Total-Lipids in Medium HDL
Total-FC,0.88 [0.86-0.90],5.063e-16,***,Total-Free Cholesterol
S-HDL-PL,0.88 [0.85-0.90],1.837e-14,***,Phospholipids in Small HDL
HDL-PL,0.88 [0.85-0.90],7.178e-12,***,Phospholipids in HDL
Total-L,0.88 [0.85-0.90],2.996e-17,***,Total-Lipids in Lipoprotein Particles
M-HDL-FC%,0.88 [0.85-0.90],6.381e-14,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-C,0.88 [0.85-0.90],1.837e-12,***,Cholesterol in Medium HDL
S-HDL-CE,0.87 [0.85-0.90],2.351e-16,***,Cholesteryl Esters in Small HDL
HDL-CE,0.87 [0.84-0.90],2.243e-12,***,Cholesteryl Esters in HDL
S-HDL-L,0.87 [0.85-0.90],6.230e-17,***,Total-Lipids in Small HDL
M-HDL-P,0.87 [0.84-0.90],1.816e-13,***,Concentration of Medium HDL Particles
Total-C,0.87 [0.85-0.89],1.055e-19,***,Total-Cholesterol
HDL-L,0.87 [0.84-0.90],6.347e-14,***,Total-Lipids in HDL
HDL-C,0.87 [0.84-0.89],2.444e-13,***,HDL Cholesterol
Total-CE,0.87 [0.84-0.89],6.953e-21,***,Total-Esterified Cholesterol
M-HDL-FC,0.87 [0.84-0.89],1.614e-14,***,Free Cholesterol in Medium HDL
S-HDL-C,0.86 [0.84-0.89],2.272e-19,***,Cholesterol in Small HDL
S-HDL-P,0.86 [0.84-0.89],2.840e-19,***,Concentration of Small HDL Particles
PC,0.86 [0.84-0.89],3.621e-19,***,Phosphatidylcholines
SM,0.86 [0.84-0.89],2.893e-19,***,Sphingomyelins
Phosphoglyc,0.86 [0.84-0.89],1.986e-20,***,Phosphoglycerides
Total-PL,0.86 [0.84-0.88],1.541e-21,***,Total-Phospholipids in Lipoprotein Particles
ApoA1,0.86 [0.83-0.89],3.497e-17,***,Apolipoprotein A1
HDL-FC,0.86 [0.83-0.89],2.088e-14,***,Free Cholesterol in HDL
Cholines,0.86 [0.83-0.88],1.060e-21,***,Total-Cholines
S-HDL-FC,0.86 [0.83-0.88],1.739e-21,***,Free Cholesterol in Small HDL
HDL-P,0.85 [0.82-0.87],8.862e-22,***,Concentration of HDL Particles
Total-P,0.84 [0.82-0.87],4.423e-25,***,Total-Concentration of Lipoprotein Particles
