Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.13 [1.11-1.15],8.936e-52,***,Glycoprotein Acetyls
MUFA%,1.12 [1.10-1.14],1.263e-44,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.11 [1.09-1.12],1.143e-34,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,1.10 [1.09-1.12],7.510e-30,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,1.10 [1.09-1.12],8.589e-36,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.10 [1.08-1.12],3.071e-30,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.10 [1.08-1.11],1.064e-29,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,1.09 [1.08-1.11],1.561e-29,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.09 [1.08-1.11],4.275e-29,***,Triglycerides to Total-Lipids in IDL percentage
XL-HDL-TG%,1.09 [1.07-1.11],1.020e-25,***,Triglycerides to Total-Lipids in Very Large HDL percentage
TG/PG,1.09 [1.07-1.11],2.360e-24,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,1.08 [1.07-1.10],1.596e-19,***,Average Diameter for VLDL Particles
S-HDL-TG%,1.08 [1.06-1.10],1.472e-19,***,Triglycerides to Total-Lipids in Small HDL percentage
L-LDL-TG%,1.08 [1.06-1.09],5.149e-21,***,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-TG%,1.08 [1.06-1.09],1.740e-18,***,Triglycerides to Total-Lipids in Large HDL percentage
L-VLDL-PL%,1.08 [1.06-1.09],5.800e-16,***,Phospholipids to Total-Lipids in Large VLDL percentage
XL-VLDL-TG%,1.08 [1.06-1.09],1.663e-16,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG%,1.07 [1.06-1.09],1.750e-16,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.07 [1.05-1.08],1.095e-15,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-TG%,1.07 [1.05-1.08],5.877e-14,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG,1.07 [1.05-1.08],4.206e-14,***,Triglycerides in Small HDL
Creatinine,1.07 [1.05-1.08],1.136e-09,***,Creatinine
M-LDL-TG%,1.06 [1.05-1.08],3.183e-12,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-VLDL-TG,1.06 [1.05-1.08],3.479e-11,***,Triglycerides in Very Large VLDL
VLDL-TG,1.06 [1.04-1.07],2.635e-09,***,Triglycerides in VLDL
XL-VLDL-L,1.06 [1.04-1.07],4.221e-09,***,Total-Lipids in Very Large VLDL
L-VLDL-PL,1.06 [1.04-1.07],4.135e-09,***,Phospholipids in Large VLDL
XL-VLDL-P,1.06 [1.04-1.07],6.609e-09,***,Concentration of Very Large VLDL Particles
L-VLDL-TG,1.05 [1.04-1.07],1.297e-08,***,Triglycerides in Large VLDL
L-VLDL-L,1.05 [1.04-1.07],8.315e-08,***,Total-Lipids in Large VLDL
Total-TG,1.05 [1.04-1.07],1.323e-07,***,Total-Triglycerides
S-VLDL-TG,1.05 [1.04-1.07],9.843e-08,***,Triglycerides in Small VLDL
XXL-VLDL-L,1.05 [1.04-1.07],2.835e-07,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,1.05 [1.04-1.07],2.075e-07,***,Phospholipids in Chylomicrons and Extremely Large VLDL
L-VLDL-P,1.05 [1.04-1.07],2.884e-07,***,Concentration of Large VLDL Particles
XL-VLDL-PL,1.05 [1.04-1.07],5.787e-07,***,Phospholipids in Very Large VLDL
L-VLDL-FC,1.05 [1.04-1.07],8.051e-07,***,Free Cholesterol in Large VLDL
XXL-VLDL-P,1.05 [1.04-1.06],7.855e-07,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-TG,1.05 [1.04-1.06],1.808e-06,***,Triglycerides in Chylomicrons and Extremely Large VLDL
M-VLDL-TG,1.05 [1.03-1.06],2.583e-06,***,Triglycerides in Medium VLDL
XXL-VLDL-C,1.05 [1.03-1.06],6.205e-06,***,Cholesterol in Chylomicrons and Extremely Large VLDL
