Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.30 [1.27-1.33],3.360e-121,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.29 [1.27-1.32],3.620e-135,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.28 [1.25-1.31],5.140e-113,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.26 [1.24-1.29],3.976e-113,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.24 [1.21-1.27],1.449e-77,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.23 [1.20-1.25],2.741e-87,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.22 [1.20-1.25],1.219e-73,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,1.21 [1.18-1.24],1.240e-61,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-TG%,1.21 [1.18-1.23],1.094e-58,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-FC%,1.21 [1.18-1.23],7.587e-54,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,1.20 [1.18-1.23],2.401e-68,***,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,1.19 [1.16-1.21],4.176e-48,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG%,1.18 [1.15-1.20],1.381e-47,***,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,1.18 [1.15-1.20],1.470e-44,***,Triglycerides to Phosphoglycerides ratio
IDL-PL%,1.18 [1.15-1.20],6.774e-49,***,Phospholipids to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.18 [1.15-1.20],1.891e-32,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-LDL-TG%,1.17 [1.15-1.20],2.760e-50,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-TG%,1.17 [1.14-1.19],4.157e-38,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,1.16 [1.14-1.19],6.297e-39,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-VLDL-PL%,1.15 [1.12-1.18],8.307e-22,***,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL%,1.14 [1.12-1.17],6.801e-24,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
GlycA,1.14 [1.11-1.16],1.907e-24,***,Glycoprotein Acetyls
S-HDL-TG,1.11 [1.09-1.13],6.443e-19,***,Triglycerides in Small HDL
Ala,1.10 [1.07-1.13],1.056e-08,***,Alanine
Creatinine,1.10 [1.07-1.12],1.409e-10,***,Creatinine
XS-VLDL-TG,1.10 [1.07-1.12],2.235e-14,***,Triglycerides in Very Small VLDL
S-LDL-PL%,1.09 [1.07-1.12],6.137e-11,***,Phospholipids to Total-Lipids in Small LDL percentage
S-VLDL-TG,1.09 [1.07-1.11],1.703e-12,***,Triglycerides in Small VLDL
VLDL-size,1.09 [1.06-1.11],1.761e-08,***,Average Diameter for VLDL Particles
Sc-ala,1.08 [1.06-1.10],8.082e-09,***,Spectrometer-corrected alanine
M-LDL-TG,1.08 [1.06-1.10],1.327e-08,***,Triglycerides in Medium LDL
XL-VLDL-TG,1.08 [1.06-1.10],1.077e-07,***,Triglycerides in Very Large VLDL
LDL-TG,1.07 [1.05-1.09],1.458e-06,***,Triglycerides in LDL
IDL-TG,1.07 [1.05-1.09],1.277e-05,***,Triglycerides in IDL
L-LDL-TG,1.07 [1.05-1.09],1.272e-05,***,Triglycerides in Large LDL
XL-VLDL-P,1.07 [1.05-1.09],4.211e-05,***,Concentration of Very Large VLDL Particles
S-LDL-TG,1.07 [1.05-1.09],9.319e-06,***,Triglycerides in Small LDL
Total-TG,1.07 [1.05-1.09],1.193e-04,***,Total-Triglycerides
Glu,1.07 [1.05-1.09],1.426e-04,***,Glucose
L-VLDL-PL,1.07 [1.05-1.09],1.139e-04,***,Phospholipids in Large VLDL
