Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.75 [1.63-1.89],2.153e-45,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.74 [1.61-1.88],1.101e-41,***,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-PL%,1.70 [1.56-1.86],1.924e-28,***,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-PL%,1.62 [1.45-1.82],5.736e-12,***,Phospholipids to Total-Lipids in Very Large HDL percentage
Tyr,1.58 [1.48-1.70],4.471e-32,***,Tyrosine
IDL-PL%,1.57 [1.45-1.71],6.966e-22,***,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.55 [1.43-1.67],3.286e-23,***,Triglycerides to Total-Lipids in IDL percentage
HDL-size,1.49 [1.36-1.63],6.495e-12,***,Average Diameter for HDL Particles
L-HDL-TG,1.48 [1.37-1.59],4.379e-20,***,Triglycerides in Large HDL
S-LDL-TG%,1.46 [1.35-1.58],1.637e-16,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,1.46 [1.34-1.58],6.592e-13,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-TG%,1.44 [1.32-1.57],5.564e-10,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG%,1.42 [1.30-1.56],1.889e-09,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-PL,1.42 [1.29-1.55],8.497e-09,***,Phospholipids in Very Large HDL
L-VLDL-PL%,1.41 [1.26-1.58],0.001,**,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.40 [1.29-1.51],4.148e-10,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC,1.34 [1.23-1.47],1.617e-05,***,Free Cholesterol in Very Large HDL
XL-HDL-L,1.34 [1.22-1.47],1.456e-04,***,Total-Lipids in Very Large HDL
Citrate,1.32 [1.21-1.43],2.577e-05,***,Citrate
XXL-VLDL-PL%,1.30 [1.19-1.43],0.013,*,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,1.29 [1.19-1.39],1.158e-04,***,Saturated Fatty Acids to Total-Fatty Acids percentage
