Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.13 [1.11-1.15],6.433e-31,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.12 [1.10-1.14],7.457e-26,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
MUFA%,1.12 [1.10-1.14],1.072e-22,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.12 [1.10-1.14],5.160e-26,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.12 [1.10-1.14],3.136e-22,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.12 [1.09-1.14],1.317e-21,***,Phospholipids to Total-Lipids in Medium HDL percentage
GlycA,1.11 [1.09-1.14],5.867e-20,***,Glycoprotein Acetyls
M-LDL-TG%,1.11 [1.09-1.13],9.066e-24,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.11 [1.09-1.13],6.110e-20,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.11 [1.09-1.13],3.936e-22,***,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-TG%,1.11 [1.09-1.13],3.245e-18,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,1.11 [1.08-1.13],1.902e-17,***,Triglycerides to Phosphoglycerides ratio
S-VLDL-TG%,1.10 [1.08-1.13],1.988e-18,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-PL%,1.10 [1.08-1.12],2.412e-16,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-TG%,1.09 [1.07-1.11],2.194e-12,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,1.09 [1.07-1.11],1.538e-12,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-TG%,1.09 [1.07-1.11],1.243e-10,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-TG%,1.09 [1.06-1.11],5.421e-11,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG,1.08 [1.06-1.11],1.084e-11,***,Triglycerides in Small HDL
VLDL-size,1.08 [1.06-1.11],2.597e-09,***,Average Diameter for VLDL Particles
S-VLDL-TG,1.08 [1.06-1.10],3.388e-10,***,Triglycerides in Small VLDL
XL-VLDL-TG,1.08 [1.06-1.10],1.359e-09,***,Triglycerides in Very Large VLDL
L-VLDL-PL%,1.08 [1.05-1.10],1.347e-06,***,Phospholipids to Total-Lipids in Large VLDL percentage
VLDL-TG,1.08 [1.06-1.10],2.097e-08,***,Triglycerides in VLDL
Total-TG,1.08 [1.05-1.10],1.772e-08,***,Total-Triglycerides
XS-VLDL-TG,1.07 [1.05-1.09],3.971e-09,***,Triglycerides in Very Small VLDL
XXL-VLDL-PL,1.07 [1.05-1.09],7.353e-08,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,1.07 [1.05-1.09],1.598e-07,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.07 [1.05-1.09],6.930e-08,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-TG,1.07 [1.05-1.09],1.603e-07,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-L,1.07 [1.05-1.09],5.679e-07,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,1.07 [1.05-1.09],9.428e-07,***,Concentration of Very Large VLDL Particles
S-LDL-TG,1.07 [1.05-1.09],3.335e-07,***,Triglycerides in Small LDL
XXL-VLDL-FC,1.07 [1.05-1.09],1.720e-06,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
IDL-PL%,1.07 [1.05-1.09],5.918e-06,***,Phospholipids to Total-Lipids in IDL percentage
L-VLDL-TG,1.07 [1.05-1.09],7.269e-06,***,Triglycerides in Large VLDL
L-VLDL-PL,1.07 [1.05-1.09],1.490e-05,***,Phospholipids in Large VLDL
XL-VLDL-PL,1.06 [1.04-1.08],2.978e-05,***,Phospholipids in Very Large VLDL
XXL-VLDL-C,1.06 [1.04-1.08],2.797e-05,***,Cholesterol in Chylomicrons and Extremely Large VLDL
M-LDL-TG,1.06 [1.04-1.08],1.679e-05,***,Triglycerides in Medium LDL
L-VLDL-L,1.06 [1.04-1.08],1.255e-04,***,Total-Lipids in Large VLDL
MUFA,1.06 [1.04-1.08],1.297e-04,***,Monounsaturated Fatty Acids
L-VLDL-P,1.06 [1.04-1.08],9.258e-05,***,Concentration of Large VLDL Particles
IDL-TG,1.06 [1.04-1.08],1.761e-04,***,Triglycerides in IDL
LDL-TG,1.06 [1.04-1.08],1.710e-04,***,Triglycerides in LDL
HDL-TG,1.06 [1.04-1.08],2.349e-04,***,Triglycerides in HDL
XXL-VLDL-CE,1.06 [1.04-1.08],5.106e-04,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
M-VLDL-TG,1.06 [1.04-1.08],5.927e-04,***,Triglycerides in Medium VLDL
M-HDL-TG,1.06 [1.04-1.08],5.303e-04,***,Triglycerides in Medium HDL
XL-VLDL-FC,1.06 [1.04-1.08],8.619e-04,***,Free Cholesterol in Very Large VLDL
L-VLDL-FC,1.06 [1.04-1.08],0.002,**,Free Cholesterol in Large VLDL
L-LDL-TG,1.05 [1.04-1.07],0.003,**,Triglycerides in Large LDL
M-LDL-FC,0.95 [0.93-0.97],0.009,**,Free Cholesterol in Medium LDL
S-LDL-FC,0.95 [0.93-0.97],0.004,**,Free Cholesterol in Small LDL
SM,0.95 [0.93-0.97],0.043,*,Sphingomyelins
IDL-PL,0.95 [0.93-0.97],0.009,**,Phospholipids in IDL
XXL-VLDL-C%,0.95 [0.93-0.97],0.023,*,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-PL,0.95 [0.93-0.96],0.003,**,Phospholipids in Large LDL
IDL-P,0.95 [0.93-0.96],0.001,**,Concentration of IDL Particles
Clinical LDL-C,0.95 [0.93-0.96],8.093e-04,***,Clinical LDL Cholesterol
M-HDL-C,0.94 [0.93-0.96],0.022,*,Cholesterol in Medium HDL
M-HDL-CE,0.94 [0.92-0.96],0.011,*,Cholesteryl Esters in Medium HDL
L-LDL-PL%,0.94 [0.93-0.96],2.867e-04,***,Phospholipids to Total-Lipids in Large LDL percentage
Total-C,0.94 [0.93-0.96],6.414e-04,***,Total-Cholesterol
M-VLDL-CE,0.94 [0.93-0.96],2.971e-04,***,Cholesteryl Esters in Medium VLDL
IDL-L,0.94 [0.92-0.96],3.947e-05,***,Total-Lipids in IDL
Total-CE,0.94 [0.92-0.96],4.503e-05,***,Total-Esterified Cholesterol
LDL-FC,0.94 [0.92-0.96],4.631e-06,***,Free Cholesterol in LDL
XL-HDL-CE%,0.94 [0.92-0.95],3.528e-07,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
HDL-FC,0.93 [0.91-0.96],4.551e-04,***,Free Cholesterol in HDL
Unsaturation,0.93 [0.92-0.95],4.336e-06,***,Degree of Unsaturation
XS-VLDL-FC%,0.93 [0.92-0.95],3.272e-09,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-PL,0.93 [0.91-0.95],2.292e-04,***,Phospholipids in Large HDL
L-LDL-FC,0.93 [0.91-0.95],1.177e-07,***,Free Cholesterol in Large LDL
HDL-size,0.93 [0.91-0.95],1.734e-04,***,Average Diameter for HDL Particles
L-VLDL-C%,0.93 [0.91-0.95],8.195e-08,***,Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-PL,0.93 [0.91-0.95],1.505e-04,***,Phospholipids in Very Large HDL
S-HDL-CE%,0.93 [0.91-0.95],3.014e-09,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
IDL-CE,0.93 [0.91-0.95],9.036e-09,***,Cholesteryl Esters in IDL
XL-HDL-FC,0.93 [0.91-0.95],2.126e-06,***,Free Cholesterol in Very Large HDL
IDL-C,0.93 [0.91-0.95],2.917e-09,***,Cholesterol in IDL
XL-HDL-P,0.93 [0.91-0.95],6.543e-06,***,Concentration of Very Large HDL Particles
S-VLDL-CE%,0.93 [0.91-0.94],4.055e-11,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-VLDL-FC%,0.93 [0.91-0.94],1.568e-08,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
IDL-FC,0.93 [0.91-0.94],1.112e-09,***,Free Cholesterol in IDL
XL-HDL-L,0.93 [0.90-0.95],3.148e-06,***,Total-Lipids in Very Large HDL
L-HDL-L,0.92 [0.90-0.94],3.192e-07,***,Total-Lipids in Large HDL
S-HDL-C%,0.92 [0.90-0.94],1.794e-12,***,Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-FC%,0.92 [0.90-0.94],3.078e-09,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-PL%,0.92 [0.90-0.94],6.693e-13,***,Phospholipids to Total-Lipids in Medium VLDL percentage
L-HDL-FC,0.92 [0.90-0.94],2.362e-07,***,Free Cholesterol in Large HDL
IDL-FC%,0.92 [0.90-0.94],4.275e-14,***,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-FC%,0.92 [0.90-0.94],2.655e-15,***,Free Cholesterol to Total-Lipids in Small LDL percentage
HDL-C,0.92 [0.90-0.94],4.878e-09,***,HDL Cholesterol
M-HDL-CE%,0.92 [0.90-0.93],2.328e-14,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-HDL-P,0.92 [0.90-0.94],3.505e-08,***,Concentration of Large HDL Particles
L-VLDL-CE%,0.92 [0.90-0.93],4.586e-13,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
HDL-CE,0.92 [0.90-0.94],4.033e-10,***,Cholesteryl Esters in HDL
L-LDL-C%,0.92 [0.90-0.93],2.216e-14,***,Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-C,0.91 [0.89-0.93],4.406e-10,***,Cholesterol in Very Large HDL
S-VLDL-C%,0.91 [0.89-0.93],4.764e-18,***,Cholesterol to Total-Lipids in Small VLDL percentage
XL-HDL-CE,0.91 [0.89-0.93],1.307e-10,***,Cholesteryl Esters in Very Large HDL
M-VLDL-FC%,0.91 [0.89-0.93],1.041e-17,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-CE%,0.91 [0.89-0.93],8.497e-19,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
PUFA%,0.91 [0.89-0.93],5.364e-17,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
