Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.50 [1.38-1.64],1.989e-14,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.49 [1.37-1.62],2.990e-16,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.49 [1.36-1.63],4.991e-13,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.43 [1.32-1.55],2.876e-12,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.41 [1.29-1.54],8.152e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.38 [1.27-1.49],1.324e-09,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.35 [1.24-1.47],2.533e-07,***,Phospholipids to Total-Lipids in Large HDL percentage
S-VLDL-TG%,1.34 [1.23-1.47],7.909e-05,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-PL%,1.29 [1.18-1.40],0.002,**,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,1.26 [1.16-1.37],0.009,**,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-FC%,0.81 [0.75-0.87],0.008,**,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-CE%,0.80 [0.75-0.86],0.001,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-FC%,0.80 [0.74-0.86],0.004,**,Free Cholesterol to Total-Lipids in IDL percentage
S-VLDL-CE%,0.79 [0.73-0.85],8.283e-04,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-LDL-PL,0.79 [0.72-0.86],0.022,*,Phospholipids in Large LDL
M-HDL-FC%,0.79 [0.72-0.86],0.034,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
LDL-FC,0.78 [0.72-0.85],0.010,**,Free Cholesterol in LDL
Non-HDL-C,0.78 [0.72-0.85],0.002,**,Total-Cholesterol Minus HDL-C
L-HDL-C%,0.78 [0.72-0.84],5.856e-06,***,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-FC%,0.77 [0.72-0.83],8.191e-07,***,Free Cholesterol to Total-Lipids in Large HDL percentage
Clinical LDL-C,0.77 [0.71-0.84],2.227e-04,***,Clinical LDL Cholesterol
XS-VLDL-C,0.77 [0.70-0.84],0.005,**,Cholesterol in Very Small VLDL
Remnant-C,0.77 [0.71-0.84],3.396e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-FC,0.77 [0.70-0.84],6.467e-04,***,Total-Free Cholesterol
L-LDL-FC,0.77 [0.70-0.84],0.001,**,Free Cholesterol in Large LDL
M-VLDL-CE,0.76 [0.70-0.84],9.808e-04,***,Cholesteryl Esters in Medium VLDL
IDL-PL,0.76 [0.69-0.83],6.928e-04,***,Phospholipids in IDL
XL-VLDL-FC%,0.76 [0.69-0.83],0.005,**,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
IDL-P,0.76 [0.69-0.83],2.910e-04,***,Concentration of IDL Particles
LA%,0.75 [0.69-0.82],6.196e-06,***,Linoleic Acid to Total-Fatty Acids percentage
Total-C,0.75 [0.69-0.82],1.210e-05,***,Total-Cholesterol
Total-CE,0.75 [0.69-0.82],1.047e-05,***,Total-Esterified Cholesterol
S-VLDL-C%,0.75 [0.69-0.81],2.162e-07,***,Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-C%,0.74 [0.69-0.81],5.789e-08,***,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-CE,0.74 [0.68-0.81],5.562e-05,***,Cholesteryl Esters in Very Small VLDL
M-VLDL-CE%,0.74 [0.69-0.79],5.885e-15,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
IDL-L,0.73 [0.67-0.80],7.328e-07,***,Total-Lipids in IDL
XL-HDL-CE,0.73 [0.65-0.82],0.037,*,Cholesteryl Esters in Very Large HDL
XL-HDL-C,0.73 [0.65-0.82],0.024,*,Cholesterol in Very Large HDL
IDL-FC,0.73 [0.67-0.80],1.496e-06,***,Free Cholesterol in IDL
