Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.18 [1.16-1.21],3.659e-53,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.18 [1.16-1.20],3.337e-57,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.18 [1.15-1.20],1.052e-54,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.16 [1.14-1.19],2.724e-50,***,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.16 [1.13-1.18],2.946e-36,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-TG%,1.15 [1.12-1.17],1.187e-35,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.13 [1.11-1.16],2.618e-27,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.13 [1.11-1.15],3.362e-30,***,Triglycerides to Total-Lipids in Small LDL percentage
GlycA,1.13 [1.11-1.15],5.026e-25,***,Glycoprotein Acetyls
M-VLDL-TG%,1.12 [1.10-1.15],1.246e-23,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.12 [1.10-1.14],3.313e-24,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-PL%,1.12 [1.10-1.14],5.705e-22,***,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,1.11 [1.09-1.13],2.496e-21,***,Phospholipids to Total-Lipids in IDL percentage
S-HDL-TG%,1.11 [1.09-1.13],3.845e-17,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-TG%,1.09 [1.07-1.12],1.303e-12,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.09 [1.07-1.11],1.213e-11,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-VLDL-TG%,1.08 [1.06-1.11],7.569e-08,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-VLDL-PL%,1.08 [1.06-1.10],1.386e-06,***,Phospholipids to Total-Lipids in Large VLDL percentage
TG/PG,1.08 [1.05-1.10],8.304e-07,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,1.08 [1.05-1.10],7.523e-07,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XXL-VLDL-PL%,1.07 [1.05-1.09],5.755e-05,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-FC%,1.06 [1.04-1.09],0.017,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,1.06 [1.04-1.09],0.020,*,Creatinine
S-HDL-TG,1.06 [1.04-1.08],9.979e-04,***,Triglycerides in Small HDL
S-HDL-PL%,1.06 [1.04-1.08],0.005,**,Phospholipids to Total-Lipids in Small HDL percentage
Omega-6/Omega-3,1.06 [1.04-1.08],0.021,*,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-TG,1.05 [1.03-1.07],0.035,*,Triglycerides in Very Small VLDL
S-VLDL-C,0.95 [0.93-0.97],0.045,*,Cholesterol in Small VLDL
L-VLDL-C%,0.95 [0.93-0.97],0.027,*,Cholesterol to Total-Lipids in Large VLDL percentage
VLDL-C,0.95 [0.93-0.97],0.010,*,VLDL Cholesterol
XXL-VLDL-CE%,0.95 [0.93-0.97],0.038,*,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-P,0.94 [0.92-0.96],6.428e-04,***,Concentration of Medium VLDL Particles
M-HDL-L,0.94 [0.92-0.96],0.007,**,Total-Lipids in Medium HDL
M-VLDL-PL,0.94 [0.92-0.96],4.833e-05,***,Phospholipids in Medium VLDL
VLDL-CE,0.94 [0.92-0.96],1.253e-05,***,Cholesteryl Esters in VLDL
XL-HDL-PL,0.94 [0.92-0.96],0.010,*,Phospholipids in Very Large HDL
S-HDL-FC%,0.94 [0.92-0.96],5.547e-05,***,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-FC,0.94 [0.92-0.95],3.339e-05,***,Free Cholesterol in Small HDL
XL-VLDL-FC%,0.93 [0.92-0.95],3.175e-05,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
HDL-PL,0.93 [0.91-0.95],2.202e-04,***,Phospholipids in HDL
M-HDL-P,0.93 [0.91-0.95],8.115e-05,***,Concentration of Medium HDL Particles
S-VLDL-FC,0.93 [0.91-0.95],3.718e-07,***,Free Cholesterol in Small VLDL
L-LDL-CE%,0.93 [0.91-0.95],1.560e-07,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-HDL-FC,0.93 [0.91-0.95],1.328e-05,***,Free Cholesterol in Very Large HDL
L-VLDL-CE%,0.93 [0.91-0.95],2.921e-07,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-VLDL-CE%,0.93 [0.91-0.95],4.025e-09,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-VLDL-FC,0.93 [0.91-0.95],2.044e-08,***,Free Cholesterol in Medium VLDL
L-HDL-PL,0.93 [0.91-0.95],5.880e-05,***,Phospholipids in Large HDL
L-HDL-FC%,0.93 [0.91-0.95],9.412e-09,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-P,0.93 [0.91-0.95],2.299e-08,***,Concentration of Small HDL Particles
XL-HDL-L,0.92 [0.90-0.95],4.999e-06,***,Total-Lipids in Very Large HDL
Omega-3,0.92 [0.91-0.94],7.904e-09,***,Omega-3 Fatty Acids
S-LDL-P,0.92 [0.91-0.94],2.988e-10,***,Concentration of Small LDL Particles
M-HDL-FC,0.92 [0.90-0.94],2.175e-07,***,Free Cholesterol in Medium HDL
M-HDL-CE,0.92 [0.90-0.94],7.615e-08,***,Cholesteryl Esters in Medium HDL
XS-VLDL-C,0.92 [0.91-0.94],5.265e-10,***,Cholesterol in Very Small VLDL
Phosphoglyc,0.92 [0.90-0.94],3.962e-09,***,Phosphoglycerides
M-HDL-C,0.92 [0.90-0.94],3.936e-08,***,Cholesterol in Medium HDL
S-HDL-CE%,0.92 [0.90-0.94],2.031e-11,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Omega-6%,0.92 [0.90-0.94],9.341e-11,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Omega-3%,0.92 [0.90-0.94],4.284e-10,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-HDL-C,0.92 [0.90-0.94],2.175e-10,***,Cholesterol in Small HDL
ApoA1,0.92 [0.90-0.94],8.408e-09,***,Apolipoprotein A1
S-HDL-CE,0.92 [0.90-0.94],8.672e-11,***,Cholesteryl Esters in Small HDL
L-LDL-P,0.92 [0.90-0.94],4.682e-12,***,Concentration of Large LDL Particles
M-HDL-CE%,0.92 [0.90-0.94],2.951e-12,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XS-VLDL-FC%,0.92 [0.90-0.94],1.857e-14,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
HDL-L,0.92 [0.90-0.94],4.598e-09,***,Total-Lipids in HDL
XL-HDL-P,0.92 [0.90-0.94],4.058e-08,***,Concentration of Very Large HDL Particles
S-LDL-PL,0.92 [0.90-0.93],2.034e-13,***,Phospholipids in Small LDL
LDL-P,0.92 [0.90-0.93],3.854e-13,***,Concentration of LDL Particles
S-LDL-CE,0.92 [0.90-0.93],3.131e-13,***,Cholesteryl Esters in Small LDL
L-HDL-L,0.92 [0.89-0.94],2.960e-08,***,Total-Lipids in Large HDL
IDL-FC%,0.92 [0.90-0.93],7.081e-15,***,Free Cholesterol to Total-Lipids in IDL percentage
PC,0.91 [0.90-0.93],5.854e-12,***,Phosphatidylcholines
S-LDL-L,0.91 [0.90-0.93],1.647e-14,***,Total-Lipids in Small LDL
Omega-6,0.91 [0.90-0.93],9.570e-14,***,Omega-6 Fatty Acids
ApoB,0.91 [0.90-0.93],6.852e-15,***,Apolipoprotein B
M-LDL-P,0.91 [0.90-0.93],4.917e-14,***,Concentration of Medium LDL Particles
L-HDL-FC,0.91 [0.89-0.94],1.153e-08,***,Free Cholesterol in Large HDL
LA,0.91 [0.90-0.93],1.085e-14,***,Linoleic Acid
XS-VLDL-CE,0.91 [0.89-0.93],3.284e-14,***,Cholesteryl Esters in Very Small VLDL
M-LDL-CE,0.91 [0.89-0.93],8.154e-15,***,Cholesteryl Esters in Medium LDL
Total-L,0.91 [0.89-0.93],4.363e-15,***,Total-Lipids in Lipoprotein Particles
S-LDL-FC%,0.91 [0.90-0.93],1.599e-17,***,Free Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-P,0.91 [0.89-0.93],3.430e-09,***,Concentration of Large HDL Particles
XL-VLDL-C%,0.91 [0.89-0.93],5.656e-13,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-LDL-PL,0.91 [0.89-0.93],2.220e-15,***,Phospholipids in Medium LDL
Albumin,0.91 [0.89-0.93],1.256e-15,***,Albumin
M-LDL-L,0.91 [0.89-0.93],1.749e-16,***,Total-Lipids in Medium LDL
XL-VLDL-CE%,0.91 [0.89-0.93],2.705e-14,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Cholines,0.91 [0.89-0.93],2.751e-14,***,Total-Cholines
HDL-P,0.91 [0.89-0.93],1.547e-13,***,Concentration of HDL Particles
M-VLDL-C,0.91 [0.89-0.93],1.407e-17,***,Cholesterol in Medium VLDL
M-LDL-FC%,0.91 [0.89-0.93],2.208e-17,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-C,0.91 [0.89-0.93],2.443e-11,***,Cholesterol in Very Large HDL
DHA%,0.91 [0.89-0.93],2.561e-15,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA,0.91 [0.89-0.93],1.299e-16,***,Polyunsaturated Fatty Acids
Total-PL,0.91 [0.89-0.92],2.825e-16,***,Total-Phospholipids in Lipoprotein Particles
S-LDL-C,0.91 [0.89-0.92],5.003e-18,***,Cholesterol in Small LDL
Remnant-C,0.91 [0.89-0.92],9.639e-19,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-HDL-C%,0.91 [0.89-0.92],1.860e-18,***,Cholesterol to Total-Lipids in Small HDL percentage
IDL-P,0.91 [0.89-0.92],1.834e-18,***,Concentration of IDL Particles
HDL-FC,0.90 [0.88-0.92],6.588e-13,***,Free Cholesterol in HDL
L-HDL-CE%,0.90 [0.89-0.92],7.455e-20,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-C,0.90 [0.89-0.92],2.838e-19,***,Cholesterol in Medium LDL
L-HDL-C,0.90 [0.88-0.92],4.358e-12,***,Cholesterol in Large HDL
XL-HDL-CE,0.90 [0.88-0.92],1.930e-12,***,Cholesteryl Esters in Very Large HDL
L-HDL-CE,0.90 [0.88-0.92],1.637e-12,***,Cholesteryl Esters in Large HDL
XL-HDL-CE%,0.90 [0.88-0.92],1.374e-21,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-VLDL-C%,0.90 [0.88-0.92],1.992e-22,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-HDL-C%,0.90 [0.88-0.92],8.124e-20,***,Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-PL%,0.90 [0.88-0.92],3.198e-23,***,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-PL,0.90 [0.88-0.92],4.610e-21,***,Phospholipids in IDL
Total-P,0.90 [0.88-0.92],5.487e-18,***,Total-Concentration of Lipoprotein Particles
L-HDL-C%,0.90 [0.88-0.92],2.035e-22,***,Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-CE,0.90 [0.88-0.91],7.101e-23,***,Cholesteryl Esters in Medium VLDL
LDL-CE,0.90 [0.88-0.91],1.891e-23,***,Cholesteryl Esters in LDL
DHA,0.90 [0.88-0.91],2.411e-19,***,Docosahexaenoic Acid
LDL-PL,0.90 [0.88-0.91],1.134e-23,***,Phospholipids in LDL
LDL-L,0.90 [0.88-0.91],4.564e-24,***,Total-Lipids in LDL
SM,0.90 [0.88-0.91],4.492e-20,***,Sphingomyelins
Non-HDL-C,0.90 [0.88-0.91],8.046e-25,***,Total-Cholesterol Minus HDL-C
PUFA%,0.90 [0.88-0.91],1.868e-22,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.89 [0.88-0.91],8.189e-23,***,Linoleic Acid to Total-Fatty Acids percentage
M-VLDL-CE%,0.89 [0.88-0.91],4.416e-29,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
