Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.06 [1.04-1.08],1.282e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,1.05 [1.04-1.07],0.002,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.05 [1.03-1.07],0.003,**,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-TG%,1.02 [1.00-1.04],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.02 [1.00-1.04],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-L,0.95 [0.94-0.97],0.039,*,Total-Lipids in Small LDL
M-LDL-P,0.95 [0.94-0.97],0.046,*,Concentration of Medium LDL Particles
S-LDL-C,0.95 [0.93-0.97],0.005,**,Cholesterol in Small LDL
Remnant-C,0.95 [0.94-0.97],0.002,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-LDL-CE,0.95 [0.93-0.97],0.002,**,Cholesteryl Esters in Small LDL
LA,0.95 [0.93-0.97],4.195e-04,***,Linoleic Acid
S-LDL-C%,0.95 [0.93-0.96],3.719e-04,***,Cholesterol to Total-Lipids in Small LDL percentage
Clinical LDL-C,0.95 [0.93-0.96],1.105e-04,***,Clinical LDL Cholesterol
Non-HDL-C,0.95 [0.93-0.96],9.938e-05,***,Total-Cholesterol Minus HDL-C
M-LDL-CE,0.95 [0.93-0.96],1.869e-04,***,Cholesteryl Esters in Medium LDL
M-LDL-FC,0.95 [0.93-0.96],2.382e-04,***,Free Cholesterol in Medium LDL
M-LDL-PL,0.95 [0.93-0.96],2.368e-04,***,Phospholipids in Medium LDL
M-LDL-L,0.95 [0.93-0.96],1.155e-04,***,Total-Lipids in Medium LDL
M-LDL-C,0.95 [0.93-0.96],1.061e-04,***,Cholesterol in Medium LDL
IDL-PL,0.95 [0.93-0.96],3.015e-04,***,Phospholipids in IDL
LDL-PL,0.95 [0.93-0.96],5.375e-05,***,Phospholipids in LDL
LDL-FC,0.95 [0.93-0.96],5.202e-05,***,Free Cholesterol in LDL
LDL-L,0.95 [0.93-0.96],1.495e-05,***,Total-Lipids in LDL
LDL-C,0.94 [0.93-0.96],1.454e-05,***,LDL Cholesterol
LDL-CE,0.94 [0.93-0.96],1.282e-05,***,Cholesteryl Esters in LDL
