Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,1.43 [1.37-1.50],1.596e-43,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-LDL-TG%,1.43 [1.38-1.48],1.645e-85,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.42 [1.37-1.47],7.673e-81,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.42 [1.36-1.47],4.997e-69,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.41 [1.36-1.46],9.560e-80,***,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,1.41 [1.35-1.46],6.978e-61,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.40 [1.35-1.45],8.284e-65,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,1.39 [1.33-1.44],1.463e-55,***,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.38 [1.33-1.44],3.218e-54,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.38 [1.33-1.43],1.391e-69,***,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.37 [1.33-1.42],3.811e-70,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-HDL-TG%,1.37 [1.32-1.42],1.332e-56,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.36 [1.31-1.41],3.192e-52,***,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-TG%,1.35 [1.30-1.41],2.313e-46,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.35 [1.29-1.42],1.555e-28,***,Phospholipids to Total-Lipids in Large VLDL percentage
TG/PG,1.35 [1.30-1.40],5.438e-48,***,Triglycerides to Phosphoglycerides ratio
S-VLDL-TG%,1.34 [1.29-1.39],5.157e-44,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-TG,1.34 [1.29-1.38],5.863e-57,***,Triglycerides in Small HDL
SFA%,1.30 [1.25-1.34],6.635e-40,***,Saturated Fatty Acids to Total-Fatty Acids percentage
VLDL-size,1.28 [1.23-1.33],2.007e-29,***,Average Diameter for VLDL Particles
XXL-VLDL-L,1.28 [1.23-1.32],4.003e-40,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG,1.27 [1.23-1.32],1.958e-39,***,Triglycerides in Very Large VLDL
