Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.23 [1.22-1.24],0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.22 [1.21-1.23],0.000e+00,***,Phospholipids to Total-Lipids in Large HDL percentage
IDL-TG%,1.21 [1.20-1.22],0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-TG%,1.21 [1.20-1.22],0.000e+00,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-LDL-TG%,1.20 [1.19-1.22],0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.20 [1.18-1.21],6.274e-313,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.19 [1.18-1.20],0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-VLDL-TG%,1.17 [1.16-1.19],9.076e-201,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-LDL-TG%,1.16 [1.15-1.17],1.197e-241,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,1.14 [1.12-1.15],4.878e-149,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,1.12 [1.11-1.14],5.085e-126,***,Glycoprotein Acetyls
M-HDL-PL%,1.12 [1.11-1.13],6.181e-123,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.12 [1.11-1.13],1.089e-114,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-TG%,1.11 [1.10-1.12],1.204e-110,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Glu-lactate,1.10 [1.09-1.11],6.981e-101,***,Glucose-lactate
XXL-VLDL-PL%,1.10 [1.09-1.11],5.205e-85,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-FC%,1.09 [1.08-1.10],1.180e-59,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,1.09 [1.08-1.10],1.562e-64,***,Triglycerides to Total-Lipids in Small HDL percentage
L-VLDL-TG%,1.08 [1.07-1.09],3.021e-64,***,Triglycerides to Total-Lipids in Large VLDL percentage
L-HDL-TG%,1.08 [1.07-1.09],9.153e-63,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG,1.08 [1.07-1.09],6.219e-66,***,Triglycerides in Small HDL
S-HDL-PL%,1.08 [1.07-1.09],1.483e-53,***,Phospholipids to Total-Lipids in Small HDL percentage
TG/PG,1.08 [1.07-1.09],5.958e-50,***,Triglycerides to Phosphoglycerides ratio
Glu,1.07 [1.06-1.08],1.603e-42,***,Glucose
M-HDL-TG%,1.07 [1.06-1.08],3.671e-38,***,Triglycerides to Total-Lipids in Medium HDL percentage
VLDL-size,1.07 [1.06-1.08],5.444e-35,***,Average Diameter for VLDL Particles
M-HDL-TG,1.07 [1.06-1.07],6.295e-42,***,Triglycerides in Medium HDL
IDL-PL%,1.06 [1.05-1.07],1.288e-37,***,Phospholipids to Total-Lipids in IDL percentage
HDL-TG,1.06 [1.05-1.06],4.017e-30,***,Triglycerides in HDL
Lactate,1.05 [1.04-1.06],3.914e-25,***,Lactate
SFA%,1.05 [1.04-1.06],8.388e-26,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-TG,1.05 [1.04-1.06],4.504e-22,***,Triglycerides in Very Large VLDL
XXL-VLDL-PL,1.05 [1.04-1.06],2.478e-22,***,Phospholipids in Chylomicrons and Extremely Large VLDL
L-VLDL-PL%,1.05 [1.04-1.06],1.282e-15,***,Phospholipids to Total-Lipids in Large VLDL percentage
S-HDL-PL,1.05 [1.04-1.06],2.546e-19,***,Phospholipids in Small HDL
XXL-VLDL-P,1.05 [1.04-1.06],1.044e-19,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XS-VLDL-TG,1.05 [1.04-1.06],8.621e-20,***,Triglycerides in Very Small VLDL
Ala,1.05 [1.03-1.06],2.225e-10,***,Alanine
S-VLDL-TG,1.04 [1.04-1.05],2.901e-17,***,Triglycerides in Small VLDL
XXL-VLDL-TG,1.04 [1.03-1.05],8.331e-17,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,1.04 [1.03-1.05],6.169e-16,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,1.04 [1.03-1.05],1.956e-14,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
Creatinine,1.04 [1.03-1.05],1.523e-08,***,Creatinine
Total-TG,1.04 [1.03-1.05],7.466e-11,***,Total-Triglycerides
S-HDL-L,1.04 [1.03-1.05],1.183e-09,***,Total-Lipids in Small HDL
Sc-ala,1.04 [1.03-1.05],2.415e-10,***,Spectrometer-corrected alanine
Tyr,1.04 [1.03-1.05],2.910e-10,***,Tyrosine
VLDL-TG,1.04 [1.03-1.04],9.107e-09,***,Triglycerides in VLDL
M-LDL-TG,1.03 [1.03-1.04],1.785e-09,***,Triglycerides in Medium LDL
S-LDL-TG,1.03 [1.02-1.04],4.859e-08,***,Triglycerides in Small LDL
XXL-VLDL-C,1.03 [1.02-1.04],2.690e-06,***,Cholesterol in Chylomicrons and Extremely Large VLDL
LDL-TG,1.03 [1.02-1.04],2.473e-06,***,Triglycerides in LDL
Phe,1.03 [1.02-1.04],2.006e-05,***,Phenylalanine
Omega-3%,1.03 [1.02-1.04],1.460e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-P,1.03 [1.02-1.04],1.366e-04,***,Concentration of Very Large VLDL Particles
XL-VLDL-L,1.03 [1.02-1.04],6.188e-04,***,Total-Lipids in Very Large VLDL
Val,1.03 [1.02-1.04],0.003,**,Valine
M-HDL-PL,1.03 [1.02-1.04],0.005,**,Phospholipids in Medium HDL
L-LDL-TG,1.03 [1.02-1.04],1.992e-04,***,Triglycerides in Large LDL
IDL-TG,1.03 [1.02-1.04],2.835e-04,***,Triglycerides in IDL
L-VLDL-TG,1.02 [1.02-1.03],0.013,*,Triglycerides in Large VLDL
XL-VLDL-C,0.98 [0.97-0.98],0.016,*,Cholesterol in Very Large VLDL
DHA,0.98 [0.97-0.98],0.022,*,Docosahexaenoic Acid
XXL-VLDL-FC%,0.98 [0.97-0.98],0.049,*,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-C,0.97 [0.97-0.98],0.005,**,Cholesterol in Large VLDL
ApoA1,0.97 [0.96-0.98],0.032,*,Apolipoprotein A1
Citrate,0.97 [0.96-0.98],0.007,**,Citrate
S-LDL-CE%,0.97 [0.96-0.98],0.002,**,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-VLDL-P,0.97 [0.96-0.98],5.288e-06,***,Concentration of Small VLDL Particles
HDL-P,0.97 [0.96-0.98],1.824e-04,***,Concentration of HDL Particles
L-LDL-PL%,0.97 [0.96-0.98],3.014e-07,***,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-FC%,0.97 [0.96-0.98],9.866e-07,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
His,0.96 [0.96-0.97],4.769e-11,***,Histidine
S-VLDL-L,0.96 [0.95-0.97],4.525e-13,***,Total-Lipids in Small VLDL
HDL-L,0.96 [0.95-0.97],4.192e-10,***,Total-Lipids in HDL
Acetate,0.96 [0.95-0.97],2.385e-14,***,Acetate
VLDL-PL,0.96 [0.95-0.97],2.311e-15,***,Phospholipids in VLDL
L-LDL-CE%,0.96 [0.95-0.97],3.643e-16,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-VLDL-CE,0.95 [0.94-0.96],9.633e-23,***,Cholesteryl Esters in Very Large VLDL
Gln,0.95 [0.94-0.96],1.418e-23,***,Glutamine
L-VLDL-CE,0.95 [0.94-0.96],2.462e-26,***,Cholesteryl Esters in Large VLDL
Total-P,0.95 [0.94-0.96],6.488e-23,***,Total-Concentration of Lipoprotein Particles
XL-HDL-PL%,0.95 [0.94-0.95],4.095e-29,***,Phospholipids to Total-Lipids in Very Large HDL percentage
Unsaturation,0.94 [0.94-0.95],1.060e-28,***,Degree of Unsaturation
Omega-6/Omega-3,0.94 [0.94-0.95],9.887e-31,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-C%,0.94 [0.93-0.95],6.448e-28,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Phosphoglyc,0.94 [0.93-0.95],2.112e-29,***,Phosphoglycerides
VLDL-P,0.94 [0.93-0.95],2.091e-36,***,Concentration of VLDL Particles
M-HDL-CE%,0.94 [0.93-0.95],5.204e-38,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
VLDL-FC,0.94 [0.93-0.95],4.689e-39,***,Free Cholesterol in VLDL
S-HDL-CE%,0.94 [0.93-0.94],1.429e-44,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-HDL-CE%,0.93 [0.93-0.94],1.486e-50,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XXL-VLDL-CE%,0.93 [0.92-0.94],1.728e-40,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
