Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.30 [1.26-1.33],2.560e-90,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.27 [1.24-1.30],4.444e-76,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.27 [1.24-1.30],2.939e-79,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.23 [1.20-1.26],2.592e-55,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.23 [1.19-1.26],3.709e-47,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.22 [1.19-1.25],4.026e-47,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.21 [1.18-1.24],7.354e-47,***,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,1.21 [1.18-1.24],2.171e-38,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,1.20 [1.17-1.23],1.080e-35,***,Triglycerides to Total-Lipids in Small HDL percentage
XS-VLDL-PL%,1.19 [1.16-1.22],6.462e-32,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.18 [1.15-1.22],3.600e-31,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-HDL-TG%,1.18 [1.15-1.21],3.076e-29,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,1.17 [1.14-1.21],5.208e-27,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-VLDL-PL%,1.17 [1.13-1.21],4.059e-18,***,Phospholipids to Total-Lipids in Large VLDL percentage
L-HDL-TG%,1.17 [1.14-1.20],2.923e-26,***,Triglycerides to Total-Lipids in Large HDL percentage
SFA%,1.16 [1.13-1.19],3.875e-26,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-TG%,1.15 [1.12-1.19],2.502e-15,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XL-HDL-TG%,1.15 [1.12-1.18],1.475e-20,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG,1.15 [1.12-1.17],1.418e-21,***,Triglycerides in Small HDL
S-HDL-PL%,1.14 [1.11-1.17],3.412e-17,***,Phospholipids to Total-Lipids in Small HDL percentage
