Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.14 [1.12-1.15],1.310e-43,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.13 [1.12-1.15],4.645e-48,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.13 [1.11-1.14],9.145e-43,***,Triglycerides to Total-Lipids in Large LDL percentage
MUFA%,1.13 [1.11-1.14],2.162e-36,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-TG%,1.12 [1.11-1.14],4.046e-39,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.12 [1.10-1.14],1.008e-33,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL%,1.11 [1.10-1.13],8.019e-32,***,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-TG%,1.11 [1.10-1.13],1.913e-31,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.11 [1.09-1.13],4.013e-34,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,1.10 [1.08-1.12],1.202e-25,***,Triglycerides to Total-Lipids in Small VLDL percentage
GlycA,1.10 [1.08-1.12],4.597e-23,***,Glycoprotein Acetyls
S-LDL-TG%,1.10 [1.08-1.11],5.292e-24,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-FC%,1.08 [1.07-1.10],5.518e-13,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,1.08 [1.07-1.10],1.201e-15,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-VLDL-TG%,1.08 [1.06-1.10],2.786e-14,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
TG/PG,1.08 [1.06-1.10],2.211e-13,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,1.08 [1.06-1.10],5.986e-13,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.08 [1.06-1.09],3.128e-12,***,Triglycerides to Total-Lipids in Large HDL percentage
IDL-PL%,1.07 [1.05-1.09],1.391e-11,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-TG%,1.07 [1.05-1.09],2.203e-09,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.06 [1.04-1.08],4.527e-06,***,Phospholipids to Total-Lipids in Large VLDL percentage
Creatinine,1.06 [1.04-1.08],0.002,**,Creatinine
VLDL-size,1.05 [1.03-1.07],0.004,**,Average Diameter for VLDL Particles
S-HDL-TG,1.05 [1.03-1.07],0.002,**,Triglycerides in Small HDL
