Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,1.49 [1.42-1.56],2.536e-64,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,1.47 [1.42-1.52],3.792e-122,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
Creatinine,1.46 [1.42-1.51],1.156e-133,***,Creatinine
MUFA%,1.43 [1.38-1.47],4.115e-96,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.41 [1.37-1.45],2.537e-111,***,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-TG%,1.40 [1.36-1.45],7.182e-81,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-LDL-TG%,1.39 [1.35-1.44],4.341e-106,***,Triglycerides to Total-Lipids in Large LDL percentage
GlycA,1.39 [1.35-1.44],1.213e-82,***,Glycoprotein Acetyls
S-VLDL-TG%,1.39 [1.34-1.44],1.538e-75,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.38 [1.34-1.42],7.639e-95,***,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.37 [1.33-1.41],1.112e-96,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-HDL-TG%,1.37 [1.33-1.41],5.094e-79,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,1.36 [1.32-1.39],5.405e-96,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-TG,1.34 [1.30-1.38],1.602e-78,***,Triglycerides in Small HDL
MUFA,1.29 [1.25-1.33],9.874e-58,***,Monounsaturated Fatty Acids
S-HDL-TG%,1.28 [1.24-1.33],2.027e-40,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-TG,1.28 [1.24-1.32],7.071e-55,***,Triglycerides in Medium HDL
VLDL-size,1.28 [1.23-1.32],2.123e-40,***,Average Diameter for VLDL Particles
XS-VLDL-TG,1.27 [1.24-1.31],1.380e-56,***,Triglycerides in Very Small VLDL
TG/PG,1.27 [1.23-1.31],3.513e-42,***,Triglycerides to Phosphoglycerides ratio
HDL-TG,1.27 [1.23-1.31],4.443e-52,***,Triglycerides in HDL
S-HDL-PL,1.27 [1.23-1.31],1.805e-44,***,Phospholipids in Small HDL
S-VLDL-TG,1.27 [1.23-1.31],2.417e-49,***,Triglycerides in Small VLDL
Total-TG,1.27 [1.23-1.30],5.154e-46,***,Total-Triglycerides
XL-VLDL-TG,1.27 [1.23-1.30],2.725e-52,***,Triglycerides in Very Large VLDL
M-LDL-TG,1.26 [1.23-1.30],3.327e-59,***,Triglycerides in Medium LDL
LDL-TG,1.26 [1.22-1.29],2.923e-53,***,Triglycerides in LDL
S-HDL-L,1.25 [1.22-1.30],7.686e-39,***,Total-Lipids in Small HDL
VLDL-TG,1.25 [1.22-1.29],1.105e-41,***,Triglycerides in VLDL
S-LDL-TG,1.25 [1.22-1.29],8.145e-55,***,Triglycerides in Small LDL
XXL-VLDL-PL,1.25 [1.22-1.29],1.537e-49,***,Phospholipids in Chylomicrons and Extremely Large VLDL
L-LDL-TG,1.25 [1.21-1.28],8.657e-49,***,Triglycerides in Large LDL
XXL-VLDL-L,1.25 [1.21-1.28],9.265e-45,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.24 [1.21-1.28],1.795e-49,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
L-VLDL-PL%,1.24 [1.19-1.29],8.416e-17,***,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-FC,1.24 [1.20-1.27],8.746e-45,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
L-HDL-TG%,1.24 [1.20-1.28],9.325e-35,***,Triglycerides to Total-Lipids in Large HDL percentage
IDL-TG,1.24 [1.20-1.27],1.160e-42,***,Triglycerides in IDL
XL-VLDL-L,1.24 [1.20-1.27],4.354e-38,***,Total-Lipids in Very Large VLDL
XXL-VLDL-TG,1.24 [1.20-1.27],6.577e-45,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-P,1.23 [1.20-1.27],9.858e-40,***,Concentration of Very Large VLDL Particles
XXL-VLDL-C,1.23 [1.19-1.27],1.289e-38,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XS-VLDL-PL%,1.22 [1.19-1.26],1.463e-29,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-TG%,1.22 [1.18-1.27],3.268e-26,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,1.22 [1.18-1.26],1.600e-30,***,Phospholipids to Total-Lipids in Medium HDL percentage
SFA,1.22 [1.18-1.26],2.901e-34,***,Saturated Fatty Acids
XXL-VLDL-CE,1.21 [1.18-1.25],5.281e-33,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-VLDL-TG,1.21 [1.18-1.25],4.414e-32,***,Triglycerides in Large VLDL
L-VLDL-PL,1.21 [1.17-1.25],2.764e-29,***,Phospholipids in Large VLDL
XL-VLDL-PL,1.21 [1.17-1.24],4.635e-30,***,Phospholipids in Very Large VLDL
S-HDL-FC,1.21 [1.17-1.24],2.229e-25,***,Free Cholesterol in Small HDL
L-VLDL-P,1.20 [1.17-1.24],4.307e-29,***,Concentration of Large VLDL Particles
M-VLDL-TG,1.20 [1.16-1.23],4.122e-26,***,Triglycerides in Medium VLDL
L-VLDL-L,1.20 [1.16-1.23],1.804e-24,***,Total-Lipids in Large VLDL
Total-FA,1.20 [1.16-1.23],1.710e-25,***,Total-Fatty Acids
SFA%,1.19 [1.16-1.23],1.245e-26,***,Saturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC,1.19 [1.15-1.22],3.034e-22,***,Free Cholesterol in Large VLDL
XL-VLDL-FC,1.19 [1.15-1.22],1.245e-23,***,Free Cholesterol in Very Large VLDL
M-HDL-PL,1.18 [1.14-1.22],5.023e-18,***,Phospholipids in Medium HDL
L-VLDL-TG%,1.18 [1.14-1.22],1.815e-14,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-HDL-P,1.17 [1.14-1.21],4.775e-17,***,Concentration of Small HDL Particles
Ala,1.17 [1.12-1.21],2.600e-10,***,Alanine
XXL-VLDL-TG%,1.17 [1.12-1.21],1.024e-08,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-TG,1.16 [1.13-1.20],3.919e-19,***,Triglycerides in Very Large HDL
VLDL-L,1.16 [1.12-1.20],8.932e-15,***,Total-Lipids in VLDL
Omega-3,1.15 [1.12-1.19],3.668e-14,***,Omega-3 Fatty Acids
S-HDL-C,1.15 [1.12-1.19],1.106e-12,***,Cholesterol in Small HDL
Val,1.15 [1.12-1.19],1.193e-12,***,Valine
L-HDL-TG,1.15 [1.12-1.19],9.133e-13,***,Triglycerides in Large HDL
M-HDL-L,1.14 [1.11-1.18],7.814e-10,***,Total-Lipids in Medium HDL
S-HDL-PL%,1.14 [1.11-1.18],4.746e-10,***,Phospholipids to Total-Lipids in Small HDL percentage
Sc-ala,1.13 [1.10-1.17],2.117e-10,***,Spectrometer-corrected alanine
XL-VLDL-C,1.13 [1.10-1.17],2.970e-10,***,Cholesterol in Very Large VLDL
Total-BCAA,1.13 [1.10-1.17],6.332e-09,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-CE,1.13 [1.09-1.17],5.313e-08,***,Cholesteryl Esters in Small HDL
S-VLDL-P,1.13 [1.09-1.16],9.797e-09,***,Concentration of Small VLDL Particles
L-VLDL-C,1.12 [1.09-1.16],5.848e-08,***,Cholesterol in Large VLDL
M-HDL-P,1.12 [1.08-1.16],4.648e-05,***,Concentration of Medium HDL Particles
VLDL-PL,1.11 [1.08-1.15],1.526e-06,***,Phospholipids in VLDL
Leu,1.11 [1.08-1.15],4.389e-06,***,Leucine
S-VLDL-L,1.11 [1.08-1.15],7.909e-06,***,Total-Lipids in Small VLDL
Phosphoglyc,1.11 [1.07-1.15],8.991e-05,***,Phosphoglycerides
Acetoacetate,1.11 [1.07-1.14],1.362e-06,***,Acetoacetate
S-LDL-CE%,1.10 [1.07-1.14],5.859e-04,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
HDL-P,1.10 [1.07-1.14],0.004,**,Concentration of HDL Particles
HDL-PL,1.10 [1.06-1.14],0.018,*,Phospholipids in HDL
Glu-lactate,1.09 [1.05-1.12],0.011,*,Glucose-lactate
Phe,1.09 [1.05-1.12],0.047,*,Phenylalanine
ApoB,0.92 [0.89-0.95],0.025,*,Apolipoprotein B
Total-FC,0.92 [0.89-0.95],0.017,*,Total-Free Cholesterol
LDL-C,0.92 [0.89-0.95],0.009,**,LDL Cholesterol
L-LDL-CE,0.92 [0.89-0.95],0.017,*,Cholesteryl Esters in Large LDL
LDL-PL,0.92 [0.89-0.95],0.011,*,Phospholipids in LDL
Non-HDL-C,0.92 [0.89-0.94],0.002,**,Total-Cholesterol Minus HDL-C
