Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.17 [1.13-1.21],1.521e-13,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,1.17 [1.12-1.22],6.062e-08,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-PL%,1.17 [1.13-1.21],3.295e-14,***,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-TG%,1.16 [1.12-1.20],6.052e-10,***,Triglycerides to Total-Lipids in Medium VLDL percentage
MUFA%,1.15 [1.11-1.19],3.815e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL,1.14 [1.10-1.18],1.805e-08,***,Phospholipids in Small HDL
S-HDL-L,1.14 [1.10-1.18],1.056e-07,***,Total-Lipids in Small HDL
IDL-TG%,1.14 [1.10-1.17],2.643e-08,***,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-TG%,1.13 [1.09-1.17],1.829e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-HDL-TG%,1.13 [1.09-1.17],1.906e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-LDL-TG%,1.12 [1.09-1.16],1.728e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-TG%,1.12 [1.09-1.16],4.386e-06,***,Triglycerides to Total-Lipids in Small LDL percentage
GlycA,1.12 [1.08-1.16],2.926e-04,***,Glycoprotein Acetyls
S-HDL-TG,1.12 [1.08-1.16],1.611e-05,***,Triglycerides in Small HDL
VLDL-size,1.12 [1.08-1.16],6.647e-04,***,Average Diameter for VLDL Particles
M-LDL-TG%,1.11 [1.08-1.15],5.503e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-P,1.11 [1.07-1.15],5.596e-04,***,Concentration of Small HDL Particles
S-HDL-FC,1.11 [1.07-1.15],0.001,**,Free Cholesterol in Small HDL
MUFA,1.11 [1.07-1.15],4.132e-04,***,Monounsaturated Fatty Acids
S-HDL-C,1.11 [1.07-1.15],0.003,**,Cholesterol in Small HDL
SFA%,1.11 [1.07-1.14],7.717e-04,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-TG,1.10 [1.07-1.14],0.002,**,Triglycerides in Very Large VLDL
S-HDL-CE,1.10 [1.06-1.14],0.019,*,Cholesteryl Esters in Small HDL
Total-TG,1.10 [1.06-1.14],0.012,*,Total-Triglycerides
VLDL-TG,1.10 [1.06-1.14],0.023,*,Triglycerides in VLDL
M-HDL-TG,1.10 [1.06-1.13],0.012,*,Triglycerides in Medium HDL
SFA,1.10 [1.06-1.13],0.016,*,Saturated Fatty Acids
S-VLDL-TG,1.09 [1.06-1.13],0.036,*,Triglycerides in Small VLDL
M-LDL-TG,1.09 [1.06-1.13],0.040,*,Triglycerides in Medium LDL
M-LDL-C%,0.92 [0.89-0.95],0.015,*,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.91 [0.89-0.95],0.042,*,Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-FC%,0.91 [0.88-0.94],0.002,**,Free Cholesterol to Total-Lipids in Small LDL percentage
IDL-C%,0.91 [0.88-0.94],0.001,**,Cholesterol to Total-Lipids in IDL percentage
L-HDL-CE%,0.90 [0.87-0.93],1.678e-05,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.90 [0.87-0.93],9.330e-07,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-C%,0.90 [0.87-0.92],9.820e-07,***,Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.89 [0.86-0.92],8.817e-07,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-P,0.89 [0.85-0.93],0.038,*,Concentration of Very Large HDL Particles
S-VLDL-CE%,0.89 [0.86-0.92],2.309e-07,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-VLDL-PL%,0.89 [0.86-0.92],5.636e-08,***,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-FC%,0.88 [0.86-0.91],7.619e-09,***,Free Cholesterol to Total-Lipids in IDL percentage
S-VLDL-PL%,0.88 [0.85-0.92],5.221e-07,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,0.88 [0.86-0.91],8.684e-08,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XL-HDL-PL,0.88 [0.85-0.92],0.010,**,Phospholipids in Very Large HDL
S-VLDL-C%,0.88 [0.85-0.91],1.471e-08,***,Cholesterol to Total-Lipids in Small VLDL percentage
XL-HDL-L,0.88 [0.84-0.92],0.002,**,Total-Lipids in Very Large HDL
L-VLDL-C%,0.88 [0.85-0.91],1.542e-07,***,Cholesterol to Total-Lipids in Large VLDL percentage
M-VLDL-CE%,0.88 [0.85-0.90],1.264e-12,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XL-HDL-CE,0.88 [0.84-0.92],0.001,**,Cholesteryl Esters in Very Large HDL
M-VLDL-FC%,0.88 [0.85-0.90],2.321e-10,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.87 [0.84-0.90],1.789e-12,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,0.87 [0.84-0.90],4.204e-12,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-C,0.87 [0.83-0.91],8.596e-05,***,Cholesterol in Very Large HDL
PUFA%,0.87 [0.84-0.90],1.505e-11,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-CE%,0.86 [0.83-0.90],2.514e-09,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XS-VLDL-C%,0.86 [0.84-0.89],8.264e-14,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.86 [0.84-0.89],8.369e-14,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Omega-6%,0.86 [0.84-0.89],3.059e-13,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
