Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.16 [1.13-1.19],7.191e-28,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-PL%,1.16 [1.13-1.19],2.222e-27,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.16 [1.13-1.19],4.826e-31,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.15 [1.12-1.18],2.477e-27,***,Triglycerides to Total-Lipids in Large LDL percentage
GlycA,1.15 [1.12-1.18],1.395e-23,***,Glycoprotein Acetyls
L-HDL-PL%,1.14 [1.11-1.17],1.961e-21,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-TG%,1.14 [1.11-1.16],1.430e-21,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
MUFA%,1.14 [1.11-1.16],2.169e-18,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.13 [1.11-1.16],4.056e-22,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.12 [1.10-1.15],1.251e-16,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.12 [1.10-1.15],1.249e-15,***,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-TG%,1.12 [1.09-1.15],4.407e-17,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-FC%,1.12 [1.09-1.15],2.346e-11,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.11 [1.09-1.14],3.063e-13,***,Triglycerides to Total-Lipids in Large HDL percentage
S-VLDL-TG%,1.11 [1.09-1.14],5.172e-14,***,Triglycerides to Total-Lipids in Small VLDL percentage
TG/PG,1.11 [1.08-1.14],1.789e-11,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,1.11 [1.08-1.13],2.358e-11,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,1.11 [1.08-1.13],4.735e-11,***,Triglycerides to Total-Lipids in Medium HDL percentage
IDL-PL%,1.09 [1.07-1.12],1.112e-09,***,Phospholipids to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.09 [1.06-1.12],3.641e-06,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-VLDL-PL%,1.09 [1.06-1.11],3.206e-05,***,Phospholipids to Total-Lipids in Large VLDL percentage
Ala,1.08 [1.05-1.11],0.004,**,Alanine
S-HDL-TG,1.07 [1.05-1.10],5.038e-04,***,Triglycerides in Small HDL
Sc-ala,1.07 [1.04-1.09],0.005,**,Spectrometer-corrected alanine
S-VLDL-CE%,0.94 [0.92-0.96],0.013,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-HDL-CE%,0.94 [0.92-0.96],0.004,**,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XS-VLDL-FC%,0.94 [0.92-0.96],0.001,**,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-P,0.93 [0.91-0.95],4.587e-04,***,Concentration of Medium LDL Particles
IDL-FC%,0.93 [0.91-0.95],1.945e-04,***,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-P,0.93 [0.91-0.95],9.383e-04,***,Concentration of Small HDL Particles
S-LDL-CE,0.93 [0.91-0.95],1.163e-04,***,Cholesteryl Esters in Small LDL
LDL-P,0.93 [0.91-0.95],8.571e-05,***,Concentration of LDL Particles
M-LDL-CE,0.93 [0.91-0.95],1.257e-04,***,Cholesteryl Esters in Medium LDL
ApoB,0.93 [0.91-0.95],5.086e-05,***,Apolipoprotein B
DHA%,0.93 [0.91-0.95],5.919e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-LDL-PL,0.93 [0.91-0.95],3.995e-05,***,Phospholipids in Small LDL
XS-VLDL-C,0.93 [0.91-0.95],1.077e-04,***,Cholesterol in Very Small VLDL
L-LDL-P,0.93 [0.91-0.95],4.091e-05,***,Concentration of Large LDL Particles
S-LDL-L,0.93 [0.91-0.95],3.697e-05,***,Total-Lipids in Small LDL
