Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.23 [1.20-1.26],1.426e-59,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.21 [1.18-1.24],7.495e-59,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.19 [1.17-1.22],3.294e-49,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.19 [1.17-1.22],7.215e-51,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.16 [1.13-1.18],2.235e-28,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-PL%,1.15 [1.13-1.18],3.471e-30,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.15 [1.12-1.18],9.465e-27,***,Phospholipids to Total-Lipids in Small LDL percentage
GlycA,1.14 [1.11-1.17],3.787e-21,***,Glycoprotein Acetyls
XS-VLDL-TG%,1.13 [1.10-1.16],1.131e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.12 [1.09-1.14],4.026e-17,***,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,1.12 [1.09-1.15],1.597e-14,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,1.12 [1.09-1.14],1.220e-16,***,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,1.11 [1.08-1.14],4.947e-13,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-TG%,1.10 [1.07-1.12],7.532e-09,***,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.09 [1.07-1.12],2.770e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-TG%,1.08 [1.05-1.10],1.703e-04,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-PL%,1.08 [1.05-1.10],2.316e-04,***,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.07 [1.05-1.10],0.005,**,Triglycerides to Total-Lipids in Large HDL percentage
SFA,0.94 [0.92-0.96],0.040,*,Saturated Fatty Acids
XS-VLDL-FC%,0.94 [0.92-0.96],0.003,**,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-CE%,0.94 [0.92-0.96],0.007,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
VLDL-PL,0.94 [0.92-0.96],0.020,*,Phospholipids in VLDL
VLDL-P,0.94 [0.92-0.96],0.005,**,Concentration of VLDL Particles
S-LDL-FC%,0.94 [0.92-0.96],3.545e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
IDL-FC%,0.93 [0.91-0.95],9.739e-05,***,Free Cholesterol to Total-Lipids in IDL percentage
L-VLDL-CE,0.93 [0.91-0.95],6.706e-04,***,Cholesteryl Esters in Large VLDL
M-LDL-FC%,0.93 [0.91-0.95],2.606e-05,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-C%,0.93 [0.91-0.95],2.605e-04,***,Cholesterol to Total-Lipids in Very Large HDL percentage
