Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.11 [1.09-1.14],9.900e-16,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.10 [1.08-1.13],6.576e-15,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.10 [1.08-1.12],6.089e-14,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.10 [1.08-1.12],3.170e-12,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.10 [1.07-1.12],1.014e-10,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.09 [1.07-1.11],1.801e-12,***,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.09 [1.06-1.11],9.107e-09,***,Glycoprotein Acetyls
S-HDL-TG%,1.08 [1.06-1.11],1.943e-08,***,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-TG%,1.08 [1.06-1.10],1.249e-08,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,1.08 [1.06-1.10],3.878e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-TG%,1.07 [1.05-1.10],5.282e-06,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.07 [1.05-1.10],5.659e-05,***,Phospholipids to Total-Lipids in Large VLDL percentage
L-HDL-TG%,1.07 [1.05-1.09],9.060e-05,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,1.07 [1.05-1.09],2.849e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XS-VLDL-TG,1.07 [1.05-1.09],2.204e-05,***,Triglycerides in Very Small VLDL
TG/PG,1.07 [1.04-1.09],0.002,**,Triglycerides to Phosphoglycerides ratio
IDL-TG,1.06 [1.04-1.09],1.530e-04,***,Triglycerides in IDL
S-HDL-TG,1.06 [1.04-1.09],6.014e-04,***,Triglycerides in Small HDL
L-HDL-PL%,1.06 [1.04-1.08],0.018,*,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-TG,1.06 [1.04-1.08],0.002,**,Triglycerides in Large LDL
LDL-TG,1.06 [1.04-1.08],0.003,**,Triglycerides in LDL
M-LDL-TG,1.06 [1.04-1.08],0.010,*,Triglycerides in Medium LDL
S-VLDL-TG%,1.06 [1.04-1.08],0.046,*,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-CE%,0.94 [0.93-0.96],0.012,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XL-VLDL-C%,0.94 [0.92-0.96],0.038,*,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-C%,0.94 [0.92-0.96],0.013,*,Cholesterol to Total-Lipids in Medium VLDL percentage
Citrate,0.94 [0.92-0.96],0.045,*,Citrate
XL-VLDL-CE%,0.94 [0.92-0.96],0.011,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XS-VLDL-FC%,0.94 [0.92-0.96],2.846e-04,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
HDL-CE,0.94 [0.92-0.96],0.027,*,Cholesteryl Esters in HDL
IDL-FC%,0.94 [0.92-0.96],1.287e-04,***,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-CE%,0.94 [0.92-0.96],4.998e-05,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-HDL-FC%,0.94 [0.92-0.96],0.008,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-CE%,0.94 [0.92-0.96],6.761e-05,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-HDL-C%,0.93 [0.92-0.95],1.298e-05,***,Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-PL%,0.93 [0.91-0.95],5.812e-06,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-LDL-FC%,0.93 [0.91-0.95],2.515e-07,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-FC%,0.93 [0.91-0.95],2.595e-06,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-FC%,0.93 [0.91-0.95],5.336e-07,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,0.93 [0.91-0.95],1.904e-06,***,Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-CE%,0.93 [0.91-0.95],8.475e-08,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-HDL-CE%,0.93 [0.91-0.95],1.914e-07,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-CE%,0.93 [0.91-0.94],1.010e-08,***,Cholesteryl Esters to Total-Lipids in IDL percentage
LA%,0.92 [0.90-0.94],8.081e-08,***,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-C%,0.92 [0.90-0.94],4.511e-09,***,Cholesterol to Total-Lipids in Large LDL percentage
Omega-6%,0.92 [0.90-0.94],2.289e-09,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE%,0.92 [0.90-0.94],1.555e-09,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.92 [0.90-0.94],8.431e-10,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-C%,0.92 [0.90-0.94],1.848e-11,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC%,0.92 [0.90-0.94],2.175e-10,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-C%,0.92 [0.90-0.94],2.488e-10,***,Cholesterol to Total-Lipids in Small LDL percentage
M-HDL-C%,0.92 [0.90-0.94],1.356e-09,***,Cholesterol to Total-Lipids in Medium HDL percentage
IDL-C%,0.92 [0.90-0.93],6.726e-13,***,Cholesterol to Total-Lipids in IDL percentage
Unsaturation,0.91 [0.89-0.93],9.596e-11,***,Degree of Unsaturation
PUFA%,0.91 [0.89-0.93],2.393e-12,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.90 [0.88-0.92],1.359e-15,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
